,atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PI,PP,PS,SG
481,Bruno Oliveira,B. Oliveira,103996,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png,11,1.78,0.44,Bruno Felipe Oliveira,0.0,4,2.74,24,bruno-oliveira,6,0.0,1.0,2.0,,,,6.0,6.0,4.0,2.0,12.0,1.0,,,,,,41.0,,,
482,Maycon,Maycon,104017,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,0,0.0,2.24,Maycon Cleiton de Paula Azevedo,0.0,1,2.0,24,maycon,6,0.0,,,,,,,,,,,,,,,,,,,,
483,Walce,Walce,104074,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png,0,0.0,2.24,Walce da Silva Costa Filho,0.0,3,2.0,24,walce,6,0.0,,,,,,,,,,,,,,,,,,,,
484,André,André,104080,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/644fa239329c76f58f7001e88850b21c_FORMATO.png,0,0.0,0.99,André Luiz Ribeiro da Silva,0.0,1,1.0,24,andre,6,0.0,,,,,,,,,,,,,,,,,,,,
485,Carlos Miguel,C. Miguel,104084,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png,1,4.0,2.98,Carlos Miguel dos Santos Pereira,0.0,1,1.46,24,carlos-miguel,6,0.0,,,,5.0,,,,,,,,,,1.0,,,,,,
486,Roberto,Roberto,104086,Internacional,285,https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png,0,0.0,3.49,Roberto Pinheiro da Rosa,0.0,3,3.0,24,roberto,6,0.0,,,,,,,,,,,,,,,,,,,,
487,Vitor Hugo,V. Hugo,104095,América-MG,327,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png,0,0.0,0.99,Vitor Hugo de Andrade Oliveira,0.0,2,1.0,24,vitor-hugo,6,0.0,,,,,,,,,,,,,,,,,,,,
488,William,William,104096,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png,0,0.0,2.24,William Arthur Assmann,0.0,1,2.0,24,william,6,0.0,,,,,,,,,,,,,,,,,,,,
489,Cléber,Cléber,104125,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png,14,2.66,0.89,Cléber Bomfim de Jesus,0.0,5,3.6,24,cleber,6,0.0,,2.0,,,,17.0,20.0,5.0,6.0,5.0,,2.0,,,5.0,,40.0,,,
490,Ruan,Ruan,104153,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/9feb1a957a8cefce9300a34e82a63694_FORMATO.png,0,0.0,2.24,Ruan de Oliveira Ferreira,0.0,4,2.0,24,ruan,6,0.0,,,,,,,,,,,,,,,,,,,,
491,Douglas Silva,D. Silva,104219,Goiás,290,https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png,0,0.0,3.49,Douglas da Silva Santos,0.0,2,3.0,24,douglas-silva,6,0.0,,,,,,,,,,,,,,,,,,,,
492,João Lucas,J. Lucas,104257,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png,20,3.43,8.37,João Lucas de Almeida Carvalho,9.8,2,7.85,24,joao-lucas,2,1.55,,6.0,1.0,,,53.0,26.0,2.0,5.0,22.0,,,,,,2.0,237.0,,,6.0
493,Calegari,Calegari,104276,Fluminense,266,https://s.glbimg.com/es/sde/f/2022/04/20/af7df060c7d357b2bbd0f6602c974e33_FORMATO.png,4,4.22,9.87,Lucas Felipe Calegari,0.0,2,9.74,24,calegari,6,0.0,,1.0,,,,8.0,2.0,,,4.0,,,,,,,31.0,,,2.0
494,João,João,104329,Avaí,314,https://s.glbimg.com/es/sde/f/2022/02/21/5463b4c0702bbf5996492a5857a5c61f_FORMATO.png,0,0.0,0.99,João Vitor de Oliveira,0.0,1,1.0,24,joao,6,0.0,,,,,,,,,,,,,,,,,,,,
495,Matheus Mendes,M. Mendes,104383,Atlético-MG,282,https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png,0,0.0,2.24,Matheus Mendes Werneck de Oliveira,0.0,1,2.0,24,matheus-mendes,6,0.0,,,,,,,,,,,,,,,,,,,,
496,Igor Gomes,I. Gomes,104385,Internacional,285,https://s.glbimg.com/es/sde/f/2022/08/06/78873a934a135e9d8c083e6a053a7aee_FORMATO.png,0,0.0,3.49,Igor Gomes Silva,0.0,3,3.0,24,igor-gomes,6,0.0,,,,,,,,,,,,,,,,,,,,
497,Vitor Mendes,V. Mendes,104401,Juventude,286,https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png,8,3.97,2.45,Vitor Mendes Alves,0.0,3,4.37,24,vitor-mendes,7,0.0,,3.0,1.0,,,18.0,7.0,,6.0,9.0,,1.0,,,,1.0,30.0,,,1.0
498,Reinaldo,Reinaldo,104420,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,0,0.0,3.49,Reinaldo Nascimento Satorno,0.0,5,3.0,24,reinaldo,6,0.0,,,,,,,,,,,,,,,,,,,,
499,Christian,Christian,104502,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png,6,1.82,2.61,Christian Roberto Alves Cardoso,0.0,4,3.75,24,christian,5,0.0,,3.0,,,,10.0,15.0,1.0,3.0,3.0,1.0,,,,2.0,,15.0,,,
500,Abner Vinícius,A. Vinícius,104513,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png,21,3.49,2.73,Abner Vinícius da Silva Santos,0.0,2,7.53,24,abner-vinicius,6,0.0,1.0,4.0,,,,38.0,17.0,2.0,,8.0,,1.0,,,1.0,,175.0,,,7.0
501,Camilo,Camilo,104519,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png,15,1.52,-0.05,Camilo Reijers de Oliveira,-0.4,4,3.24,24,camilo,7,-0.42,,2.0,,,,23.0,14.0,1.0,3.0,9.0,,,,,,,66.0,,,
502,Vinícius Zanocelo,V. Zanocelo,104521,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png,21,3.62,3.38,Vinícius Nelson de Souza Zanocelo,3.4,4,8.74,24,vinicius-zanocelo,7,-0.25,,6.0,,,,39.0,33.0,10.0,18.0,9.0,,3.0,,,2.0,2.0,75.0,,,
503,Tailson,Tailson,104578,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/87e7063476bfe46f178888a941e34cf6_FORMATO.png,0,0.0,3.49,Tailson Pinto Gonçalves,0.0,5,3.0,24,tailson,6,0.0,,,,,,,,,,,,,,,,,,,,
504,Sandry,Sandry,104580,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png,12,1.93,1.15,Sandry Roberto Santos Goes,0.0,4,2.93,24,sandry,6,0.0,1.0,,,,,17.0,5.0,,3.0,5.0,,,,,,1.0,47.0,,,
505,Fabrício,Fabrício,104588,Bragantino,280,https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png,0,0.0,0.99,Fabrício Oliveira de Souza,0.0,1,1.0,24,fabricio,6,0.0,,,,,,,,,,,,,,,,,,,,
506,Weverton,Weverton,104625,Internacional,285,https://s.glbimg.com/es/sde/f/2022/08/05/493b9f83c42d9d2242ddfa8ce518d07d_FORMATO.png,0,0.0,5.99,Weverton Guilherme da Silva Souza,0.0,2,5.0,24,weverton,6,0.0,,,,,,,,,,,,,,,,,,,,
507,Warley,Warley,104646,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/03/14/b7d98e233737934792b2f3eb22d9865e_FORMATO.png,5,2.36,5.35,Warley Leandro da Silva,6.2,2,4.69,24,warley,6,0.75,,,1.0,,,,2.0,,1.0,2.0,,,,,,,14.0,,,3.0
508,Vinícius Lopes,V. Lopes,104660,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/02/21/e057d0f0bf956c78607ac32d4d8597e4_FORMATO.png,16,3.43,1.69,Vinícius Lopes da Silva,0.0,5,4.63,24,vinicius-lopes,6,0.0,,3.0,,,,25.0,18.0,2.0,7.0,26.0,,2.0,,,3.0,,35.0,,,
509,Moisés,Moisés,104666,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/f14daa299b1fbfb010af7e0468342ccd_FORMATO.png,23,4.13,5.72,Moisés Vieira da Veiga,6.5,5,7.46,24,moises,7,-0.26,3.0,,,,,16.0,6.0,13.0,11.0,15.0,,5.0,,,5.0,,92.0,,,
510,Gabriel Silva,G. Silva,104681,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/03/29/208d9eaf6488734e37ec5ee3a9192684_FORMATO.png,0,0.0,2.24,Gabriel Santos Silva,0.0,5,2.0,24,gabriel-silva,6,0.0,,,,,,,,,,,,,,,,,,,,
511,Juan Vojvoda,J. Vojvoda,104754,Fortaleza,356,https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png,23,4.34,6.21,Juan Pablo Vojvoda Rizzo,6.97,6,9.07,24,juan-vojvoda,7,0.18,,,,,,,,,,,,,,,,,,,,
512,Adrián Martínez,A. Martínez,104778,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/04/13/99374bfd5efaa2edba1ce8eafae97d35_FORMATO.png,18,2.43,1.0,Adrián Emmanuel Martínez,0.9,5,4.18,24,adrian-martinez,7,0.12,,5.0,,,,7.0,14.0,6.0,7.0,7.0,,4.0,,,4.0,,33.0,,,
513,Igo,Igo,104991,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/02/21/d72272ecdc3d542846840940aa3130b1_FORMATO.png,0,0.0,0.99,Igo Gabriel Santos Pereira,0.0,1,1.0,24,igo,6,0.0,,,,,,,,,,,,,,,,,,,,
514,Raphael ,Raphael ,105003,Avaí,314,https://s.glbimg.com/es/sde/f/2022/08/16/354b858ff50b697342ada49b2c1cb405_FORMATO.png,0,0.0,2.24,Raphael Rodrigues Borges,0.0,3,2.0,24,raphael,6,0.0,,,,,,,,,,,,,,,,,,,,
515,Luis Henrique ,L. Henrique,105049,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/07/21/a116547e047af08cb27f933a861c2bba_FORMATO.png,6,0.13,0.26,Luis Henrique Tomaz de Lima,-0.2,5,3.57,24,luis-henrique,6,-0.32,,,,,,1.0,2.0,1.0,,1.0,,,,,,,15.0,,,
516,Fabrício,Fabrício,105171,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png,15,4.79,8.58,Fabrício Daniel de Souza,9.9,5,8.62,24,fabricio,7,0.75,3.0,1.0,,,,24.0,6.0,6.0,14.0,22.0,,1.0,,,,,65.0,,,
517,Khellven ,Khellven ,105175,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png,17,4.01,1.28,Khellven Douglas Silva Oliveira,0.0,2,5.05,24,khellven,6,0.0,2.0,1.0,,,,26.0,16.0,2.0,6.0,10.0,,1.0,,,,1.0,165.0,,,6.0
518,Gonzalo,Gonzalo,105200,Bragantino,280,https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png,0,0.0,2.24,Gonzalo Schnorr Fornari,0.0,5,2.0,24,gonzalo,6,0.0,,,,,,,,,,,,,,,,,,,,
519,Bento,Bento,105208,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png,22,4.64,4.02,Bento Matheus Krepski,0.0,1,8.38,24,bento,6,0.0,,2.0,,79.0,1.0,1.0,,,,,,,,23.0,,,,,,8.0
520,Ferraresi,Ferraresi,105300,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,2,5.9,4.47,Nahuel Adolfo Ferraresi Hernández,5.2,3,6.53,24,ferraresi,6,0.48,,,,,,9.0,1.0,,1.0,3.0,,,,,,,10.0,,,
521,Jan Hurtado,J. Hurtado,105301,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/1bdc33333f950ae556b0e097e5493b5c_FORMATO.png,11,1.34,1.13,Jan Carlos Hurtado Anchico,0.0,5,3.18,24,jan-hurtado,6,0.0,,,,,,4.0,22.0,4.0,6.0,5.0,2.0,,,,3.0,,13.0,,,
522,Geovane,Geovane,105336,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png,10,0.43,0.11,Geovane da Silva de Souza,0.0,4,0.85,24,geovane,6,0.0,,3.0,,,,6.0,10.0,,2.0,8.0,,,,,,,25.0,,,
523,Lucas Lima,L. Lima,105337,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png,6,0.43,0.92,Lucas Eduardo Lima da Silva,0.0,4,1.37,24,lucas-lima,6,0.0,,,,,,1.0,4.0,,3.0,2.0,,,,,,,8.0,,,
524,Trindade,Trindade,105433,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/07/27/9d5ef6f919571b69114a1355a02763c1_FORMATO.png,4,1.45,4.41,Jesús Emiliano Trindade Flores,0.0,4,3.94,24,trindade,6,0.0,,,,,,5.0,3.0,1.0,,2.0,,,,,,,15.0,,,
525,Luan Sales,L. Sales,105521,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/94a00a5bf603d071ddf3460b730e1daf_FORMATO.png,0,0.0,2.24,Luan Sales do Nascimento,0.0,2,2.0,24,luan-sales,6,0.0,,,,,,,,,,,,,,,,,,,,
526,Rikelme,Rikelme,105547,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png,0,0.0,0.99,Rikelme Hernandes Amorim Rocha,0.0,4,1.0,24,rikelme,6,0.0,,,,,,,,,,,,,,,,,,,,
527,Lucas Piton,L. Piton,105584,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/5e2400e83a9c023428b3f8687c5f4a48_FORMATO.png,19,4.76,5.15,Lucas Piton Crivellaro,5.2,2,14.21,24,lucas-piton,6,0.45,3.0,1.0,,,,38.0,26.0,1.0,1.0,7.0,,1.0,,,,,147.0,,,8.0
528,Roni,Roni,105585,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/9ac611db40c304ebc00cbde504907104_FORMATO.png,13,0.99,-1.31,Roni Medeiros de Moura,0.0,4,1.03,24,roni,2,0.0,1.0,3.0,1.0,,,12.0,9.0,2.0,2.0,4.0,1.0,,1.0,,,1.0,27.0,,,
529,Flávio,Flávio,105608,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png,2,1.55,1.63,Luiz Flávio Silvério Silva,0.0,4,1.72,24,flavio,6,0.0,,,,,,2.0,1.0,,1.0,1.0,,,,,,,3.0,,,
530,Miguel,Miguel,105612,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/3853dd9ef852c207b562c78641692c50_FORMATO.png,12,3.15,0.3,Miguel Silveira dos Santos,-0.2,4,6.13,24,miguel,6,-0.3,2.0,1.0,,,,11.0,5.0,2.0,1.0,12.0,1.0,1.0,,,,,41.0,,1.0,
531,Maurício,Maurício,105647,Internacional,285,https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png,19,2.37,2.31,Maurício Magalhães Prado,2.4,4,4.95,24,mauricio,7,-0.07,1.0,2.0,,,,11.0,7.0,5.0,10.0,12.0,1.0,2.0,,,,,80.0,,,
532,Nicolás Hernández,N. Hernández,105672,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png,14,2.99,4.16,Nicolás Hernández Rodríguez,4.7,3,4.77,24,nicolas-hernandez,3,-0.04,,3.0,,,,22.0,9.0,,,2.0,,,,,,,49.0,,,5.0
533,Rafael Navarro,R. Navarro,105770,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png,16,1.43,-0.01,Rafael Navarro Leal,0.0,5,3.77,24,rafael-navarro,6,0.0,,,,,,13.0,28.0,5.0,9.0,10.0,,,,,4.0,,22.0,,,
534,Luan,Luan,105807,Fluminense,266,https://s.glbimg.com/es/sde/f/2021/08/19/6754fbd8abbc942fd55c39ac7376295c_FORMATO.png,0,0.0,0.99,Luan de Freitas Molarinho Chagas,0.0,3,1.0,24,luan,6,0.0,,,,,,,,,,,,,,,,,,,,
535,Michel,Michel,105809,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/882b62da6ad161d5970a05b9e513c47c_FORMATO.png,0,0.0,2.24,Michel Custódio Gonçalves de Sousa,0.0,3,2.0,24,michel,6,0.0,,,,,,,,,,,,,,,,,,,,
536,Wesley,Wesley,105811,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png,17,2.58,0.37,Wesley Ribeiro Silva,0.1,5,4.55,24,wesley,6,-0.04,1.0,1.0,,,,13.0,7.0,6.0,10.0,17.0,,1.0,,,1.0,,55.0,,,
537,Belezi,Belezi,105844,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png,0,0.0,0.99,Lucas Belezi Barbosa,0.0,3,1.0,24,belezi,6,0.0,,,,,,,,,,,,,,,,,,,,
538,Matheus Araújo,M. Araújo,105845,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/1609ad4f570f05f5c824b78abbb3b610_FORMATO.png,0,0.0,0.99,Matheus de Araújo Andrade,0.0,4,1.0,24,matheus-araujo,6,0.0,,,,,,,,,,,,,,,,,,,,
539,Ivonei,Ivonei,105899,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,0,0.0,3.49,Ivonei Júnior da Silva Rabelo,0.0,4,3.0,24,ivonei,6,0.0,,,,,,,,,,,,,,,,,,,,
540,Edson Fernando,E. Fernando,105901,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/04/12/f57b8667fe8b6260cbb9d4e2f6de8814_FORMATO.png,14,1.41,0.42,Edson Fernando da Silva Gomes,0.3,4,2.52,24,edson-fernando,7,0.12,,3.0,,,,15.0,7.0,1.0,1.0,15.0,,,,,,,26.0,,,
541,Rômulo,Rômulo,105911,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/565242321c842a51857c34daf9c9bc81_FORMATO.png,4,2.1,1.95,Rômulo Zanre Zwarg,0.0,4,3.2,24,romulo,6,0.0,,1.0,,,,3.0,1.0,,,2.0,,1.0,,,,,29.0,,,
542,Marco Antônio,M. Antônio,105912,Goiás,290,https://s.glbimg.com/es/sde/f/2022/07/30/6a5f67ded7e6d2500315b6eaa2e2ce79_FORMATO.jpeg,0,0.0,2.24,Marco Antônio de Oliveira Coelho,0.0,4,2.0,24,marco-antonio,6,0.0,,,,,,,,,,,,,,,,,,,,
543,Merentiel,Merentiel,105934,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/05/18/bed453587c46cff98d1aabd2c607f70c_FORMATO.png,2,-0.35,1.34,Miguel Ángel Merentiel Serrano,0.0,5,3.55,24,merentiel,6,0.0,,,,,,,1.0,,,,,,,,,,4.0,,,
544,Lucas Ramos,L. Ramos,106000,Internacional,285,https://s.glbimg.com/es/sde/f/2022/04/02/85f44f491d376f1c2aab6b9f5e260fb4_FORMATO.png,2,-0.15,0.37,Lucas de Ramos Silveira,0.0,4,2.1,24,lucas-ramos,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
545,Johnny,Johnny,106002,Internacional,285,https://s.glbimg.com/es/sde/f/2021/05/02/e291215bc1ef22558f71ebdfc86fd7e6_FORMATO.png,14,5.17,18.26,João Lucas Souza Cardoso,22.1,4,7.82,24,johnny,7,2.46,2.0,2.0,,,,30.0,14.0,5.0,4.0,8.0,,3.0,,,,1.0,36.0,,,
546,Daniel de Pauli,D. Pauli,106076,Goiás,290,https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png,0,0.0,3.49,Daniel de Pauli Oliveira,0.0,4,3.0,24,daniel-de-pauli,6,0.0,,,,,,,,,,,,,,,,,,,,
547,Breno,Breno,106083,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png,0,0.0,4.74,Breno Washington Rodrigues da Silva,0.0,4,4.0,24,breno,5,0.0,,,,,,,,,,,,,,,,,,,,
548,Airton,Airton,106107,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png,21,3.1,0.01,Airton Moisés Santos Sousa,-0.5,5,5.15,24,airton,6,-1.12,3.0,1.0,,,,23.0,18.0,6.0,9.0,13.0,,2.0,,,,,81.0,,,
549,Welliton,Welliton,106108,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png,2,-0.2,0.98,Welliton Silva de Azevedo Matheus,0.0,5,1.24,24,welliton,6,0.0,,,,,,,,,,,,,,,,,4.0,,,
550,Alexandre Melo,A. Melo,106159,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2021/05/28/47904876bb82a940b74259ffd4608337_FORMATO.png,0,0.0,2.24,Alexandre Melo Ribeiro da Silva,0.0,2,2.0,24,alexandre-melo,6,0.0,,,,,,,,,,,,,,,,,,,,
551,Lucão,Lucão,106160,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/03/21/213b9e0fe37495f3ab21a390c7f4a175_FORMATO.png,1,3.0,2.76,Lucas Alexandre Galdino de Azevedo,0.0,1,2.76,24,lucao,6,0.0,,,,5.0,,,,,,,,,,2.0,,,,,,
552,Bruno Gomes,B. Gomes,106202,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/07/19/b98ee2a36838adc66259da5a94b21d2c_FORMATO.png,6,3.55,0.26,Bruno Gomes da Silva Clevelário,0.0,4,3.51,24,bruno-gomes,7,-0.54,,1.0,,,,14.0,10.0,,3.0,17.0,,,,,,,24.0,,,
553,Kawan,Kawan,106219,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,0,0.0,0.99,Kawan Gabriel da Silva,0.0,4,1.0,24,kawan,6,0.0,,,,,,,,,,,,,,,,,,,,
554,Realpe,Realpe,106299,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,4,1.33,2.2,Leonardo Javier Realpe Montaño,0.0,3,2.95,24,realpe,6,0.0,,2.0,,,,8.0,4.0,,1.0,1.0,,,,,,,24.0,,,
555,Caio Alexandre,C. Alexandre,106323,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/08/15/fcd828beb7b3640fb16b7e49b207e129_FORMATO.png,0,0.0,7.24,Caio Alexandre Souza e Silva,0.0,4,6.0,24,caio-alexandre,6,0.0,,,,,,,,,,,,,,,,,,,,
556,Capellari,Capellari,106540,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/87d740c03c7d93328314e0805a79be9f_FORMATO.png,0,0.0,0.99,Eduardo Fraga Capellari,0.0,1,1.0,24,capellari,6,0.0,,,,,,,,,,,,,,,,,,,,
557,Léo Pereira,L. Pereira,106681,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png,20,2.02,0.69,Leonardo Augusto dos Santos Pereira,0.0,5,5.53,24,leo-pereira,6,0.0,1.0,6.0,,,,22.0,24.0,5.0,5.0,18.0,1.0,1.0,,,2.0,,78.0,,,
558,Carlos Alberto,C. Alberto,106704,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/25/c051db5190893370b401c6f37c4c427d_FORMATO.png,6,1.22,1.22,Carlos Alberto Gomes da Silva Filho,0.0,5,1.75,24,carlos-alberto,6,0.0,,1.0,,,,2.0,1.0,4.0,3.0,1.0,,,,,,,15.0,,,
559,André Anderson,A. Anderson,106803,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,6,1.07,2.06,André Anderson Pomilio Lima,0.0,4,2.84,24,andre-anderson,6,0.0,,2.0,,,,5.0,6.0,2.0,1.0,4.0,,,,,,,20.0,,1.0,
560,Vinicius Machado,V. Machado,106819,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/141e34a4013c3361e1d6514578362558_FORMATO.png,2,5.5,3.4,Vinicius Réquia Machado,0.0,1,2.64,24,vinicius-machado,6,0.0,,,,7.0,,,,,,,,,,1.0,,,,,,1.0
561,Peglow,Peglow,106821,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/07/22/b018c9f7560b03c3dfa3531ac3892a83_FORMATO.png,5,2.68,2.35,João Gabriel Martins Peglow,2.6,5,5.0,24,peglow,6,0.14,1.0,1.0,,,,4.0,2.0,1.0,1.0,4.0,1.0,,,,1.0,,17.0,,,
562,Rodrigo Nestor,R. Nestor,106822,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,18,4.06,1.52,Rodrigo Nestor Bertalia,1.0,4,7.2,24,rodrigo-nestor,7,-2.24,1.0,3.0,,,,28.0,25.0,8.0,17.0,12.0,1.0,3.0,,,1.0,,110.0,,,
563,Lucas Fasson,L. Fasson,106823,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2021/08/16/b28f3118f886b751eccec717db71b3ab_FORMATO.png,1,-0.9,1.54,Lucas Fasson dos Santos,0.0,3,1.86,24,lucas-fasson,6,0.0,,,,,,,,,,,,,,,,,9.0,,,
564,Welington ,Welington ,106824,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,20,3.76,4.53,Welington Damascena Santos,4.8,2,9.87,24,welington,7,0.47,4.0,1.0,,,,27.0,12.0,6.0,4.0,16.0,1.0,,,,,,141.0,,,4.0
565,Patryck,Patryck,106829,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,1,0.7,1.88,Patryck Lanza dos Reis,0.0,2,1.78,24,patryck,6,0.0,,,,,,1.0,,,,,,,,,,,5.0,,,
