,atletas.apelido,atletas.apelido_abreviado,atletas.slug,atletas.jogos_num,atletas.posicao_id,atletas.preco_num,atletas.clube_id,atletas.foto,atletas.status_id,atletas.nome,atletas.media_num,atletas.variacao_num,atletas.rodada_id,atletas.atleta_id,atletas.clube.id.full.name,atletas.pontos_num,atletas.minimo_para_valorizar,CA,DS,FC,PI,SG,CV,FF,FS,G,I,A,FD,PC,FT,PS,DE,GS,GC,PP,DP
476,Carlos Miguel,C. Miguel,carlos-miguel,2,1,1.31,264,https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png,6,Carlos Miguel dos Santos Pereira,3.0,0.0,38,104084,Corinthians,0.0,1.75,,,,,,,,,,,,,,,,8.0,2.0,,,
477,Roberto,Roberto,roberto,0,3,3.0,285,https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png,6,Roberto Pinheiro da Rosa,0.0,0.0,38,104086,Internacional,0.0,2.34,,,,,,,,,,,,,,,,,,,,
478,Vitor Hugo,V. Hugo,vitor-hugo,0,2,1.0,327,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png,6,Vitor Hugo de Andrade Oliveira,0.0,0.0,38,104095,América-MG,0.0,0.8,,,,,,,,,,,,,,,,,,,,
479,William,William,william,0,1,2.0,286,https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png,6,William Arthur Assmann,0.0,0.0,38,104096,Juventude,0.0,1.57,,,,,,,,,,,,,,,,,,,,
480,Cléber,Cléber,cleber,19,5,4.58,354,https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png,7,Cléber Bomfim de Jesus,2.53,1.42,38,104125,Ceará,8.3,-0.01,3.0,17.0,29.0,56.0,,,11.0,6.0,3.0,5.0,,8.0,,,,,,,,
481,Ruan,Ruan,ruan,0,4,2.0,264,https://s.glbimg.com/es/sde/f/2022/04/27/9feb1a957a8cefce9300a34e82a63694_FORMATO.png,6,Ruan de Oliveira Ferreira,0.0,0.0,38,104153,Corinthians,0.0,1.57,,,,,,,,,,,,,,,,,,,,
482,Douglas Silva,D. Silva,douglas-silva,2,2,2.51,290,https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png,6,Douglas da Silva Santos,2.2,-0.22,38,104219,Goiás,1.6,2.61,,3.0,,2.0,,,,2.0,,,,,,,,,,,,
483,João Lucas,J. Lucas,joao-lucas,30,2,6.57,1371,https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png,6,João Lucas de Almeida Carvalho,2.97,0.0,38,104257,Cuiabá,0.0,2.78,6.0,66.0,35.0,317.0,8.0,1.0,6.0,27.0,,2.0,,4.0,2.0,,,,,,,
484,Calegari,Calegari,calegari,10,2,9.54,266,https://s.glbimg.com/es/sde/f/2022/04/20/af7df060c7d357b2bbd0f6602c974e33_FORMATO.png,5,Lucas Felipe Calegari,4.18,0.0,38,104276,Fluminense,0.0,10.6,1.0,12.0,6.0,49.0,4.0,,2.0,17.0,,,1.0,,,,,,,,,
485,João,João,joao,0,1,1.0,314,https://s.glbimg.com/es/sde/f/2022/02/21/5463b4c0702bbf5996492a5857a5c61f_FORMATO.png,6,João Vitor de Oliveira,0.0,0.0,38,104329,Avaí,0.0,0.8,,,,,,,,,,,,,,,,,,,,
486,Matheus Mendes,M. Mendes,matheus-mendes,0,1,2.0,282,https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png,6,Matheus Mendes Werneck de Oliveira,0.0,0.0,38,104383,Atlético-MG,0.0,1.57,,,,,,,,,,,,,,,,,,,,
487,Igor Gomes,I. Gomes,igor-gomes,3,3,3.28,285,https://s.glbimg.com/es/sde/f/2022/08/06/78873a934a135e9d8c083e6a053a7aee_FORMATO.png,6,Igor Gomes Silva,3.47,0.61,38,104385,Internacional,5.0,1.25,,1.0,,8.0,2.0,,,2.0,,,,,1.0,,,,,,,
488,Vitor Mendes,V. Mendes,vitor-mendes,19,3,3.35,286,https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png,7,Vitor Mendes Alves,1.85,-0.22,38,104401,Juventude,-2.3,-0.6,8.0,27.0,15.0,80.0,1.0,1.0,8.0,15.0,1.0,,,3.0,1.0,,,,,1.0,,
489,Guilherme Santos,G. Santos,guilherme-santos,1,5,0.78,280,https://s.sde.globo.com/media/person_role/2022/09/27/photo_220x220_BdX1GzJ.png,6,Guilherme Santos da Silva,0.4,0.03,38,104414,Bragantino,0.8,0.2,,1.0,1.0,5.0,,,,,,,,,,,,,,,,
490,Reinaldo,Reinaldo,reinaldo,0,5,3.0,293,https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,6,Reinaldo Nascimento Satorno,0.0,0.0,38,104420,Athlético-PR,0.0,2.34,,,,,,,,,,,,,,,,,,,,
491,Christian,Christian,christian,9,4,3.15,293,https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png,6,Christian Roberto Alves Cardoso,1.63,0.0,38,104502,Athlético-PR,0.0,-0.02,3.0,10.0,17.0,18.0,,,4.0,6.0,,2.0,,3.0,,1.0,,,,,,
492,Abner Vinícius,A. Vinícius,abner-vinicius,28,2,8.05,293,https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png,7,Abner Vinícius da Silva Santos,3.39,1.42,38,104513,Athlético-PR,7.8,-0.18,6.0,45.0,26.0,220.0,9.0,,2.0,10.0,1.0,1.0,3.0,2.0,,,,,,,,
493,Camilo,Camilo,camilo,23,4,3.77,1371,https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png,7,Camilo Reijers de Oliveira,1.53,0.47,38,104519,Cuiabá,3.4,0.87,3.0,35.0,20.0,100.0,,,6.0,11.0,,,,2.0,,,,,,,,
494,Vinícius Zanocelo,V. Zanocelo,vinicius-zanocelo,27,4,7.64,277,https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png,6,Vinícius Nelson de Souza Zanocelo,3.04,0.0,38,104521,Santos,0.0,0.56,9.0,45.0,43.0,107.0,,,21.0,12.0,3.0,2.0,,11.0,2.0,1.0,,,,,,
495,Tailson,Tailson,tailson,3,5,2.04,277,https://s.glbimg.com/es/sde/f/2022/03/03/87e7063476bfe46f178888a941e34cf6_FORMATO.png,6,Tailson Pinto Gonçalves,-0.13,0.05,38,104578,Santos,0.0,-0.03,,,,4.0,,,,,,,,,,,,,,,,
496,Sandry,Sandry,sandry,22,4,3.36,277,https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png,7,Sandry Roberto Santos Goes,1.51,0.28,38,104580,Santos,4.6,3.03,2.0,27.0,13.0,70.0,,,4.0,8.0,,,1.0,2.0,1.0,,,,,,,
497,Fabrício,Fabrício,fabricio,0,1,1.0,280,https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png,6,Fabrício Oliveira de Souza,0.0,0.0,38,104588,Bragantino,0.0,0.8,,,,,,,,,,,,,,,,,,,,
498,Weverton,Weverton,weverton,1,2,3.98,285,https://s.glbimg.com/es/sde/f/2022/08/05/493b9f83c42d9d2242ddfa8ce518d07d_FORMATO.png,6,Weverton Guilherme da Silva Souza,1.3,0.0,38,104625,Internacional,0.0,1.56,,1.0,,4.0,,,,1.0,,,,,,,,,,,,
499,Warley,Warley,warley,14,2,4.04,294,https://s.glbimg.com/es/sde/f/2022/03/14/b7d98e233737934792b2f3eb22d9865e_FORMATO.png,6,Warley Leandro da Silva,2.12,0.0,38,104646,Coritiba,0.0,1.7,1.0,7.0,10.0,48.0,5.0,2.0,5.0,9.0,,,,2.0,,,,,,,,
500,Moisés,Moisés,moises,36,5,7.67,356,https://s.sde.globo.com/media/person_role/2022/05/12/f14daa299b1fbfb010af7e0468342ccd_FORMATO.png,6,Moisés Vieira da Veiga,3.49,1.14,38,104666,Fortaleza,8.0,1.76,,25.0,10.0,128.0,,,16.0,20.0,7.0,5.0,3.0,15.0,,,,,,,,
501,Gabriel Silva,G. Silva,gabriel-silva,0,5,2.0,356,https://s.glbimg.com/es/sde/f/2022/03/29/208d9eaf6488734e37ec5ee3a9192684_FORMATO.png,6,Gabriel Santos Silva,0.0,0.0,38,104681,Fortaleza,0.0,1.57,,,,,,,,,,,,,,,,,,,,
502,Juan Vojvoda,J. Vojvoda,juan-vojvoda,37,6,9.7,356,https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png,7,Juan Pablo Vojvoda Rizzo,4.52,-0.38,38,104754,Fortaleza,7.31,10.02,,,,,,,,,,,,,,,,,,,,
503,Adrián Martínez,A. Martínez,adrian-martinez,21,5,4.27,294,https://s.glbimg.com/es/sde/f/2022/04/13/99374bfd5efaa2edba1ce8eafae97d35_FORMATO.png,6,Adrián Emmanuel Martínez,2.42,0.0,38,104778,Coritiba,0.0,2.09,6.0,11.0,19.0,36.0,,,13.0,8.0,4.0,5.0,,6.0,,,,,,,,
504,Igo,Igo,igo,0,1,1.0,263,https://s.glbimg.com/es/sde/f/2022/02/21/d72272ecdc3d542846840940aa3130b1_FORMATO.png,6,Igo Gabriel Santos Pereira,0.0,0.0,38,104991,Botafogo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
505,Raphael,Raphael,raphael,3,3,1.38,314,https://s.sde.globo.com/media/person_role/2022/08/16/354b858ff50b697342ada49b2c1cb405_FORMATO.png,6,Raphael Rodrigues Borges,0.0,0.0,38,105003,Avaí,0.0,0.23,,,,5.0,,,,1.0,,,,,,,,,,,,
506,Luis Henrique,L. Henrique,luis-henrique,10,5,2.72,263,https://s.sde.globo.com/media/person_role/2022/07/21/a116547e047af08cb27f933a861c2bba_FORMATO.png,6,Luis Henrique Tomaz de Lima,-0.06,-0.09,38,105049,Botafogo,-0.4,-0.27,1.0,1.0,4.0,20.0,,,,3.0,,2.0,,1.0,,,,,,,,
507,Fabrício,Fabrício,fabricio,26,5,7.95,294,https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png,7,Fabrício Daniel de Souza,4.36,0.54,38,105171,Coritiba,3.7,1.05,3.0,37.0,16.0,115.0,,,17.0,40.0,3.0,1.0,4.0,9.0,,,,,,,,
508,Khellven,Khellven,khellven,28,2,6.01,293,https://s.sde.globo.com/media/person_role/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png,7,Khellven Douglas Silva Oliveira,3.5,1.06,38,105175,Athlético-PR,6.1,0.2,1.0,47.0,33.0,302.0,8.0,,9.0,21.0,1.0,,2.0,4.0,1.0,1.0,,,,,,
509,Gonzalo,Gonzalo,gonzalo,0,5,2.0,280,https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png,6,Gonzalo Schnorr Fornari,0.0,0.0,38,105200,Bragantino,0.0,1.57,,,,,,,,,,,,,,,,,,,,
510,Bento,Bento,bento,33,1,9.13,293,https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png,7,Bento Matheus Krepski,4.07,0.56,38,105208,Athlético-PR,9.0,6.17,3.0,1.0,,,11.0,,,3.0,,,,,,,,111.0,38.0,,,1.0
511,Ferraresi,Ferraresi,ferraresi,8,3,6.37,276,https://s.glbimg.com/es/sde/f/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,7,Nahuel Adolfo Ferraresi Hernández,3.76,0.2,38,105300,São Paulo,6.9,6.01,1.0,20.0,8.0,30.0,2.0,1.0,1.0,9.0,,,,1.0,1.0,,,,,,,
512,Jan Hurtado,J. Hurtado,jan-hurtado,12,5,2.84,280,https://s.glbimg.com/es/sde/f/2022/05/05/1bdc33333f950ae556b0e097e5493b5c_FORMATO.png,5,Jan Carlos Hurtado Anchico,1.2,0.0,38,105301,Bragantino,0.0,0.26,,4.0,23.0,13.0,,,6.0,5.0,,3.0,,4.0,,2.0,,,,,,
513,Geovane,Geovane,geovane,16,4,1.14,354,https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png,7,Geovane da Silva de Souza,0.64,0.1,38,105336,Ceará,1.8,1.0,4.0,12.0,18.0,37.0,,,3.0,13.0,,,,,,,,,,,,
514,Lucas Lima,L. Lima,lucas-lima,7,4,1.33,373,https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png,6,Lucas Eduardo Lima da Silva,0.53,0.0,38,105337,Atlético-GO,0.0,1.07,,2.0,4.0,9.0,,,3.0,2.0,,,,,,,,,,,,
515,Trindade,Trindade,trindade,16,4,4.15,294,https://s.glbimg.com/es/sde/f/2022/07/27/9d5ef6f919571b69114a1355a02763c1_FORMATO.png,7,Jesús Emiliano Trindade Flores,2.2,-0.27,38,105433,Coritiba,1.7,3.51,3.0,30.0,12.0,98.0,,,3.0,6.0,,,1.0,4.0,,,,,,,,
516,Luan Sales,L. Sales,luan-sales,0,2,2.0,373,https://s.glbimg.com/es/sde/f/2022/03/03/94a00a5bf603d071ddf3460b730e1daf_FORMATO.png,6,Luan Sales do Nascimento,0.0,0.0,38,105521,Atlético-GO,0.0,1.57,,,,,,,,,,,,,,,,,,,,
517,Rikelme,Rikelme,rikelme,1,4,1.13,1371,https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png,6,Rikelme Hernandes Amorim Rocha,2.2,0.0,38,105547,Cuiabá,0.0,1.95,,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,
518,Lucas Piton,L. Piton,lucas-piton,26,2,14.12,264,https://s.glbimg.com/es/sde/f/2022/04/27/5e2400e83a9c023428b3f8687c5f4a48_FORMATO.png,6,Lucas Piton Crivellaro,4.71,0.0,38,105584,Corinthians,0.0,7.46,1.0,58.0,36.0,201.0,11.0,,1.0,10.0,1.0,1.0,3.0,1.0,,,,,,,,
519,Roni,Roni,roni,19,4,1.63,264,https://s.glbimg.com/es/sde/f/2022/04/27/9ac611db40c304ebc00cbde504907104_FORMATO.png,6,Roni Medeiros de Moura,1.22,0.0,38,105585,Corinthians,0.0,1.22,5.0,23.0,14.0,40.0,,1.0,3.0,6.0,,,1.0,2.0,1.0,1.0,,,,1.0,,
520,Flávio,Flávio,flavio,2,4,1.72,327,https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png,6,Luiz Flávio Silvério Silva,1.55,0.0,38,105608,América-MG,0.0,1.84,,2.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,
521,Miguel,Miguel,miguel,16,4,5.69,280,https://s.glbimg.com/es/sde/f/2022/05/05/3853dd9ef852c207b562c78641692c50_FORMATO.png,6,Miguel Silveira dos Santos,2.43,0.0,38,105612,Bragantino,0.0,1.51,1.0,12.0,7.0,55.0,,,1.0,13.0,1.0,,2.0,3.0,,1.0,1.0,,,,,
522,Maurício,Maurício,mauricio,30,4,7.7,285,https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png,7,Maurício Magalhães Prado,3.45,1.07,38,105647,Internacional,15.1,8.18,2.0,17.0,7.0,137.0,,,11.0,28.0,5.0,3.0,5.0,6.0,,2.0,,,,,,
523,Nicolás Hernández,N. Hernández,nicolas-hernandez,19,3,4.09,293,https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png,6,Nicolás Hernández Rodríguez,3.09,0.0,38,105672,Athlético-PR,0.0,0.19,3.0,37.0,18.0,68.0,6.0,,,5.0,,,,,,,,,,1.0,,
524,Rafael Navarro,R. Navarro,rafael-navarro,22,5,3.79,275,https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png,6,Rafael Navarro Leal,1.54,-0.64,38,105770,Palmeiras,1.1,4.56,,21.0,35.0,32.0,,,12.0,12.0,,6.0,,6.0,,,,,,,,
525,Luan,Luan,luan,0,3,1.0,266,https://s.glbimg.com/es/sde/f/2021/08/19/6754fbd8abbc942fd55c39ac7376295c_FORMATO.png,5,Luan de Freitas Molarinho Chagas,0.0,0.0,38,105807,Fluminense,0.0,0.8,,,,,,,,,,,,,,,,,,,,
526,Michel,Michel,michel,0,3,2.0,373,https://s.glbimg.com/es/sde/f/2022/03/03/882b62da6ad161d5970a05b9e513c47c_FORMATO.png,6,Michel Custódio Gonçalves de Sousa,0.0,0.0,38,105809,Atlético-GO,0.0,1.57,,,,,,,,,,,,,,,,,,,,
527,Wesley,Wesley,wesley,19,5,4.3,275,https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png,6,Wesley Ribeiro Silva,2.33,0.0,38,105811,Palmeiras,0.0,0.91,2.0,14.0,8.0,65.0,,,10.0,20.0,1.0,1.0,1.0,6.0,,,,,,,,
528,Belezi,Belezi,belezi,0,3,1.0,264,https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png,6,Lucas Belezi Barbosa,0.0,0.0,38,105844,Corinthians,0.0,0.8,,,,,,,,,,,,,,,,,,,,
529,Matheus Araújo,M. Araújo,matheus-araujo,0,4,1.0,264,https://s.glbimg.com/es/sde/f/2022/04/27/1609ad4f570f05f5c824b78abbb3b610_FORMATO.png,6,Matheus de Araújo Andrade,0.0,0.0,38,105845,Corinthians,0.0,0.8,,,,,,,,,,,,,,,,,,,,
530,Ivonei,Ivonei,ivonei,0,4,3.0,277,https://s.glbimg.com/es/sde/f/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,6,Ivonei Júnior da Silva Rabelo,0.0,0.0,38,105899,Santos,0.0,2.34,,,,,,,,,,,,,,,,,,,,
531,Edson Fernando,E. Fernando,edson-fernando,25,4,2.25,373,https://s.glbimg.com/es/sde/f/2022/04/12/f57b8667fe8b6260cbb9d4e2f6de8814_FORMATO.png,6,Edson Fernando da Silva Gomes,1.15,-0.15,38,105901,Atlético-GO,-1.0,0.13,8.0,28.0,19.0,57.0,,,2.0,23.0,,,,1.0,,,,,,,,
532,Rômulo,Rômulo,romulo,4,4,3.2,286,https://s.glbimg.com/es/sde/f/2022/03/03/565242321c842a51857c34daf9c9bc81_FORMATO.png,6,Rômulo Zanre Zwarg,2.1,0.0,38,105911,Juventude,0.0,1.63,1.0,3.0,1.0,29.0,,,,2.0,1.0,,,,,,,,,,,
533,Marco Antônio,M. Antônio,marco-antonio,0,4,2.0,290,https://s.glbimg.com/es/sde/f/2022/07/30/6a5f67ded7e6d2500315b6eaa2e2ce79_FORMATO.jpeg,6,Marco Antônio de Oliveira Coelho,0.0,0.0,38,105912,Goiás,0.0,1.57,,,,,,,,,,,,,,,,,,,,
534,Merentiel,Merentiel,merentiel,9,5,3.68,275,https://s.glbimg.com/es/sde/f/2022/05/18/bed453587c46cff98d1aabd2c607f70c_FORMATO.png,6,Miguel Ángel Merentiel Serrano,1.87,0.0,38,105934,Palmeiras,0.0,0.56,,,2.0,9.0,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,
535,Lucas Ramos,L. Ramos,lucas-ramos,9,4,1.97,285,https://s.glbimg.com/es/sde/f/2022/04/02/85f44f491d376f1c2aab6b9f5e260fb4_FORMATO.png,6,Lucas de Ramos Silveira,0.55,-0.11,38,106000,Internacional,0.2,0.76,1.0,2.0,1.0,2.0,,,1.0,4.0,,,,1.0,,,,,,,,
536,Johnny,Johnny,johnny,22,4,5.63,285,https://s.sde.globo.com/media/person_role/2022/04/02/666f4ca3cd28eb08033d6014fd0d3d85_FORMATO.png,6,João Lucas Souza Cardoso,4.39,0.0,38,106002,Internacional,0.0,5.46,5.0,49.0,27.0,59.0,,,10.0,17.0,3.0,1.0,2.0,6.0,1.0,,,,,,,
537,Daniel de Pauli,D. Pauli,daniel-de-pauli,0,4,3.0,290,https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png,6,Daniel de Pauli Oliveira,0.0,0.0,38,106076,Goiás,0.0,2.34,,,,,,,,,,,,,,,,,,,,
538,Breno,Breno,breno,0,4,4.0,263,https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png,6,Breno Washington Rodrigues da Silva,0.0,0.0,38,106083,Botafogo,0.0,3.11,,,,,,,,,,,,,,,,,,,,
539,Airton,Airton,airton,33,5,5.08,373,https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png,6,Airton Moisés Santos Sousa,2.63,-0.32,38,106107,Atlético-GO,-0.5,1.82,3.0,32.0,32.0,137.0,,1.0,14.0,24.0,2.0,,5.0,11.0,,,,,,,,
540,Welliton,Welliton,welliton,5,5,1.12,280,https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png,6,Welliton Silva de Azevedo Matheus,0.72,0.0,38,106108,Bragantino,0.0,0.83,,3.0,,10.0,,,,2.0,,,,,,,,,,,,
541,Alexandre Melo,A. Melo,alexandre-melo,0,2,2.0,1371,https://s.glbimg.com/es/sde/f/2021/05/28/47904876bb82a940b74259ffd4608337_FORMATO.png,6,Alexandre Melo Ribeiro da Silva,0.0,0.0,38,106159,Cuiabá,0.0,1.57,,,,,,,,,,,,,,,,,,,,
542,Lucão,Lucão,lucao,1,1,2.76,280,https://s.glbimg.com/es/sde/f/2022/03/21/213b9e0fe37495f3ab21a390c7f4a175_FORMATO.png,6,Lucas Alexandre Galdino de Azevedo,3.0,0.0,38,106160,Bragantino,0.0,2.95,,,,,,,,,,,,,,,,5.0,2.0,,,
543,Bruno Gomes,B. Gomes,bruno-gomes,17,4,4.58,294,https://s.glbimg.com/es/sde/f/2022/07/19/b98ee2a36838adc66259da5a94b21d2c_FORMATO.png,3,Bruno Gomes da Silva Clevelário,4.24,0.0,38,106202,Coritiba,0.0,2.28,2.0,38.0,25.0,85.0,,,13.0,45.0,1.0,,,3.0,,,,,,,,
544,Kawan,Kawan,kawan,0,4,1.0,293,https://s.glbimg.com/es/sde/f/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,5,Kawan Gabriel da Silva,0.0,0.0,38,106219,Athlético-PR,0.0,0.8,,,,,,,,,,,,,,,,,,,,
545,Realpe,Realpe,realpe,8,3,2.62,280,https://s.glbimg.com/es/sde/f/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,6,Leonardo Javier Realpe Montaño,0.94,0.0,38,106299,Bragantino,0.0,2.28,3.0,12.0,7.0,36.0,,,1.0,2.0,,,,,,,,,,,,
546,Caio Alexandre,C. Alexandre,caio-alexandre,12,4,6.37,356,https://s.sde.globo.com/media/person_role/2022/09/22/photo_FORMATO_V96pF1l.png,7,Caio Alexandre Souza e Silva,3.19,0.7,38,106323,Fortaleza,4.3,0.71,1.0,34.0,24.0,68.0,,1.0,2.0,12.0,1.0,,,,,,,,,,,
547,Capellari,Capellari,capellari,0,1,1.0,1371,https://s.glbimg.com/es/sde/f/2022/02/23/87d740c03c7d93328314e0805a79be9f_FORMATO.png,6,Eduardo Fraga Capellari,0.0,0.0,38,106540,Cuiabá,0.0,0.8,,,,,,,,,,,,,,,,,,,,
548,Léo Pereira,L. Pereira,leo-pereira,30,5,5.15,373,https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png,6,Leonardo Augusto dos Santos Pereira,1.49,0.0,38,106681,Atlético-GO,0.0,0.78,9.0,30.0,38.0,104.0,,,8.0,23.0,1.0,4.0,1.0,5.0,,1.0,,,,,,
549,Carlos Alberto,C. Alberto,carlos-alberto,6,5,1.75,327,https://s.glbimg.com/es/sde/f/2022/02/25/c051db5190893370b401c6f37c4c427d_FORMATO.png,5,Carlos Alberto Gomes da Silva Filho,1.22,0.0,38,106704,América-MG,0.0,1.45,1.0,2.0,1.0,15.0,,,3.0,1.0,,,,4.0,,,,,,,,
550,André Anderson,A. Anderson,andre-anderson,8,4,2.49,276,https://s.glbimg.com/es/sde/f/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,3,André Anderson Pomilio Lima,0.92,0.0,38,106803,São Paulo,0.0,1.09,2.0,6.0,8.0,22.0,,,1.0,5.0,,,,2.0,,,1.0,,,,,
551,Vinicius Machado,V. Machado,vinicius-machado,2,1,2.64,354,https://s.glbimg.com/es/sde/f/2022/02/22/141e34a4013c3361e1d6514578362558_FORMATO.png,6,Vinicius Réquia Machado,5.5,0.0,38,106819,Ceará,0.0,3.53,,,,,1.0,,,,,,,,,,,7.0,1.0,,,
552,Peglow,Peglow,peglow,6,5,4.83,373,https://s.glbimg.com/es/sde/f/2022/07/22/b018c9f7560b03c3dfa3531ac3892a83_FORMATO.png,6,João Gabriel Martins Peglow,2.52,0.0,38,106821,Atlético-GO,0.0,3.54,1.0,5.0,3.0,22.0,,,2.0,5.0,,1.0,1.0,1.0,,1.0,,,,,,
553,Rodrigo Nestor,R. Nestor,rodrigo-nestor,26,4,7.02,276,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,7,Rodrigo Nestor Bertalia,3.46,-0.48,38,106822,São Paulo,2.2,4.8,5.0,41.0,35.0,161.0,,,26.0,15.0,3.0,1.0,1.0,10.0,,1.0,,,,,,
554,Lucas Fasson,L. Fasson,lucas-fasson,1,3,1.86,293,https://s.glbimg.com/es/sde/f/2021/08/16/b28f3118f886b751eccec717db71b3ab_FORMATO.png,6,Lucas Fasson dos Santos,-0.9,0.0,38,106823,Athlético-PR,0.0,0.6,,,,9.0,,,,,,,,,,,,,,,,
555,Welington,Welington,welington,30,2,9.76,276,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,7,Welington Damascena Santos,3.66,-0.14,38,106824,São Paulo,5.3,5.78,2.0,42.0,18.0,200.0,7.0,1.0,5.0,31.0,,1.0,5.0,6.0,,1.0,,,,,,
556,Patryck,Patryck,patryck,1,2,1.78,276,https://s.glbimg.com/es/sde/f/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,6,Patryck Lanza dos Reis,0.7,0.0,38,106829,São Paulo,0.0,1.57,,1.0,,5.0,,,,,,,,,,,,,,,,
557,Talles,Talles,talles,11,4,5.05,276,https://s.glbimg.com/es/sde/f/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,6,Talles Macedo Toledo Costa,3.82,1.11,38,106830,São Paulo,10.0,3.12,1.0,17.0,6.0,27.0,,,1.0,14.0,,,3.0,1.0,,1.0,,,,,,
558,Juan,Juan,juan,2,5,2.05,276,https://s.glbimg.com/es/sde/f/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,6,Juan Santos da Silva,4.95,0.86,38,106831,São Paulo,7.4,2.15,,2.0,2.0,1.0,,,,1.0,1.0,3.0,,,,,,,,,,
