"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","DD","DP","GS","SG","CA","FT","G","I","A","CV","PP","GC"
"639","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,5,266,"gol","Nulo",0,2.55,0,-0.48,"Fluminense",NA,NA,NA,NA,3,NA,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2018/09/27/8b63cdcb68dc035fb9be678fc9c4b4e7_FORMATO.png",99881,5,267,"zag","Dúvida",10.8,8.56,2.58,4.06,"Vasco",4,NA,2,3,16,12,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"641","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,5,284,"gol","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2019/03/21/153f5cacc7a34ba4806328a24f5a1750_FORMATO.png",38632,5,266,"zag","Provável",2.4,5.86,0.06,3.66,"Fluminense",7,4,3,1,3,6,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"643","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,5,284,"zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2019/03/21/d608f479e030bba9eaacc9453619b564_FORMATO.png",61985,5,266,"mei","Nulo",0,4.49,0,0.77,"Fluminense",1,NA,NA,3,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"645","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,5,266,"zag","Contundido",0,7,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/03/31/d5e12d0aeac958061862829b9b8a6b61_FORMATO.png",72391,5,266,"tec","Provável",6.39,6.59,1.32,3.24,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2019/03/29/54f523632cff7c65b72a884c01685b2e_FORMATO.png",91626,5,265,"lat","Nulo",0,4.86,0,4.35,"Bahia",3,NA,NA,NA,1,5,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"648","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,5,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,5,266,"ata","Suspenso",8.7,7.06,2.31,4.28,"Fluminense",9,4,6,7,14,5,NA,NA,NA,NA,3,NA,2,3,1,NA,1,NA
"650","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2019/03/22/4f209e6f74df9776da75f4a35ed2b28f_FORMATO.png",101073,5,263,"zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/03/21/555c62e4a3cee5e6cbe3931eb000ac6f_FORMATO.png",68698,5,266,"mei","Contundido",0,9.58,0,5.33,"Fluminense",4,1,2,7,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2018/10/10/c1027d589069c95376f433aa4ccfbe1a_FORMATO.png",81951,5,266,"lat","Nulo",1.5,3.15,-0.21,2.5,"Fluminense",NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Matheus de Barros da Silva","matheus-silva","Matheus Silva","https://s.glbimg.com/es/sde/f/2019/03/29/d3524f5f0d162ddeaf053afbf4fcff29_FORMATO.png",101035,5,265,"lat","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2019/04/26/f7f5e18054dd2e487e3f2851ce8e28b7_FORMATO.png",78445,5,262,"lat","Provável",3.9,5.9,-0.12,1.13,"Flamengo",2,1,NA,2,6,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"655","Fernando Medeiros da Silva","fernando-medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png",92841,5,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2019/04/26/7bdeffe6895011f6895be4a6de311fbe_FORMATO.png",38509,5,262,"gol","Provável",-4,2.55,-1.41,-1.5,"Flamengo",NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,5,266,"mei","Provável",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2019/03/31/828e2021812c049027270d8bec818205_FORMATO.png",91708,5,266,"zag","Provável",9.7,3.05,2.32,1.64,"Fluminense",5,1,NA,4,5,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"659","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png",94980,5,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/03/21/a5343d1cb58ce6999a4b7c00ec34ac1f_FORMATO.png",93791,5,266,"mei","Provável",5.3,4.81,1.13,2.23,"Fluminense",4,2,1,5,5,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"661","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,5,266,"lat","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,5,266,"ata","Nulo",0,10.63,0,4.93,"Fluminense",2,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"663","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2019/03/31/c0546b8f7369bd0b592729269c138b03_FORMATO.png",95820,5,266,"zag","Contundido",0,6,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2019/03/31/cbe0d021382b1f6ac6db1fdd5f232dbc_FORMATO.png",96652,5,266,"mei","Suspenso",1.1,2.68,-0.02,0.86,"Fluminense",12,3,3,5,19,9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"665","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png",95464,5,265,"mei","Provável",8.7,12.55,1.54,4.52,"Bahia",22,NA,2,3,10,25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"666","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2019/02/27/2eea5f20d7ca9c06beaf3b3e9c4f133c_FORMATO.png",95799,5,265,"ata","Provável",3.6,10.38,0.64,4.64,"Bahia",6,4,3,4,20,5,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"667","Jony Alexander González Copete","yony-gonzalez","Yony González","https://s.glbimg.com/es/sde/f/2019/02/04/afa77024bd6f197dd7f02d24bb8ea775_FORMATO.png",97080,5,266,"ata","Provável",5.1,11.81,0.89,5.92,"Fluminense",3,NA,8,7,6,5,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"668","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png",94981,5,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2019/03/28/1f6770e6c240b90a3423b20187192bc6_FORMATO.png",85930,5,315,"ata","Nulo",0,2.34,0,-0.2,"Chapecoense",NA,1,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"670","Matheus Mascarenhas dos Santos Raimundo","mascarenhas","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,5,266,"lat","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/09/20/f970b4dfcb039c351e6e0f6bd9a64edb_FORMATO.png",101601,5,266,"mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Luís Fernando Santos da Conceição","luis-fernando","Luís Fernando","https://s.glbimg.com/es/sde/f/2019/03/29/b8658c291123b2f260eb6762a0311864_FORMATO.png",94971,5,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/03/29/bb54c58fde4944da79ee5a0a033c3477_FORMATO.png",94975,5,265,"mei","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2019/02/04/27862dc150d6c7607eebf4e9cc71e83c_FORMATO.png",98569,5,266,"mei","Provável",1,4.74,-0.49,1.74,"Fluminense",9,1,2,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2018/09/20/757d419d1040c909be357a50fb4f34b8_FORMATO.png",97528,5,266,"zag","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","José Ricardo Araújo Fernandes","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/09/18/03e7abfdac596735f28f8c3784957b23_FORMATO.png",102911,5,266,"mei","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2019/04/30/fa847e00f13ad27310e18e3ed9e229f5_FORMATO.jpeg",103076,5,354,"ata","Contundido",0,2.6,0,-0.9,"Ceará",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,5,356,"gol","Nulo",0,5,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2019/04/28/6b67724f0df358a59b19d910a740b005_FORMATO.png",103645,5,266,"ata","Nulo",10,4.12,2.12,10,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"680","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,5,356,"ata","Provável",4.6,10.59,0.67,3.94,"Fortaleza",13,2,4,6,3,3,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA
"681","João Pedro Junqueira de Jesus","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2019/04/28/5584b0d256734e97b4adbf725c2ce137_FORMATO.png",104026,5,266,"ata","Provável",16,5.26,3.87,8,"Fluminense",1,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"682","Max Alexandre dos Santos Silva","max","Max","https://s.glbimg.com/es/sde/f/2019/02/27/1742dc16d6ca6bb28a57dbd1123a9069_FORMATO.png",94982,5,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/03/22/d7e594d8f0b678708a852f3ee9178e96_FORMATO.png",51415,5,356,"zag","Provável",0.1,4.38,-0.27,1.15,"Fortaleza",1,NA,1,2,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2019/03/29/6db0e64df45a59f76114bfbac69d8b0f_FORMATO.png",97522,5,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2019/02/27/1e02008698bf10ffc8e76014ba5cea5f_FORMATO.png",97520,5,265,"mei","Nulo",0,3.78,0,0.53,"Bahia",1,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/03/29/c45004f6a309f5dfe660c3becb1ad077_FORMATO.png",103295,5,265,"mei","Nulo",1,11.35,-0.58,2.74,"Bahia",1,1,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"687","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,5,356,"ata","Dúvida",8,6.34,1.55,3.45,"Fortaleza",3,2,NA,2,7,2,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA
"688","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2019/03/29/2fd96b3f1bb2dbf182a6dc5e85183537_FORMATO.png",98184,5,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,5,356,"lat","Provável",3.4,5.34,0.43,2.68,"Fortaleza",7,1,3,6,9,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"690","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,5,356,"mei","Nulo",0,5,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,5,265,"zag","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,5,356,"ata","Contundido",0,6,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2019/03/29/5d48e68e633e025554f7fb03e89b57cf_FORMATO.png",102609,5,265,"gol","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,5,356,"gol","Provável",1,7.8,-0.17,3.22,"Fortaleza",NA,NA,NA,NA,3,NA,11,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Santiago Ernesto Romero Fernández","romero","Romero","https://s.glbimg.com/es/sde/f/2019/03/22/6f3e87cd0ea7dd0de1f8463bf7e216a1_FORMATO.png",79109,5,356,"mei","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,5,356,"mei","Nulo",0,5.19,0,2.1,"Fortaleza",4,NA,1,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,5,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2019/03/29/191f49008e0f92039b6e04b7283da22b_FORMATO.png",104634,5,265,"lat","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,5,356,"mei","Provável",4.5,9.21,0.41,4.42,"Fortaleza",3,4,6,11,5,3,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA
"700","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,5,356,"lat","Nulo",0,0.73,0,-0.2,"Fortaleza",3,NA,NA,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,5,356,"lat","Contundido",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2019/03/29/4aba5de37f22854b10a7562dc8d5cd4d_FORMATO.png",103523,5,265,"zag","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Alexandre Rodrigues Soares","xandao","Xandão","https://s.glbimg.com/es/sde/f/2019/03/29/af5d7ba38c3fbcc68c13b5fd2a8dd313_FORMATO.png",101626,5,265,"zag","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,5,263,"gol","Nulo",0,6,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Rickson Barbosa Sá da Conceição","rickson","Rickson","https://s.glbimg.com/es/sde/f/2019/03/22/efd7fd2b10b650cb8eaf54baac765f67_FORMATO.png",100002,5,263,"mei","Nulo",0,1.82,0,1.2,"Botafogo",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,5,263,"mei","Provável",1.8,12.41,-0.21,5.72,"Botafogo",2,2,1,16,12,6,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"707","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,5,356,"gol","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,5,356,"lat","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2019/03/22/0f83ef7ddff9bb0d276ef1c978e96cee_FORMATO.png",52674,5,263,"lat","Nulo",0,5.52,0,1.75,"Botafogo",2,NA,NA,3,5,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"710","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,5,356,"mei","Provável",5.2,4.16,0.79,2.55,"Fortaleza",6,NA,1,6,2,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"711","Márcio Augusto da Silva Barbosa","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/8f366bd1f99334183e816c8b6e06bc3c_FORMATO.png",90458,5,356,"ata","Provável",23.2,9.73,5.85,6.06,"Fortaleza",3,2,1,6,8,5,NA,NA,NA,NA,2,NA,2,3,2,NA,NA,NA
"712","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png",84523,5,356,"ata","Nulo",3.4,3.89,0.66,2.87,"Fortaleza",2,NA,NA,4,3,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"713","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2019/03/22/fb5c74a8057f05313adc6f9c2a6a4783_FORMATO.png",68901,5,263,"ata","Dúvida",-0.6,1.22,-0.11,-0.18,"Botafogo",7,2,2,1,13,1,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA
"714","Raphael Guimarães de Paula","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/03/22/8a56679778a0433e0c37f71ecf3c4efa_FORMATO.png",84927,5,356,"mei","Nulo",0,3.47,0,0.25,"Fortaleza",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/22/3b2ab0a4c2f206adcc40b24bfc972cbb_FORMATO.png",72168,5,263,"mei","Provável",-0.9,8.16,-1.34,3.88,"Botafogo",4,2,2,6,15,6,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"716","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2019/03/22/34b98d60cb3c91184594baa0f454b479_FORMATO.png",84848,5,263,"ata","Nulo",-0.1,10.83,-0.52,4.58,"Botafogo",6,3,4,14,13,4,NA,NA,NA,NA,1,NA,1,2,1,NA,NA,NA
"717","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2019/04/22/a6f002f3b99c385acbafd311e4b3da81_FORMATO.png",68930,5,356,"ata","Dúvida",0,3.98,0,1.17,"Fortaleza",1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png",89150,5,263,"mei","Nulo",0,5,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,5,263,"gol","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
