,atletas.nome,atletas.jogos_num,atletas.foto,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.clube_id,DS,FF,FS,CA,FC,FD,DE,GS,SG,V,A,FT,I,G,GC,PS,CV,PC,PP,DP,PI
477,Eduardo Gonzaga Mendes Santos,13,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,,31,Bragantino,0.0,106434,0.0,E. Santos,3,5,5.87,3.85,False,eduardo-santos,Eduardo Santos,280,6.0,2.0,8.0,2.0,14.0,2.0,,,5.0,,1.0,1.0,,1.0,,,,,,,
478,Hedhe Halls Rocha da Silva,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,,31,Vasco,0.0,106682,0.0,Halls,1,6,2.0,0.0,False,halls,Halls,267,,,,,,,,,,,,,,,,,,,,,
479,Carlos Alberto Gomes da Silva Filho,10,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,,31,Botafogo,-0.02,106704,0.0,C. Alberto,5,6,2.92,2.33,True,carlos-alberto,Carlos Alberto,263,3.0,1.0,4.0,,1.0,1.0,,,,,,,,2.0,,,,,,,
480,Rodrigo Nestor Bertalia,24,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,,31,São Paulo,-0.34,106822,0.0,R. Nestor,4,6,7.53,2.63,True,rodrigo-nestor,Rodrigo Nestor,276,18.0,12.0,19.0,3.0,27.0,11.0,,,,,2.0,2.0,5.0,1.0,,,1.0,,,,
481,Welington Damascena Santos,10,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,,31,São Paulo,0.0,106824,0.0,Welington,2,6,5.42,2.87,False,welington,Welington,276,4.0,5.0,10.0,2.0,10.0,,,,4.0,,,,1.0,,,,,,,,
482,Patryck Lanza dos Reis,5,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,,31,São Paulo,0.0,106829,0.0,Patryck,2,6,4.38,5.92,False,patryck,Patryck,276,7.0,1.0,6.0,2.0,2.0,,,,4.0,,,,,,,,,,,,
483,Talles Macedo Toledo Costa,2,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,,31,São Paulo,0.0,106830,0.0,T. Costa,4,6,2.27,1.7,False,talles-costa,Talles Costa,276,2.0,,2.0,,,,,,,,,,,,,,,,,,
484,Juan Santos da Silva,20,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,,31,São Paulo,0.47,106831,2.9,Juan,5,6,3.33,2.48,True,juan,Juan,276,20.0,4.0,21.0,1.0,13.0,4.0,,,,,1.0,,10.0,1.0,,,,,,,
485,Pedro Veronez Vilhena,1,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,,31,São Paulo,0.0,106832,0.0,P. Vilhena,4,6,0.74,0.0,False,pedro-vilhena,Pedro Vilhena,276,,,,,,,,,,,,,,,,,,,,,
486,Luan Patrick Wiedthauper,14,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,,31,Bragantino,0.0,106835,0.0,L. Patrick,3,6,4.55,4.11,False,luan-patrick,Luan Patrick,280,8.0,2.0,3.0,3.0,11.0,1.0,,,9.0,,1.0,,,,,,,,,,
487,Fernando Augusto Pereira Bueno Júnior,6,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,,31,Athlético-PR,0.0,106950,0.0,Fernando,2,5,4.73,5.27,False,fernando,Fernando,293,10.0,1.0,2.0,1.0,4.0,,,,2.0,,2.0,,,,,,,,,,
488,Bernardo Schappo,0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,,31,Fortaleza,0.0,106977,0.0,B. Schappo,3,6,4.0,0.0,False,bernardo-schappo,Bernardo Schappo,356,,,,,,,,,,,,,,,,,,,,,
489,José Ricardo Batista Cerqueira,1,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,,31,Cuiabá,0.0,107039,0.0,R. Cerqueira,4,6,1.51,0.5,False,ricardo-cerqueira,Ricardo Cerqueira,1371,,,1.0,,,,,,,,,,,,,,,,,,
490,Stenio Zanetti Toledo,13,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,,31,Cruzeiro,0.0,107052,0.0,Stênio,5,6,2.09,0.89,False,stenio,Stênio,283,5.0,3.0,2.0,,8.0,4.0,,,,,,,1.0,,,,,,,,
491,Luciano Batista da Silva Júnior,5,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_cccrqnA.png,,31,Bahia,0.0,107093,0.0,L. Juba,5,6,4.76,1.62,False,luciano-juba,Luciano Juba,265,1.0,1.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,
492,Richard Ríos Montoya,30,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,,31,Palmeiras,-0.35,107111,2.4,R. Ríos,4,7,5.62,2.7,True,richard-rios,Richard Ríos,275,41.0,9.0,26.0,4.0,38.0,6.0,,,,,1.0,,2.0,2.0,,,,1.0,,,
493,Patrick de Paula Carreiro,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,,31,Botafogo,0.0,107172,0.0,P. Paula,4,5,7.0,0.0,False,patrick-de-paula,Patrick de Paula,263,,,,,,,,,,,,,,,,,,,,,
494,Michel Daryl Araújo Villar,26,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,,31,São Paulo,0.47,107173,4.9,M. Araújo,4,6,7.1,3.02,True,michel-araujo,Michel Araújo,276,29.0,8.0,36.0,2.0,22.0,5.0,,,,,1.0,1.0,2.0,2.0,,1.0,,3.0,,,
495,Matheus Planelles Donelli,0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,,31,Corinthians,0.0,107179,0.0,M. Donelli,1,6,2.0,0.0,False,matheus-donelli,Matheus Donelli,264,,,,,,,,,,,,,,,,,,,,,
496,Léo Matias Baiersdorf Linck,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,,31,Athlético-PR,0.0,107183,0.0,L. Linck,1,6,2.17,5.6,False,leo-linck,Léo Linck,293,,,,2.0,,,22.0,6.0,1.0,,,,,,,,,,,1.0,
497,Vinicius Kauê Ribeiro Ferreira,4,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,,31,Athlético-PR,0.0,107186,0.0,V. Kauê,2,6,0.73,-0.47,False,vinicius-kaue,Vinicius Kauê,293,3.0,,,1.0,5.0,,,,,,,,,,,,1.0,,,,
498,Leonardo Ataíde de Oliveira Siqueira,0,https://s.sde.globo.com/media/person_role/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png,,31,Athlético-PR,0.0,107191,0.0,L. Ataíde,2,2,1.0,0.0,False,leonardo-ataide,Leonardo Ataíde,293,,,,,,,,,,,,,,,,,,,,,
499,Rômulo José Cardoso da Cruz,14,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,,31,Athlético-PR,0.19,107197,1.2,Rômulo,5,6,1.73,0.93,True,romulo,Rômulo,293,4.0,4.0,5.0,,6.0,3.0,,,,,,,2.0,,,1.0,,,,,
500,Gustavo Garcia dos Santos,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,,31,Palmeiras,0.0,107225,0.0,G. Garcia,2,6,2.7,1.46,False,gustavo-garcia,Gustavo Garcia,275,4.0,2.0,3.0,,5.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,
501,Miqueias Cabral Evaristo,0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,,31,Bahia,0.0,107232,0.0,Miqueias,4,6,3.0,0.0,False,miqueias,Miqueias,265,,,,,,,,,,,,,,,,,,,,,
502,Vanderlan Barbosa da Silva,9,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,,31,Palmeiras,0.0,107236,0.0,Vanderlan,2,6,6.46,4.24,False,vanderlan,Vanderlan,275,22.0,2.0,5.0,4.0,15.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,
503,Vinícius Rodrigues Adelino dos Santos,12,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,,31,Goiás,0.0,107375,0.0,Dodô,4,6,1.43,1.28,False,dodo,Dodô,290,4.0,2.0,7.0,1.0,5.0,,,,,,,,,1.0,,,,,,,
504,Luan Dias da Silva,8,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,,31,Santos,0.0,107416,0.0,L. Dias,4,6,2.02,0.61,False,luan-dias,Luan Dias,277,7.0,,5.0,3.0,10.0,,,,,,,,,,,,,,,,
505,André Trindade da Costa Neto,24,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,,31,Fluminense,0.0,107498,0.0,André,4,6,8.38,2.56,False,andre,André,266,46.0,6.0,44.0,10.0,33.0,2.0,,,,,,,,,,,1.0,,,,
506,David Sousa Albino,0,https://s.sde.globo.com/media/person_role/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_220x220.png,,31,Botafogo,0.0,107509,0.0,D. Sousa,3,6,1.0,0.0,False,david-sousa,David Sousa,263,,,,,,,,,,,,,,,,,,,,,
507,Natanael Moreira Milouski,25,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_t78oWnD.png,,31,Coritiba,0.0,107554,0.0,Natanael,2,7,9.15,4.23,False,natanael,Natanael,294,66.0,4.0,23.0,6.0,40.0,7.0,,,4.0,,,1.0,5.0,,,,,1.0,,,
508,Fabián Daniel Bustos,12,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_W6FrqMf.png,,31,América-MG,-0.48,107645,2.93,F. Bustos,6,7,8.78,4.41,True,fabian-bustos,Fabián Bustos,327,,,,,,,,,,2.0,,,,,,,,,,,
509,Emerson Fabiano Kerber Júnior,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,,31,Internacional,0.0,107740,0.0,E. Júnior,1,6,1.0,0.0,False,emerson-junior,Emerson Júnior,285,,,,,,,,,,,,,,,,,,,,,
510,Bruno Conceição Praxedes,15,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,,31,Vasco,0.36,107744,7.5,Praxedes,4,7,5.45,3.79,True,praxedes,Praxedes,267,22.0,7.0,15.0,2.0,11.0,4.0,,,,,2.0,,2.0,1.0,,,,,,,
511,Adriel Vasconcelos Ramos,2,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FM5y32Z.png,,31,Bahia,0.0,107748,0.0,Adriel,1,6,7.74,5.25,False,adriel,Adriel,265,,,1.0,1.0,,,7.0,1.0,1.0,,,,,,,,,,,,
512,Diego Gabriel Silva Rosa,9,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,,31,Bahia,0.0,107796,0.0,D. Rosa,4,6,2.27,1.64,False,diego-rosa,Diego Rosa,265,8.0,5.0,1.0,,6.0,2.0,,,,,,,,,,,,,,,
513,Fernando Henrique do Nascimento Pereira,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,,31,Cruzeiro,0.0,107800,0.0,F. Henrique,4,6,2.09,-0.3,False,fernando-henrique,Fernando Henrique,283,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,
514,Natã Felipe de Amorim Santos,1,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,,31,Grêmio,0.0,107801,0.0,Natã,3,6,0.75,0.2,False,nata,Natã,284,,,1.0,,1.0,,,,,,,,,,,,,,,,
515,Matheus dos Santos Dias,13,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,,31,Internacional,0.0,107809,0.0,M. Dias,4,6,2.35,0.7,False,matheus-dias,Matheus Dias,285,14.0,,3.0,5.0,14.0,,,,,,,,,,,,,,,,
516,Hugo Ferreira de Farias,17,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,,31,Goiás,-0.81,107908,-1.6,Hugo,2,7,3.74,4.63,True,hugo,Hugo,290,26.0,6.0,7.0,2.0,25.0,5.0,,,6.0,,1.0,,3.0,1.0,,,,,,,
517,Fausto Mariano Vera,18,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,,31,Corinthians,0.0,107950,0.0,F. Vera,4,7,6.45,2.29,False,fausto-vera,Fausto Vera,264,24.0,8.0,10.0,6.0,25.0,4.0,,,,,2.0,,1.0,,,,,,,,
518,Maurício Garcez de Jesus,9,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtxMdJP.png,,31,Coritiba,-1.23,108131,0.8,Garcez,5,7,3.36,2.21,True,garcez,Garcez,294,4.0,5.0,10.0,,6.0,,,,,,,,1.0,1.0,,,,,,,
519,Isidro Miguel Pitta Saldívar,22,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,,31,Cuiabá,-1.45,108133,-0.7,I. Pitta,5,7,3.09,1.83,True,isidro-pitta,Isidro Pitta,1371,1.0,6.0,16.0,,15.0,2.0,,,,,1.0,,4.0,3.0,,,,,,,
520,Óscar Javier Méndez Albornoz,5,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_WfF8P5B.png,,31,América-MG,0.0,108163,0.0,J. Méndez,4,6,3.45,1.64,False,javier-mendez,Javier Méndez,327,7.0,1.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,
521,Gustavo César Mendonça Gravino,2,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,,31,Grêmio,0.0,108201,0.0,Gustavinho,4,6,2.54,1.4,False,gustavinho,Gustavinho,284,,1.0,4.0,,,,,,,,,,,,,,,,,,
522,Breno Herculano Almeida,0,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,,31,Goiás,0.0,108211,0.0,Breno,5,6,1.0,0.0,False,breno,Breno,290,,,,,,,,,,,,,,,,,,,,,
523,Gabriel de Sousa Barros,4,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,,31,Internacional,0.0,108352,0.0,G. Barros,5,6,1.83,0.1,False,gabriel-barros,Gabriel Barros,285,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
524,Erison Danilo de Souza,7,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,,31,São Paulo,0.28,108422,3.9,Erison,5,6,4.79,2.31,True,erison,Erison,276,1.0,2.0,10.0,2.0,4.0,3.0,,,,,1.0,1.0,,,,,,,,,
525,Luciano Daniel Arriagada García,7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,,31,Athlético-PR,0.0,108624,0.0,Arriagada,5,6,2.53,0.6,False,arriagada,Arriagada,293,2.0,2.0,4.0,,10.0,1.0,,,,,,,,,,,,,,,
526,João Victo Magno de Souza Machado,16,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_QhpyCZL.png,,31,Goiás,0.13,108715,-0.1,J. Magno,5,6,5.41,2.85,True,joao-magno,João Magno,290,4.0,8.0,16.0,2.0,26.0,6.0,,,,,1.0,,10.0,3.0,,1.0,,,,,
527,João Victor Santos Sá,25,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,,31,Botafogo,1.52,108946,13.1,V. Sá,5,7,10.35,5.19,True,victor-sa,Victor Sá,263,41.0,19.0,32.0,3.0,27.0,13.0,,,,,4.0,,4.0,3.0,,1.0,,,,,
528,Daniel Sergio Martins,0,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,,31,Athlético-PR,0.0,109102,0.0,D. Martins,4,6,1.0,0.0,False,daniel-martins,Daniel Martins,293,,,,,,,,,,,,,,,,,,,,,
529,Matheus Nascimento de Paula,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,,31,Botafogo,0.0,109114,0.0,M. Nascimento,5,6,3.72,2.58,False,matheus-nascimento,Matheus Nascimento,263,2.0,,3.0,1.0,6.0,1.0,,,,,,,,1.0,,,,,,,
530,Douglas da Silva Teixeira,0,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,,31,Botafogo,0.0,109199,0.0,DG,2,6,2.0,0.0,False,dg,DG,263,,,,,,,,,,,,,,,,,,,,,
531,Kawê Ferreira Godoy Viana,0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,,31,Bragantino,0.0,109246,0.0,Kawê,5,6,1.0,0.0,False,kawe,Kawê,280,,,,,,,,,,,,,,,,,,,,,
532,Antonio Kennedy Sousa de Almeida,0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,,31,Fortaleza,0.0,109347,0.0,Kennedy,1,6,2.0,0.0,False,kennedy,Kennedy,356,,,,,,,,,,,,,,,,,,,,,
533,Raul Gustavo Pereira Bicalho,7,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,,31,Bahia,0.0,109389,0.0,R. Gustavo,3,6,6.93,3.87,False,raul-gustavo,Raul Gustavo,265,6.0,3.0,4.0,1.0,5.0,,,,3.0,,,1.0,,,,,,,,,
534,Thiago Eduardo de Andrade,9,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,,31,Athlético-PR,0.0,109404,0.0,T. Andrade,5,6,2.26,0.65,False,thiago-andrade,Thiago Andrade,293,2.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
535,Ian Luccas Baroni Boetto,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,,31,Cruzeiro,0.0,109412,0.0,I. Luccas,4,6,2.52,0.46,False,ian-luccas,Ian Luccas,283,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
536,Calebe Gonçalves Ferreira da Silva,21,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,,31,Fortaleza,0.0,109461,0.0,Calebe,4,6,6.07,2.56,False,calebe,Calebe,356,10.0,9.0,40.0,2.0,10.0,10.0,,,,,1.0,1.0,3.0,,,,,,,,
537,Marcos Leonardo Santos Almeida,23,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,,31,Santos,0.0,109497,0.0,M. Leonardo,5,7,12.39,7.48,False,marcos-leonardo,Marcos Leonardo,277,3.0,33.0,53.0,3.0,30.0,16.0,,,,,2.0,1.0,16.0,12.0,,1.0,,,,,
538,Joaquim Henrique Pereira Silva,24,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,,31,Santos,1.42,109563,10.8,Joaquim,3,7,9.68,3.96,True,joaquim,Joaquim,277,42.0,9.0,13.0,4.0,19.0,6.0,,,4.0,,1.0,,,1.0,,1.0,,1.0,,,
539,Matheus Martinelli Lima,22,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,,31,Fluminense,0.0,109573,0.0,Martinelli,4,6,4.31,1.65,False,martinelli,Martinelli,266,18.0,5.0,17.0,2.0,31.0,3.0,,,,,1.0,,1.0,1.0,,,1.0,,,,
540,Gabriel Novaes Fernandes,3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,,31,Goiás,0.0,109639,0.0,G. Novaes,5,6,2.57,0.23,False,gabriel-novaes,Gabriel Novaes,290,,,1.0,,3.0,1.0,,,,,,,1.0,,,,,,,,
541,Hugo Gonçalves Ferreira Neto,15,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,,31,Botafogo,0.0,109668,0.0,Hugo,2,6,6.54,6.03,False,hugo,Hugo,263,34.0,3.0,9.0,1.0,25.0,1.0,,,9.0,,1.0,,,,,,,,,,
542,Matías Emanuel Segovia Torales,19,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,,31,Botafogo,0.0,110055,0.0,Segovinha,4,6,4.83,2.19,False,segovinha,Segovinha,263,22.0,3.0,13.0,2.0,4.0,4.0,,,,,1.0,,,,,,,,,,
543,Gabriel Roberto Pereira,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,,31,Athlético-PR,0.0,110251,0.0,G. Pereira,1,6,1.0,0.0,False,gabriel-pereira,Gabriel Pereira,293,,,,,,,,,,,,,,,,,,,,,
544,Abel Fernando Moreira Ferreira,31,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,,31,Palmeiras,-0.08,110506,7.06,A. Ferreira,6,7,15.05,6.22,True,abel-ferreira,Abel Ferreira,275,,,,,,,,,,16.0,,,,,,,,,,,
545,Lucas Agustín Besozzi,9,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,,31,Grêmio,0.18,110512,1.3,L. Besozzi,5,7,4.33,1.76,True,lucas-besozzi,Lucas Besozzi,284,4.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,
546,Gabriel Caetano Godoy de Andrade,0,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,,31,Bragantino,0.0,110587,0.0,Caetano,4,6,1.0,0.0,False,caetano,Caetano,280,,,,,,,,,,,,,,,,,,,,,
547,Paulo Mazoti Azevedo,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,,31,Santos,0.0,110602,0.0,P. Mazoti,1,6,1.0,0.0,False,paulo-mazoti,Paulo Mazoti,277,,,,,,,,,,,,,,,,,,,,,
548,Mateus Oliveira Mendes,0,https://s.sde.globo.com/media/person_role/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,,31,Palmeiras,0.0,110624,0.0,Mateus,1,6,1.0,0.0,False,mateus,Mateus,275,,,,,,,,,,,,,,,,,,,,,
549,Luiz Filipe dos Reis Silva,0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,,31,Goiás,0.0,110632,0.0,L. Filipe,5,6,2.0,0.0,False,luiz-filipe,Luiz Filipe,290,,,,,,,,,,,,,,,,,,,,,
550,Imanol Machuca,11,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_LFqKqA7.png,,31,Fortaleza,-0.23,110667,2.4,Machuca,5,6,5.11,3.13,True,machuca,Machuca,356,12.0,3.0,3.0,2.0,5.0,3.0,,,,,,,1.0,2.0,,,,,,,
551,Lucas Ángel Esquivel,15,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,,31,Athlético-PR,0.06,110668,1.7,Esquivel,2,7,4.4,3.75,True,esquivel,Esquivel,293,23.0,2.0,20.0,2.0,15.0,3.0,,,3.0,,1.0,,,,,,,,,,
552,Mycael Pontes Moreira,0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,,31,Athlético-PR,0.0,110698,0.0,Mycael,1,6,3.0,0.0,False,mycael,Mycael,293,,,,,,,,,,,,,,,,,,,,,
553,Pedro Felipe de Faria Rangel,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,,31,Fluminense,0.0,110708,0.0,P. Rangel,1,6,1.87,0.0,False,pedro-rangel,Pedro Rangel,266,,,,1.0,,,5.0,5.0,,,,,,,,,,,,,
554,José Andrés Hurtado Cheme,17,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,,31,Bragantino,0.94,110715,5.9,A. Hurtado,2,6,5.77,3.64,True,andres-hurtado,Andrés Hurtado,280,20.0,4.0,3.0,3.0,12.0,,,,8.0,,,,2.0,,,,,,,,
555,Rubens Antônio Dias,17,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,,31,Atlético-MG,-0.26,110727,6.0,Rubens,2,7,11.55,6.09,True,rubens,Rubens,282,53.0,4.0,13.0,4.0,29.0,3.0,,,7.0,,1.0,,4.0,,,,,,,,
556,John Kennedy Batista de Souza,20,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,,31,Fluminense,0.0,110759,0.0,J. Kennedy,5,6,10.06,3.76,False,john-kennedy,John Kennedy,266,11.0,12.0,22.0,8.0,19.0,11.0,,,,,,3.0,8.0,4.0,,2.0,,,,,
557,Gabriel Teixeira Aragão,16,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,,31,Bahia,0.0,110760,0.0,Biel,5,7,7.41,5.32,False,biel,Biel,265,11.0,11.0,34.0,4.0,17.0,6.0,,,,,1.0,1.0,1.0,5.0,,,,,,,
558,Marco Antônio Amorim de Oliveira Montes,0,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_WKiGPtW.png,,31,Coritiba,0.0,110775,0.0,Marcão,1,6,2.0,0.0,False,marcao,Marcão,294,,,,,,,,,,,,,,,,,,,,,
559,Luca Nicolás Orellano,18,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,,31,Vasco,0.97,110776,8.0,Orellano,4,6,4.63,2.54,True,orellano,Orellano,267,13.0,9.0,22.0,3.0,9.0,4.0,,,,,1.0,,,1.0,,,,,,,
560,Guilherme Lopes de Almeida,7,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UCfKPnM.png,,31,Bragantino,0.0,110909,0.0,G. Lopes,2,6,3.49,3.77,False,guilherme-lopes,Guilherme Lopes,280,4.0,2.0,,,4.0,1.0,,,4.0,,,,,,,,,,,,
561,Lucas Emmanuel Araujo Macedo,2,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_cKU4gvX.png,,31,Goiás,0.0,110928,0.0,Lucão,5,6,1.37,0.15,False,lucao,Lucão,290,1.0,,,,3.0,,,,,,,,,,,,,,,,
562,Gustavo Apis Pascoal de Farias,0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_s4LBYSN.png,,31,Fluminense,0.0,110947,0.0,G. Apis,4,6,2.0,0.0,False,gustavo-apis,Gustavo Apis,266,,,,,,,,,,,,,,,,,,,,,
563,Kayque Luiz Pereira,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_kc0gmoa.png,,31,Botafogo,0.0,110962,0.0,Kayque,4,6,4.08,2.25,False,kayque,Kayque,263,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,
564,Leonardo Cecilio Fernández López,14,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_1kibn8r.png,,31,Fluminense,0.0,111017,0.0,L. Fernández,4,6,4.75,2.47,False,leo-fernandez,Leo Fernández,266,7.0,3.0,21.0,1.0,12.0,9.0,,,,,,1.0,,1.0,,,,,1.0,,
