,atletas.slug,atletas.clube_id,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.foto,atletas.jogos_num,atletas.status_id,atletas.clube.id.full.name,atletas.rodada_id,atletas.apelido,atletas.nome,atletas.apelido_abreviado,atletas.preco_num,atletas.media_num,A,CA,DS,FC,FD,FF,FS,FT,GC,PC,SG,G,I,PP,CV,V,DE,GS,PS,DP,PI
677,jair-paula,277,118758,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2022/07/27/c0ca21ce2942942d0bf68a74cc8d121e_FORMATO.png,0,6,Santos,28,Jair Paula,Jair Paula da Cunha Filho,J. Paula,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
678,patrick-verhon,265,118770,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8G6mq44.png,1,6,Bahia,28,Patrick Verhon,Patrick Verhon Pertel Pereira,P. Verhon,1.44,0.0,,,,,,,,,,,,,,,,,,,,,
679,alexsander,266,118774,2.8,,0.28,True,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HMSPuY2.png,12,7,Fluminense,28,Alexsander,Alexsander Christian Gomes da Costa,Alexsander,8.39,3.92,1.0,,13.0,17.0,1.0,3.0,8.0,,,1.0,5.0,,1.0,,,,,,,,
680,jacob-montes,263,118843,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,0,6,Botafogo,28,Jacob Montes,Jacob Christian Montes,J. Montes,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
681,kaio-cesar,294,118844,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_CVQMogN.png,19,6,Coritiba,28,Kaio César,Kaio César Andrade Lima,K. César,4.36,2.03,,3.0,18.0,22.0,3.0,4.0,41.0,,,,,,5.0,,,,,,,,
682,joao-vitor,293,120419,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2022/08/26/photo_FORMATO.png,0,6,Athlético-PR,28,João Vitor,João Vitor Tavares da Mota,J. Vitor,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
683,erick-marcus,267,121184,-0.3,,-0.37,True,5,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_WLTp9mI.png,11,6,Vasco,28,Erick Marcus,Erick Marcus dos Santos Oliveira do Carmo,E. Marcus,3.03,2.26,,1.0,9.0,6.0,1.0,1.0,8.0,1.0,,,,1.0,1.0,,,,,,,,
684,simioni,290,121235,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_GEmB6In.png,0,6,Goiás,28,Simioni,Eduardo Simioni,Simioni,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
685,kauan,356,121237,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO.png,1,6,Fortaleza,28,Kauan,Kauan Rodrigues da Silva,Kauan,1.48,0.2,,,,1.0,,,1.0,,,,,,,,,,,,,,
686,wendell,290,121238,0.0,,0.0,False,5,,0,6,Goiás,28,Wendell,Wendell Silva Santos dos Santos,Wendell,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
687,mina,290,121241,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/08/21/photo_FORMATO_5WnjHh9.png,0,6,Goiás,28,Mina,Luis Felipe Nascimento Miranda,Mina,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
688,alan,290,121242,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Jmw1xcE.png,0,6,Goiás,28,Alan,Alan Matheus Stence,Alan,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
689,gabryel-freitas,1371,121263,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2WJ0Lb4.png,0,6,Cuiabá,28,Gabryel Freitas,Gabryel Vinícius Araújo Freitas,G. Freitas,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
690,pablo,1371,121752,0.0,,0.0,False,5,,1,6,Cuiabá,28,Pablo,Pablo Henrique Almeida Silva,Pablo,1.44,3.6,,,3.0,,,,,,,,,,,,,,,,,,
691,paulinho-silva,267,121766,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/02/23/photo_FORMATO_5ClDe2s.png,0,6,Vasco,28,Paulinho Silva,Paulo Ricardo de Souza Babilônia,P. Silva,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
692,vitao,1371,121779,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_xTgu9xA.png,1,6,Cuiabá,28,Vitão,Victor Matheus dos Santos Gonçalves,Vitão,1.32,0.0,,,,,,,,,,,,,,,,,,,,,
693,andre,284,121792,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_rIXRX47.png,15,6,Grêmio,28,André,André Henrique da Silva Martins,André,2.15,2.12,,1.0,9.0,6.0,1.0,4.0,7.0,,,,,2.0,,,,,,,,,
694,jean-pedroso,294,121796,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_QTICAoM.png,6,6,Coritiba,28,Jean Pedroso,Jean Henrique Carneiro Pedroso,J. Pedroso,1.69,2.98,,1.0,8.0,5.0,,1.0,2.0,,,1.0,2.0,,,,,,,,,,
695,janderson,263,121830,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,12,6,Botafogo,28,Janderson,Janderson de Carvalho Costa,Janderson,1.49,1.07,1.0,2.0,4.0,9.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,
696,pedrinho-scaramussa,277,121984,0.0,,0.0,False,2,,0,6,Santos,28,Pedrinho Scaramussa,Pedro Henrique Cunha Scaramussa,P. Scaramussa,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
697,giovanni-manson,266,121985,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_7pCfzQS.png,3,6,Fluminense,28,Giovanni Manson,Giovanni Manson Ribeiro,G. Manson,1.56,-0.2,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,
698,fernando,283,122127,0.0,,0.0,False,5,,1,6,Cruzeiro,28,Fernando,Luis Fernando Santos Oliveira,Fernando,2.29,3.5,,,3.0,,,,,,,,,,1.0,,,,,,,,
699,ronald-barcellos,284,122233,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_9Vjj41S.png,0,6,Grêmio,28,Ronald Barcellos,Ronald Barcellos Arantes,R. Barcellos,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
700,thiago-dombroski,294,122293,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_HL1Q189.png,6,5,Coritiba,28,Thiago Dombroski,Thiago Dombroski Moreira,T. Dombroski,0.9,0.93,,4.0,5.0,9.0,,1.0,1.0,,,,1.0,,,,,,,,,,
701,ryan,265,122300,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_9WvAzGp.png,9,6,Bahia,28,Ryan,Ryan Carlos Santos de Sousa,Ryan,2.56,3.19,2.0,3.0,12.0,8.0,1.0,,3.0,,,,2.0,,1.0,,1.0,,,,,,
702,kennedy,265,122301,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,0,6,Bahia,28,Kennedy,Kennedy Anderson Gomes Ferreira,Kennedy,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
703,lorran,262,122321,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,0,6,Flamengo,28,Lorran,Lorran Lucas Pereira de Sousa,Lorran,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
704,lyncon,267,122378,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/06/06/photo_FORMATO.png,0,6,Vasco,28,Lyncon,Lyncon Correa Gonçalves,Lyncon,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
705,talisson,280,122393,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_EfBwbRQ.png,3,6,Bragantino,28,Talisson,Talisson de Almeida,Talisson,3.05,5.07,,,4.0,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,
706,gustavinho,280,122394,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_D4mqWRg.png,16,6,Bragantino,28,Gustavinho,Gustavo Ribeiro Neves,Gustavinho,2.38,1.4,,1.0,10.0,12.0,2.0,3.0,4.0,,,,,1.0,,,,,,,,,
707,ryan,264,122396,0.0,,0.0,False,4,,0,6,Corinthians,28,Ryan,Ryan Gustavo de Lima,Ryan,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
708,adryan,264,122398,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/03/photo_FORMATO_1O3rVYH.png,0,6,Corinthians,28,Adryan,Adryan Bezerra Silva,Adryan,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
709,felipe,285,122419,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E4VXEre.png,0,6,Internacional,28,Felipe,Felipe de Souza Motta Marins,Felipe,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
710,lucca,285,122420,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_hF9GrgX.png,17,6,Internacional,28,Lucca,Lucca Holanda Sampaio Tavares,Lucca,1.02,1.01,1.0,2.0,6.0,10.0,3.0,5.0,11.0,,,,,,,,1.0,,,,,,
711,isaac,266,122439,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_BvtRIqc.png,4,6,Fluminense,28,Isaac,Isaac Rodrigues de Lima,Isaac,0.85,0.87,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,
712,kayky-almeida,266,122441,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_yqxwXSM.png,0,6,Fluminense,28,Kayky Almeida,Kayky Henrique Almeida Brandão da Silva,K. Almeida,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
713,barros,267,122485,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_VK7ktPd.png,7,6,Vasco,28,Barros,Cauan Lucas Barros da Luz,Barros,1.95,1.74,,1.0,3.0,6.0,,3.0,2.0,,,,,1.0,,,,,,,,,
714,rayan,267,122486,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/06/10/photo_FORMATO_5eE8NWY.png,6,6,Vasco,28,Rayan,Rayan Vitor Simplício Rocha,Rayan,2.09,2.63,,2.0,3.0,3.0,2.0,4.0,3.0,,,,,1.0,,,,,,,,,
715,agner,266,122555,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/08/27/photo_FORMATO.png,0,6,Fluminense,28,Agner,Agner Moura Izigethy de Souza,Agner,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
716,amorim,356,122598,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_bHZGJhi.png,0,6,Fortaleza,28,Amorim,Alexsandro Amorim de Freitas Filho,Amorim,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
717,matheus-belem,276,122602,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO.png,2,6,São Paulo,28,Matheus Belém,Matheus José Belém de Souza,M. Belém,0.9,2.45,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
718,japa,283,122660,2.0,,0.44,True,4,,1,6,Cruzeiro,28,Japa,João Wellington Gadelha Melo de Oliveira,Japa,1.44,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
719,bruno-santos,290,122668,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_TrU9q7C.png,8,6,Goiás,28,Bruno Santos,Bruno Araújo dos Santos,B. Santos,2.11,0.87,,3.0,5.0,14.0,1.0,,8.0,1.0,,,,,,,,,,,,,
720,lucas-cunha,280,122755,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UKu2eTF.png,0,5,Bragantino,28,Lucas Cunha,Lucas de Souza Cunha,L. Cunha,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
721,breno,327,122991,0.0,,-0.26,True,4,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_DHZhRWj.png,17,6,América-MG,28,Breno,Breno Cascardo Lemos,Breno,3.19,2.22,,1.0,17.0,20.0,4.0,9.0,9.0,,,,,1.0,1.0,,,,,,,,
722,pedro,264,123022,0.5,,-0.21,True,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO.png,11,7,Corinthians,28,Pedro,Pedro Henrique Silva dos Santos,Pedro,1.85,2.31,,1.0,5.0,9.0,3.0,1.0,20.0,,,,,1.0,2.0,,,,,,1.0,,
723,tiago-gomes,265,123054,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/04/24/photo_FORMATO.png,0,6,Bahia,28,Tiago Gomes,Tiago Gomes dos Santos,T. Gomes,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
724,zinho,284,123153,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,7,6,Grêmio,28,Zinho,Luis Henrique Hoffmann,Zinho,3.45,1.8,1.0,,4.0,2.0,1.0,1.0,3.0,,,,,,1.0,,,,,,,,
725,cadu,282,123359,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,1,6,Atlético-MG,28,Cadu,Carlos Eduardo Amaral Pereira de Castro,Cadu,0.95,1.2,,,1.0,,,,,,,,,,,,,,,,,,
726,cauly,265,123360,2.0,,0.08,True,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ruw71T7.png,23,7,Bahia,28,Cauly,Cauly Oliveira Souza,Cauly,7.32,4.21,6.0,2.0,14.0,19.0,13.0,19.0,23.0,,,,,2.0,5.0,,,,,,,,
727,pedro-lima,275,123610,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_A5AzBcL.png,0,6,Palmeiras,28,Pedro Lima,Pedro Lima de Barros,P. Lima,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
728,lucas-ronier,294,123648,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mLIvaG1.png,0,6,Coritiba,28,Lucas Ronier,Lucas Ronier Vieira Pires,L. Ronier,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
729,luis-guilherme,275,123713,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_xdmiXWp.png,16,6,Palmeiras,28,Luis Guilherme,Luis Guilherme Lira dos Santos,L. Guilherme,2.23,1.8,1.0,,4.0,6.0,2.0,4.0,19.0,2.0,,,,,3.0,,,,,,,,
730,ze-guilherme,284,123717,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,0,6,Grêmio,28,Zé Guilherme,José Guilherme de Lima Costa,Z. Guilherme,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
731,arthur-zanella,293,123725,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/05/17/photo_FORMATO_WxI37NH.png,0,6,Athlético-PR,28,Arthur Zanella,Arthur Zanella Koerich,A. Zanella,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
732,everton,280,124158,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,0,6,Bragantino,28,Everton,Everton Tiago Barella de Souza Messias,Everton,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
733,henry-mosquera,280,124239,1.9,,-1.74,True,5,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_TRxfH8B.png,11,6,Bragantino,28,Henry Mosquera,Henry David Mosquera Sánchez,H. Mosquera,5.46,3.61,1.0,1.0,8.0,17.0,3.0,6.0,8.0,1.0,,,,2.0,2.0,,,,,,,,
734,isaac,282,124247,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,1,6,Atlético-MG,28,Isaac,Isaac Aguiar Tomich,Isaac,1.1,-0.3,,,,1.0,,,,,,,,,,,,,,,,,
735,leo-santos,282,124249,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/04/01/photo_FORMATO_EqilkPd.png,0,6,Atlético-MG,28,Léo Santos,Leonardo dos Santos Lopes da Silva,L. Santos,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
736,pedro-ataide,282,124250,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_jrCgQkt.png,0,6,Atlético-MG,28,Pedro Ataíde,Pedro Ataide de Souza Oliveira,P. Ataíde,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
737,joao-dalla-corte,285,124265,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_LXUkgfQ.png,0,6,Internacional,28,João Dalla Corte,João Paulo Dalla Corte,J. Corte,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
738,rangel,285,124267,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/04/03/photo_220x220_4bRSbNP.png,0,6,Internacional,28,Rangel,Vinicius Rangel da Silva,Rangel,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
739,ian,275,124313,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/04/05/photo_220x220_UNa4pQH.png,1,6,Palmeiras,28,Ian,Ian Custódio dos Anjos,Ian,0.82,0.5,,,,,,,1.0,,,,,,,,,,,,,,
740,allyson,1371,124340,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO.png,7,6,Cuiabá,28,Allyson,Allyson Aires dos Santos,Allyson,4.16,3.13,,,4.0,4.0,,1.0,5.0,,,,3.0,,,,,,,,,,
741,joao-vitor,294,124358,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/04/08/photo_FORMATO_99Ek8Df.png,0,6,Coritiba,28,João Vitor,João Vitor da Silva Almeida,J. Vitor,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
742,mateo-ponte,263,124481,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_V0797EE.png,1,6,Botafogo,28,Mateo Ponte,Mateo Ponte Costa,M. Ponte,4.55,6.2,,,1.0,,,,,,,,1.0,,,,,,,,,,
743,felipe-negrucci,276,124674,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/04/photo_FORMATO_X79ZKxw.png,1,6,São Paulo,28,Felipe Negrucci,Felipe Negrucci Berdague,F. Negrucci,0.73,-0.6,,,,2.0,,,,,,,,,,,,,,,,,
744,paulo-vitor,282,124690,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,1,6,Atlético-MG,28,Paulo Vitor,Paulo Vitor Monteiro,P. Vitor,1.04,1.1,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
745,nolasco,290,124698,0.0,,0.0,False,3,,0,6,Goiás,28,Nolasco,Daniel Camargo Nolasco,Nolasco,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
746,arielson,283,124699,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/05/10/photo_220x220_gg52sKH.png,0,6,Cruzeiro,28,Arielson,Arielson Sampaio Galvão,Arielson,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
747,leandro,276,124701,0.0,,0.0,False,1,,0,6,São Paulo,28,Leandro,Leandro Mathias Silva Bueno,Leandro,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
748,joao-henrique,266,124728,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,0,6,Fluminense,28,João Henrique,João Henrique Mendes da Silva,J. Henrique,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
749,nathan-fernandes,284,124757,-0.8,,-0.02,True,5,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO.png,4,6,Grêmio,28,Nathan Fernandes,Nathan Ribeiro Fernandes,N. Fernandes,0.74,0.03,,,,5.0,1.0,,1.0,,,,,,1.0,,,,,,,,
750,gustavo-henrique,280,124758,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/05/20/photo_FORMATO_mWVV0xX.png,0,6,Bragantino,28,Gustavo Henrique,Gustavo Henrique da Silva,G. Henrique,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
751,kaua-elias,266,124821,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_e5AgUEU.png,0,6,Fluminense,28,Kauã Elias,Kauã Elias Nogueira,K. Elias,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
752,lian,284,124830,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/05/26/photo_FORMATO_J0XOK33.png,1,6,Grêmio,28,Lian,Lian dos Santos da Silva,Lian,0.72,0.0,,,,,,,,,,,,,,,,,,,,,
753,ruan-assis,294,124834,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8AiFV6n.png,4,6,Coritiba,28,Ruan Assis,Ruan Lucas de Assis,R. Assis,1.73,1.55,1.0,,,,1.0,,,,,,,,,,,,,,,,
754,rafa-barcelos,327,124917,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO.png,0,6,América-MG,28,Rafa Barcelos,Rafael Raul Barcelos,R. Barcelos,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
755,renato,264,124918,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/06/03/photo_220x220_kkl0avZ.png,0,6,Corinthians,28,Renato,Renato Santos da Cruz,Renato,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
756,wesley-costa,284,125000,1.8,,0.06,True,2,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,1,7,Grêmio,28,Wesley Costa,Wesley da Costa Silva,W. Costa,1.06,1.8,,,2.0,2.0,,,,,,,,,,,,,,,,,
757,robert,283,125050,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/06/09/photo_FORMATO_Y3mjBy8.png,3,6,Cruzeiro,28,Robert,Robert Vinicius Rodrigues Silva,Robert,1.86,2.33,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,
758,armando-evangelista,290,125081,2.22,,-0.74,True,6,https://s.sde.globo.com/media/person_role/2023/06/09/photo_220x220_s6ZF5g9.png,18,7,Goiás,28,Armando Evangelista,Armando Evangelista Macedo Freitas,A. Evangelista,9.74,4.7,,,,,,,,,,,,,,,,5.0,,,,,
759,viery,284,125467,0.0,,0.0,False,3,,0,6,Grêmio,28,Viery,Viery Fernandes Santos Lopes,Viery,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
760,alisson,282,125469,0.0,,0.0,False,5,,4,6,Atlético-MG,28,Alisson,Alisson Santana Lopes da Fonseca,Alisson,0.74,-0.35,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,
761,thiago-kosloski,294,125470,2.16,,-0.09,True,6,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO.png,15,7,Coritiba,28,Thiago Kosloski,Thiago Kosloski,T. Kosloski,9.88,4.89,,,,,,,,,,,,,,,,5.0,,,,,
762,serginho,267,125471,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/06/27/photo_FORMATO_CF5cmRB.png,5,6,Vasco,28,Serginho,Sérgio Antonio de Luiz Junior,Serginho,3.34,2.44,,1.0,2.0,5.0,,1.0,7.0,,,,,1.0,,,,,,,,,
763,gabriel-moscardo,264,125487,1.7,,-0.12,True,4,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_3w25yIa.png,10,6,Corinthians,28,Gabriel Moscardo,Gabriel Silva Moscardo de Salles,G. Moscardo,3.25,2.85,,4.0,24.0,12.0,,3.0,4.0,1.0,,,,,,,,,,,,,
764,joao-pedro,264,125488,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/08/19/photo_220x220.png,0,6,Corinthians,28,João Pedro,João Pedro de Sousa Rodrigues,J. Pedro,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
765,jean-gabriel,294,125551,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_zBglDNB.png,0,6,Coritiba,28,Jean Gabriel,Jean Gabriel Silveira,J. Gabriel,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
766,dudu,293,125746,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,0,6,Athlético-PR,28,Dudu,Eduardo Kogitzki Anastacio,Dudu,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
767,pedro-morisco,294,125803,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_uEqzzMU.png,0,6,Coritiba,28,Pedro Morisco,Pedro Luccas Morisco da Silva,P. Morisco,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
768,rafael-monteiro,266,125804,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,0,6,Fluminense,28,Rafael Monteiro,Rafael Monteiro Reis,R. Monteiro,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
769,zapelli,293,125926,4.7,,-0.8,True,4,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,10,7,Athlético-PR,28,Zapelli,Bruno Zapelli,Zapelli,5.21,3.4,1.0,,7.0,6.0,3.0,6.0,6.0,1.0,,,,1.0,,,,,,,,,
770,diogo-oliveira,294,125992,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_j3yYqW0.png,9,6,Coritiba,28,Diogo Oliveira,Diogo de Oliveira Barbosa,D. Oliveira,5.82,4.19,1.0,1.0,15.0,13.0,4.0,5.0,6.0,,,,,1.0,1.0,,,,,,,,
771,yani-quintero,280,126010,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/07/29/photo_FORMATO_jnLuJep.png,3,6,Bragantino,28,Yani Quintero,Yani David Quintero Rivas,Y. Quintero,1.53,0.53,,1.0,3.0,5.0,,,1.0,,,,,,,,,,,,,,
772,ythallo,276,126013,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/07/16/photo_220x220.png,0,6,São Paulo,28,Ythallo,Ythallo Rycklem Rodrigues de Oliveira,Ythallo,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
773,gabriel-toebe,263,126095,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/07/22/photo_220x220_FGWBPMe.png,0,6,Botafogo,28,Gabriel Toebe,Gabriel Toebe Studt,G. Toebe,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
774,freddy,284,126116,0.0,,0.0,False,5,,1,6,Grêmio,28,Freddy,Freddy Ariel Noguera Rolon,Freddy,0.94,0.5,,,,,,,1.0,,,,,,,,,,,,,,
