"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","G","I","PE","RB","FD","A","FT","SG","CV","PP","DD","GS","GC","DP"
"498","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,28,"GRE","lat","Nulo",0,7.62,0,2.45,8,"Grêmio",1,10,NA,6,NA,1,9,9,NA,NA,NA,3,NA,1,NA,NA,NA,NA
"499","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,28,"CRU","mei","Provável",0,7.11,0,3.49,14,"Cruzeiro",1,20,8,15,1,NA,24,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,28,"SAO","lat","Contundido",0,4.28,0,0.31,9,"São Paulo",2,16,1,10,NA,NA,37,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"501","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,28,"FLA","zag","Nulo",0,8.37,0,4.05,12,"Flamengo",1,15,5,5,NA,3,10,15,1,NA,NA,6,NA,NA,NA,NA,NA,NA
"502","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,28,"GRE","ata","Nulo",2.7,10.39,0.01,4.12,24,"Grêmio",1,12,14,17,5,1,24,15,17,2,1,NA,NA,NA,NA,NA,NA,NA
"503","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/09/05/a1edec3abed61e3df5ec4b21d324e499_FORMATO.png",50284,28,"COR","gol","Provável",-1.5,13.01,-0.48,4.57,28,"Coritiba",2,NA,NA,6,NA,NA,14,NA,NA,NA,NA,7,NA,NA,55,37,NA,1
"504","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,28,"COR","zag","Nulo",-2,0.79,-0.02,-0.52,7,"Coritiba",5,9,1,4,NA,1,8,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"505","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,28,"CRU","mei","Provável",0,7.46,0,2.99,9,"Cruzeiro",1,8,7,18,1,NA,33,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/25/49f339ad5e5c362acf8628d9d617d724_FORMATO.png",50407,28,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/07/25/ac2070c9ec995dd5cc0efc710891a97a_FORMATO.png",50362,28,"FLU","lat","Provável",0,2.14,0,0.4,21,"Fluminense",8,41,4,18,NA,6,73,26,4,1,NA,1,NA,NA,NA,NA,NA,NA
"508","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/08/22/78ca498fcf5cadcc0cd8ae43c4e186b8_FORMATO.jpeg",50348,28,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,1,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,28,"GRE","ata","Dúvida",0,20.87,0,7.37,15,"Grêmio",1,17,14,36,5,3,75,21,15,6,NA,NA,NA,1,NA,NA,NA,NA
"510","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2017/08/30/be14f1dad39de4605e99b4889d96758f_FORMATO.png",50421,28,"SPO","mei","Provável",0,3.41,0,0.06,8,"Sport",1,7,1,10,NA,NA,25,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,28,"VAS","zag","Provável",6.4,4.63,0.66,2.04,20,"Vasco",6,17,4,14,NA,NA,37,15,2,NA,NA,7,NA,NA,NA,NA,NA,NA
"512","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/08/30/1d0425c1f6b3c4bb5041fa1cb9ee960e_FORMATO.png",50369,28,"VIT","mei","Nulo",-1.8,1.82,-0.38,0.19,9,"Vitória",2,8,2,12,NA,3,37,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,28,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,28,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,28,"CRU","zag","Nulo",0,8.89,0,3.04,23,"Cruzeiro",7,15,3,12,1,NA,51,16,5,1,1,10,NA,NA,NA,NA,NA,NA
"516","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,28,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,28,"SAN","ata","Nulo",0,4.35,0,1.44,21,"Santos",NA,17,18,9,3,9,50,5,7,1,NA,NA,NA,1,NA,NA,NA,NA
"518","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2017/07/25/3877f66bdd821cbbcd81de82eeebcb3c_FORMATO.png",50856,28,"FLU","zag","Contundido",0,9.14,0,2.28,20,"Fluminense",3,19,1,23,NA,NA,33,24,1,NA,2,2,NA,NA,NA,NA,NA,NA
"519","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,28,"CHA","lat","Provável",4,8.16,-0.45,3.12,25,"Chapecoense",8,49,15,49,1,2,58,30,8,NA,NA,7,NA,NA,NA,NA,NA,NA
"520","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/07/28/eaa5d401b5faf55be5cb064b19e97744_FORMATO.png",50645,28,"BAH","lat","Provável",4.1,7.06,-1.02,2.99,26,"Bahia",6,36,4,27,NA,2,129,47,1,1,NA,9,NA,NA,NA,NA,NA,NA
"521","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,28,"SAO","gol","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,28,"ATL","zag","Contundido",0,7.51,0,2.63,19,"Atlético-GO",NA,29,10,31,NA,NA,41,24,NA,1,1,1,NA,NA,NA,NA,NA,NA
"523","Keirrison de Souza Carneiro","Keirrison","https://s.glbimg.com/es/sde/f/2017/07/27/e66b2c78e9f0ae24320e10cc36d11f56_FORMATO.png",50880,28,"COR","ata","Nulo",0,2.4,0,0.35,2,"Coritiba",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,28,"BOT","zag","Nulo",0,5.9,0,4.78,5,"Botafogo",1,3,2,6,NA,NA,13,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"525","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,28,"FLA","mei","Provável",-2.4,12.05,-0.88,3.53,19,"Flamengo",1,19,10,38,3,NA,100,20,8,4,NA,NA,NA,1,NA,NA,NA,NA
"526","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,28,"SAN","mei","Nulo",0,3.32,0,-0.26,9,"Santos",3,10,2,8,NA,NA,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,28,"COR","lat","Provável",5.6,6.18,0.55,5.21,12,"Coritiba",2,10,4,11,2,NA,49,15,10,3,NA,3,NA,1,NA,NA,NA,NA
"528","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,28,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,28,"VIT","lat","Nulo",0,5.87,0,3.4,7,"Vitória",1,15,2,16,NA,NA,22,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"530","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,28,"GRE","zag","Nulo",0,5.81,0,4.22,5,"Grêmio",1,5,1,1,NA,NA,6,6,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"531","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,28,"ATL","lat","Dúvida",-0.2,12.86,-0.42,5.05,25,"Atlético-PR",2,25,5,43,4,11,77,29,5,4,NA,8,NA,NA,NA,NA,NA,NA
"532","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,28,"VIT","mei","Provável",6.4,6.15,1.19,2.93,25,"Vitória",5,44,12,13,3,1,48,44,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"533","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,28,"VIT","zag","Contundido",0,9.01,0,4.51,19,"Vitória",4,15,10,10,4,5,44,22,3,1,1,6,NA,NA,NA,NA,1,NA
"534","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,28,"COR","lat","Contundido",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,28,"ATL","mei","Nulo",-3.7,3.54,-1.62,1,22,"Atlético-PR",5,27,2,14,1,1,44,20,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"536","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/08/16/85d20e5a1ac2e527a5eca70e709f7b10_FORMATO.jpeg",52253,28,"FLA","zag","Provável",5.5,11.88,-1.48,4.9,22,"Flamengo",2,14,5,21,3,2,25,29,5,NA,NA,7,NA,NA,NA,NA,NA,NA
"537","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,28,"VIT","mei","Nulo",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,28,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,1,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,28,"CRU","ata","Contundido",0,2.4,0,3.53,11,"Cruzeiro",2,6,3,13,2,1,7,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"540","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,28,"AVA","lat","Nulo",0,12.27,0,4.55,26,"Avaí",5,45,10,78,NA,4,139,57,2,1,NA,10,NA,NA,NA,NA,1,NA
"541","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,28,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,28,"PON","mei","Nulo",0,7.2,0,1.75,14,"Ponte Preta",1,16,9,14,1,1,53,14,1,2,NA,NA,1,NA,NA,NA,NA,NA
"543","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,28,"CHA","zag","Nulo",0,6.4,0,2.38,10,"Chapecoense",2,13,4,NA,1,NA,22,10,3,1,NA,2,1,NA,NA,NA,NA,NA
"544","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,28,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,28,"SPO","mei","Nulo",0,3.46,0,1.74,7,"Sport",1,8,NA,5,NA,NA,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,28,"ATL","zag","Provável",0,2.6,-0.72,1.7,10,"Atlético-GO",NA,4,1,5,NA,1,7,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"547","Leonardo Gomes da Conceição Silva","Leonardo","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,28,"GRE","lat","Nulo",0,2.79,0,3.95,4,"Grêmio",NA,6,NA,1,NA,NA,12,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"548","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,28,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,28,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,28,"SAN","lat","Dúvida",5.1,11.05,1.16,4.41,12,"Santos",2,8,3,12,NA,NA,32,10,2,1,1,7,NA,NA,NA,NA,NA,NA
"551","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,28,"GRE","ata","Nulo",-2.3,2.64,-0.8,1.46,5,"Grêmio",1,4,NA,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,28,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,28,"BOT","zag","Nulo",0,0.78,0,1.14,5,"Botafogo",2,10,1,4,NA,NA,16,4,NA,NA,NA,3,1,NA,NA,NA,NA,NA
"554","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2017/09/21/c6a1b3f0f45e2d4b713c17d8fb179f4e_FORMATO.png",87211,28,"PON","tec","Provável",0,9.05,0,2.79,12,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Anderson Vieira Martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2017/07/24/b1c36aceb7c5d5fb95b9079cf23fe5fe_FORMATO.png",52618,28,"VAS","zag","Provável",9.2,10.8,1.01,3.63,8,"Vasco",1,10,6,2,NA,NA,21,13,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"556","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,28,"COR","lat","Provável",1.4,9.52,0.32,3.83,24,"Corinthians",4,18,3,28,2,4,83,13,2,2,NA,14,NA,NA,NA,NA,NA,NA
"557","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,28,"GRE","zag","Provável",5.5,9.84,0.21,2.73,18,"Grêmio",7,26,3,12,NA,3,37,22,NA,NA,1,8,NA,NA,NA,NA,NA,NA
"558","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,28,"BOT","lat","Nulo",0.2,8.55,-0.62,3.33,19,"Botafogo",4,18,3,26,NA,1,24,15,NA,1,2,7,NA,NA,NA,NA,NA,NA
"559","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,28,"ATL","zag","Provável",1.1,9.02,-0.9,3.73,18,"Atlético-MG",1,23,6,16,1,1,34,23,2,NA,NA,6,NA,NA,NA,NA,NA,NA
"560","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,28,"SAO","lat","Nulo",0,7.28,0,2.67,7,"São Paulo",NA,10,2,6,NA,NA,20,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"561","Leonardo Gamalho de Souza","Léo Gamalho","https://s.glbimg.com/es/sde/f/2017/08/24/cb79c4aff8a8ded85c29f01203f775d8_FORMATO.png",53865,28,"PON","ata","Nulo",0,7.2,0,3.6,6,"Ponte Preta",NA,9,3,6,2,NA,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,28,"VIT","lat","Provável",2.2,3.16,0.11,3.2,12,"Vitória",2,30,7,15,NA,2,47,23,1,NA,NA,4,NA,NA,NA,NA,NA,NA
"563","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/07/28/c0ea66c25e44744e6dca2de152c06395_FORMATO.png",87486,28,"BAH","lat","Nulo",0,5.29,0,2.2,17,"Bahia",4,25,1,22,NA,NA,51,15,1,1,NA,6,NA,NA,NA,NA,NA,NA
"564","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,28,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,28,"ATL","zag","Nulo",0,2.97,0,2.8,3,"Atlético-MG",NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"566","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,28,"ATL","mei","Provável",2.2,7.75,-0.38,2.48,10,"Atlético-PR",1,11,8,15,2,4,33,3,5,1,1,NA,NA,1,NA,NA,NA,NA
"567","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,28,"CHA","ata","Nulo",-0.1,4.27,-1.06,2.17,19,"Chapecoense",1,21,9,8,4,1,20,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"568","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,28,"BOT","lat","Contundido",0,6.8,0,3.25,6,"Botafogo",NA,4,NA,1,NA,NA,14,6,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"569","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,28,"ATL","gol","Provável",-1.8,10.82,-2.18,4.12,26,"Atlético-MG",4,2,NA,6,NA,NA,16,NA,NA,NA,NA,6,NA,NA,40,30,NA,4
"570","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,28,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,28,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",2,6,4,12,NA,NA,20,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Santiago Tréllez Vivero","Tréllez","https://s.glbimg.com/es/sde/f/2017/08/30/598c84f830fc79d588e9be7667c7c973_FORMATO.png",87679,28,"VIT","ata","Provável",1.1,4.99,-1.32,3.81,14,"Vitória",2,38,8,9,6,5,31,5,6,1,3,NA,NA,NA,NA,NA,NA,NA
"573","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,28,"AVA","ata","Nulo",0,2.94,0,1.35,20,"Avaí",1,28,4,9,NA,1,16,20,2,2,NA,NA,1,NA,NA,NA,NA,NA
"574","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2017/04/24/89077bf2beda96cfae171fad51c21cd1_FORMATO.png",60969,28,"VIT","lat","Nulo",-0.3,7.01,-0.69,2.53,24,"Vitória",3,35,11,13,NA,6,85,28,6,3,NA,6,NA,NA,NA,NA,NA,NA
"575","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,28,"VIT","mei","Provável",-1.5,2.2,-0.25,1.92,19,"Vitória",4,27,8,36,2,1,42,18,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"576","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,28,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,5,7,NA,NA
"577","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,28,"COR","mei","Provável",-1.9,13.4,-2.23,3.71,23,"Corinthians",5,36,21,45,3,2,90,20,19,4,2,NA,NA,NA,NA,NA,NA,NA
"578","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,28,"PON","ata","Provável",0,20.39,0,6.25,25,"Ponte Preta",3,29,24,85,10,7,68,23,24,1,NA,NA,NA,2,NA,NA,NA,NA
"579","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,28,"COR","mei","Nulo",0,5.14,0,0.28,4,"Coritiba",NA,5,NA,3,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
