"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","PE","RB","SG","FT","I","PP","DD","GS","CV","DP","GC"
"83","Luis Antônio da Rocha Júnior","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2017/07/28/3c67fd5bc97b298b018e4be018b27485_FORMATO.png",94968,37,"BAH","lat","Provável",5.5,3.61,1,3.32,16,"Bahia",NA,5,22,NA,2,23,NA,44,32,4,NA,NA,NA,NA,NA,NA,NA,NA
"84","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,37,"GRE","zag","Nulo",0,2.2,0,1.2,12,"Grêmio",NA,5,13,NA,2,6,NA,30,10,4,NA,3,NA,NA,NA,NA,NA,NA
"85","Edilson Borba de Aquino","Orinho","https://s.glbimg.com/es/sde/f/2017/08/22/ed31aa68443f0c457c2a938720aa909d_FORMATO.png",95542,37,"SAN","lat","Nulo",0,3.02,0,5.25,2,"Santos",NA,NA,1,NA,1,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"86","Cléber Janderson Pereira Reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2017/08/22/c38b2f1c3e2258a438ef5b0dfc958e01_FORMATO.png",72376,37,"COR","zag","Provável",2,6.27,-1.24,3.68,14,"Coritiba",NA,4,14,2,2,4,2,25,23,4,NA,1,NA,NA,NA,NA,NA,1
"87","Deijair dos Santos Nunes","Deijair ","https://s.glbimg.com/es/sde/f/2017/02/21/78e66c5df2b907d4d815509e312cf19f_FORMATO.png",94966,37,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Luís Fernando Santos da Conceição","Luís Fernando","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",94971,37,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,37,"AVA","mei","Contundido",0,5.16,0,1.66,13,"Avaí",NA,6,32,2,1,29,NA,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,37,"VIT","zag","Nulo",0,4.26,0,1.93,13,"Vitória",NA,4,12,4,7,2,1,31,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"91","Pedro Henrique Alves de Almeida","Pedro","https://s.glbimg.com/es/sde/f/2017/08/22/62e2c2d281705d4a088eef5df2d3143d_FORMATO.png",95550,37,"ATL","ata","Nulo",0,0.79,0,0,1,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",94975,37,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Gabriel Dal Toé Busanello","Busanello","https://s.glbimg.com/es/sde/f/2017/06/27/6ac892113bf496da619970ae92cf36fa_FORMATO.png",97537,37,"CHA","lat","Nulo",0,1,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,37,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Alexis Nahuel Messidoro","Messidoro","https://s.glbimg.com/es/sde/f/2017/09/12/326864703d9b3350751776de5d7e2428_FORMATO.png",95562,37,"CRU","mei","Nulo",0,2.15,0,-0.47,3,"Cruzeiro",NA,NA,2,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,37,"BAH","zag","Contundido",0,6.27,0,2.76,26,"Bahia",1,4,13,2,2,27,NA,45,22,9,NA,NA,NA,NA,NA,1,NA,NA
"97","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",94985,37,"COR","lat","Nulo",-2.9,7.28,-0.44,2.34,19,"Coritiba",NA,5,25,2,4,13,NA,67,24,7,NA,NA,NA,NA,NA,NA,NA,NA
"98","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,37,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Marcus Vinicius Aredes Duarte","Vico","https://s.glbimg.com/es/sde/f/2017/04/23/7a5ce7b90f117f11953229683bd1c818_FORMATO.png",95622,37,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,37,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Kaynan Ribeiro Cruz","Kaynan","https://s.glbimg.com/es/sde/f/2017/02/21/13f8834fcead83b104fa6b9b86d35473_FORMATO.png",94978,37,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,37,"AVA","gol","Nulo",0,7.69,0,3.24,11,"Avaí",NA,2,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,18,14,NA,NA,NA
"103","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,37,"VAS","mei","Contundido",0,3.5,0,0.39,7,"Vasco",1,2,6,NA,1,4,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,37,"SAN","ata","Nulo",0,7.28,0,1.39,14,"Santos",NA,1,7,3,4,19,1,25,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"105","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png",95638,37,"BOT","zag","Nulo",0,5.25,0,3.68,13,"Botafogo",NA,1,9,1,3,4,NA,21,15,6,NA,NA,NA,NA,NA,NA,NA,NA
"106","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2017/04/03/0632627beb34d4add345d985b197b8d6_FORMATO.png",95651,37,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,37,"ATL","mei","Nulo",0,0.81,0,0.2,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Felipe Araruna Hoffman","Araruna","https://s.glbimg.com/es/sde/f/2017/02/09/565624d090495af948a09ef2a6efa7c7_FORMATO.png",95660,37,"SAO","mei","Nulo",0.7,1.78,-0.68,1.3,8,"São Paulo",NA,NA,3,NA,NA,7,NA,23,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,37,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,NA,6,4,1,1,NA,5,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"110","Jorge Darío Mendoza Torres","Jorge Mendoza","https://s.glbimg.com/es/sde/f/2017/08/30/0eea5fbc530ed19bf79af8d5ae46c723_FORMATO.png",73144,37,"PON","mei","Nulo",0,2.69,0,1.4,1,"Ponte Preta",NA,1,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Cassiano Silva dos Santos","Cassiano","https://s.glbimg.com/es/sde/f/2017/07/28/e3229c224dd3b65a77ccabf9badb7ee9_FORMATO.png",96411,37,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,37,"SAO","zag","Nulo",0,4.76,0,2.73,4,"São Paulo",NA,1,6,NA,NA,2,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"113","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,37,"SAO","zag","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,37,"BAH","mei","Provável",4.2,12.23,0.37,6.04,29,"Bahia",NA,6,54,9,25,59,4,66,90,NA,NA,3,NA,NA,NA,1,NA,NA
"115","Geovane Henrique Pereira de Souza","Geovane","https://s.glbimg.com/es/sde/f/2017/04/24/4e836a43a284121c7d2754809098d92c_FORMATO.png",96349,37,"COR","zag","Contundido",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/09/05/414cc739934721ba0e4da731953eaed8_FORMATO.png",73635,37,"COR","ata","Provável",2.2,9.02,0.84,3.66,33,"Coritiba",2,6,42,8,9,112,6,85,33,NA,NA,9,NA,NA,NA,NA,NA,NA
"117","Miguel Ángel Trauco Saavedra","Trauco","https://s.glbimg.com/es/sde/f/2017/08/22/c4c0a5b479bb7a6641f7182c7000df82_FORMATO.jpeg",95738,37,"FLA","lat","Provável",0,6.73,0,2.7,22,"Flamengo",NA,3,36,4,7,9,1,86,26,9,1,NA,NA,NA,NA,1,NA,NA
"118","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2017/08/29/290e1b5521ef67d15a9877e4e2544c0c_FORMATO.png",95780,37,"VAS","tec","Provável",5.31,12.32,0.72,3.98,34,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,37,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,37,"COR","ata","Nulo",0,0.87,0,0.34,10,"Coritiba",NA,2,11,1,3,8,NA,13,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"121","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,37,"BOT","mei","Dúvida",1.4,6.1,0.08,3.18,22,"Botafogo",1,3,23,7,10,28,5,49,15,NA,1,NA,NA,NA,NA,NA,NA,NA
"122","Ralph Machado Dias","Ralph","https://s.glbimg.com/es/sde/f/2017/04/03/31d573bf9a9cb39a1ab39967572631bf_FORMATO.png",96433,37,"ATL","mei","Nulo",0,1.04,0,0.45,4,"Atlético-MG",NA,3,3,NA,NA,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,37,"SAO","ata","Contundido",0,14.96,0,3.62,35,"São Paulo",5,2,42,29,41,35,7,105,21,NA,1,7,1,NA,NA,1,NA,NA
"124","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/08/22/3523b9a002ea6c053d1937f2066c6f33_FORMATO.jpeg",73421,37,"FLA","zag","Provável",4.3,8.04,0.5,3.67,19,"Flamengo",NA,1,10,8,9,7,NA,55,21,8,NA,NA,NA,NA,NA,NA,NA,NA
"125","Victor Lindenberg Vieira","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/07/15/66e600863d0ea2f49a7e1022ebde68c8_FORMATO.png",96524,37,"BOT","lat","Nulo",0,0.78,0,0,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Nathanael Ananias da Silva","Nathan","https://s.glbimg.com/es/sde/f/2017/05/04/b74ef267184f334baa67220e0d8d5a01_FORMATO.png",95794,37,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Renan Augusto Lodi dos Santos","Renan Lodi","https://s.glbimg.com/es/sde/f/2017/04/23/cfd0bead775744f8d276b9988eeee824_FORMATO.png",96591,37,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,37,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2017/08/30/12b3e91f20258ba99fe8f4ed727b0460_FORMATO.png",73384,37,"SPO","lat","Nulo",0,3.84,0,2.48,23,"Sport",1,6,28,5,2,34,NA,86,27,7,NA,1,NA,NA,NA,NA,NA,NA
"130","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,37,"SAO","zag","Provável",3.1,9.68,-0.59,2.94,32,"São Paulo",NA,8,23,2,11,19,NA,50,47,7,1,2,NA,NA,NA,NA,NA,NA
"131","Carlos Moisés de Lima","Carlinhos","https://s.glbimg.com/es/sde/f/2017/05/03/ff14836ef129f0c93960c6c4c985b87d_FORMATO.png",96831,37,"COR","ata","Nulo",0,1.71,0,0.7,1,"Corinthians",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,37,"ATL","ata","Nulo",0,3.9,0,1.62,17,"Atlético-PR",1,1,9,9,13,7,1,21,6,NA,NA,9,NA,NA,NA,NA,NA,NA
"133","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2017/05/02/90ea91f7ba7a3941f90047a0aca02c82_FORMATO.png",95837,37,"SAN","zag","Nulo",-1.2,3.34,-0.74,4,7,"Santos",1,NA,4,NA,3,2,NA,11,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"134","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,37,"CRU","lat","Nulo",0,3.09,0,-0.33,4,"Cruzeiro",NA,2,7,NA,NA,4,NA,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"135","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,37,"PON","lat","Nulo",0,0.79,0,-0.67,3,"Ponte Preta",NA,NA,4,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/23/1d114129100c1552c9d2fac173daf8ea_FORMATO.jpeg",95820,37,"COR","zag","Contundido",0,4.38,0,5,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"137","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,37,"FLA","ata","Nulo",0,2.59,0,-0.45,6,"Flamengo",NA,2,5,NA,2,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,37,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",NA,2,7,NA,NA,5,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,37,"PON","ata","Nulo",0,1.78,0,0.39,11,"Ponte Preta",NA,NA,4,1,4,7,NA,17,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"140","Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,37,"COR","mei","Provável",0,0.79,0,0,1,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Caique da Silva Maria","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,37,"SAO","lat","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_FORMATO.png",95843,37,"SPO","lat","Provável",7.1,8.82,-0.06,5.68,21,"Sport",2,3,40,1,1,26,NA,72,63,7,NA,NA,NA,NA,NA,NA,NA,NA
"143","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,37,"SAN","ata","Dúvida",8,3.24,1.13,2.25,11,"Santos",NA,1,8,2,4,9,2,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,37,"SPO","ata","Nulo",2.4,6.95,0.27,2.87,26,"Sport",3,NA,12,9,15,45,2,60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,37,"FLA","ata","Nulo",0,8.18,0.61,1.46,15,"Flamengo",NA,2,13,4,1,25,NA,22,14,NA,NA,4,NA,NA,NA,NA,NA,NA
"146","Felipe Gustavo Domingos","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,37,"BAH","gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/26/8b500e8c0826bd7c342137f3449ddb7d_FORMATO.png",73918,37,"CHA","mei","Provável",3.4,5.65,0.82,2.87,12,"Chapecoense",2,3,30,1,2,4,1,49,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,37,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Daniel Cerântula Fuzato","Daniel Fuzato","https://s.glbimg.com/es/sde/f/2017/04/18/0521fd45c49f6fb1491a64df501d2e8d_FORMATO.png",95936,37,"PAL","gol","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Renan Silva Bragança","Dida","https://s.glbimg.com/es/sde/f/2017/04/23/9d628fcefea9ddda4e74ff681f296aeb_FORMATO.png",97138,37,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,37,"SAN","mei","Suspenso",2.4,6.34,0.02,4.18,26,"Santos",NA,6,46,1,4,30,2,43,75,NA,NA,NA,NA,NA,NA,NA,NA,1
"152","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,37,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",NA,2,10,1,2,20,1,9,5,NA,NA,4,NA,NA,NA,NA,NA,NA
"153","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,37,"VIT","zag","Nulo",0,2.2,0,1.43,14,"Vitória",NA,4,17,1,1,7,NA,19,10,4,NA,NA,NA,NA,NA,NA,NA,NA
"154","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,37,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Gabriel Vinícius de Oliveira Furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,37,"PAL","mei","Nulo",0,0.79,0,-1.75,2,"Palmeiras",NA,2,1,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,37,"COR","zag","Contundido",0,4.44,0,2.37,11,"Coritiba",NA,NA,12,2,1,1,NA,23,19,2,NA,1,NA,NA,NA,NA,NA,1
"157","Yan Medeiros Sasse","Yan","https://s.glbimg.com/es/sde/f/2017/04/24/2f02afc14f51ead3d8362b52708edf53_FORMATO.png",96055,37,"COR","mei","Suspenso",2.4,1.58,-1,2.23,9,"Coritiba",NA,3,6,3,1,5,2,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,37,"VAS","lat","Provável",6.5,10.08,0.95,3.72,26,"Vasco",2,2,23,9,7,34,2,45,18,8,NA,4,NA,NA,NA,NA,NA,NA
"159","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,37,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Luiz Filipe da Rosa Machado","Machado","https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png",96089,37,"GRE","mei","Provável",0.3,2.15,-0.69,2.25,4,"Grêmio",NA,1,3,1,NA,3,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,1
"161","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,37,"CHA","mei","Nulo",0.5,7.62,0.03,1.91,29,"Chapecoense",2,4,27,14,9,15,3,59,16,NA,2,2,NA,NA,NA,NA,NA,NA
"162","Thalisson Kelven da Silva","Thalisson Kelven","https://s.glbimg.com/es/sde/f/2017/07/26/312052227f7941f0d73d82bbd771691b_FORMATO.png",97448,37,"COR","zag","Dúvida",0,0.99,0,-0.4,2,"Coritiba",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"163","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,37,"VAS","mei","Nulo",0,4.59,0,1.9,9,"Vasco",2,1,6,1,1,8,1,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,37,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
