,atletas.slug,atletas.pontos_num,atletas.clube_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.nome,atletas.media_num,atletas.variacao_num,atletas.atleta_id,atletas.status_id,atletas.clube.id.full.name,atletas.preco_num,atletas.jogos_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.foto,atletas.apelido,DS,FC,FD,FF,FS,I,SG,CA,A,FT,G,CV,PC,PS,DE,GS,DP,V,PP,GC
466,renato-paiva,3.48,356,6,R. Paiva,Renato Manuel Alves Paiva,5.97,-0.47,110818,6,FOR,9.22,11,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Renato Paiva,,,,,,,,,,,,,,,,,,4.0,,
467,guilherme-lopes,0.2,280,2,G. Lopes,Guilherme Lopes de Almeida,6.12,-1.17,110909,7,RBB,7.66,5,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Guilherme Lopes,8.0,4.0,,1.0,2.0,,2.0,2.0,1.0,,1.0,,,,,,,,,1.0
468,rodrigo-santos,0.0,356,4,R. Santos,Rodrigo Oliveira dos Santos,0.0,0.0,111156,6,FOR,0.9,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Rodrigo Santos,,,,,,,,,,,,,,,,,,,,
469,romulo,0.0,354,4,Rômulo,Rômulo Azevedo Simão,0.53,0.0,111166,6,CEA,2.94,8,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Rômulo,1.0,6.0,3.0,,2.0,1.0,,,,,,,,,,,,,,
470,gustavo-martins,8.4,284,3,G. Martins,Gustavo Martins de Souza Santos,6.88,1.12,111309,6,GRE,10.16,5,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Gustavo Martins,10.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,,
471,luis-mandaca,7.3,286,4,L. Mandaca,Luis Gustavo da Silva Machado Duarte,4.69,0.36,111407,7,JUV,7.25,12,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Luis Mandaca,22.0,20.0,2.0,8.0,21.0,1.0,,1.0,,1.0,1.0,,,,,,,,,
472,renzo,0.0,292,3,Renzo,Renzo Azevedo Pimentel de Moura,0.0,0.0,111465,6,SPT,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Renzo,,,,,,,,,,,,,,,,,,,,
473,victor-gabriel,10.7,285,3,V. Gabriel,Victor Gabriel da Conceição Ribeiro,9.24,1.07,111466,7,INT,12.07,5,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Victor Gabriel,13.0,6.0,1.0,1.0,1.0,,2.0,,,,2.0,,,,,,,,,
474,gabriel-atila,0.0,282,1,G. Átila,Gabriel Átila Cardoso da Silva,0.0,0.0,111582,6,CAM,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Gabriel Átila,,,,,,,,,,,,,,,,,,,,
475,micael,0.0,275,3,Micael,Micael dos Santos Silva,3.35,0.0,111594,7,PAL,5.32,6,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Micael,4.0,7.0,1.0,,2.0,,3.0,1.0,,,,,,,,,,,,
476,adson,0.0,267,4,Adson,Adson Ferreira Soares,0.85,0.0,111682,5,VAS,3.01,9,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Adson,3.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,
477,anthoni,0.0,285,1,Anthoni,Anthoni Spier Souza,1.8,0.0,111683,6,INT,3.98,12,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Anthoni,,,,,2.0,,2.0,,,,,,,,22.0,18.0,,,,
478,matheus-cunha,0.0,262,1,M. Cunha,Matheus Cunha Queiroz,0.0,0.0,111690,6,FLA,5.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Matheus Cunha,,,,,,,,,,,,,,,,,,,,
479,ryan-guilherme,0.0,356,4,R. Guilherme,Ryan Guilherme da Silva Pae,0.0,0.0,111757,6,FOR,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Ryan Guilherme,,,,,,,,,,,,,,,,,,,,
480,fabinho,2.5,280,4,Fabinho,Fábio Silva de Freitas,1.5,-0.25,111760,2,RBB,2.95,12,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fabinho,6.0,8.0,1.0,4.0,6.0,,,1.0,1.0,,,,,,,,,,,
481,kayky,1.5,265,5,Kayky,Kayky da Silva Chagas,1.51,0.19,111829,6,BAH,2.94,9,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Kayky,2.0,1.0,2.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,,
482,matheus-martins,0.0,263,5,M. Martins,Matheus Martins Silva dos Santos,3.02,0.0,111831,6,BOT,5.73,5,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Matheus Martins,5.0,5.0,4.0,1.0,9.0,,,1.0,,,,,,,,,,,,
483,renzo-lopez,1.1,287,5,R. López,Renzo López Patrón,1.53,-0.46,111951,6,VIT,5.5,3,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Renzo López,2.0,4.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
484,gabriel-grando,0.0,284,1,G. Grando,Gabriel Hamester Grando,-3.0,0.0,112616,6,GRE,3.83,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Gabriel Grando,,,,,,,,,,,,1.0,,,,,,,,
485,kaiki-bruno,8.7,283,2,K. Bruno,Kaiki Bruno da Silva,7.7,0.89,112709,7,CRU,10.58,14,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kaiki Bruno,38.0,31.0,1.0,8.0,21.0,,7.0,3.0,2.0,,,,,,,,,,,
486,ramon-sosa,0.8,275,5,R. Sosa,Ramón Sosa Acosta,0.35,-0.71,112863,6,PAL,7.48,2,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Ramón Sosa,,,,1.0,,1.0,,,,,,,,,,,,,,
487,anibal-moreno,3.0,275,4,A. Moreno,Aníbal Ismael Moreno,2.39,-0.42,112869,7,PAL,4.75,10,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Aníbal Moreno,14.0,6.0,1.0,5.0,1.0,,,1.0,,,,,,,,,,,,
488,lucas-barbosa,0.0,280,5,L. Barbosa,Lucas Henrique Barbosa,3.98,0.0,112886,7,RBB,7.65,13,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Lucas Barbosa,22.0,24.0,6.0,9.0,12.0,4.0,,1.0,2.0,,,1.0,,,,,,,,
489,sforza,0.0,267,4,Sforza,Juan Sebastián Sforza,0.85,0.0,112906,6,VAS,4.54,2,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Sforza,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
490,freytes,0.8,266,3,Freytes,Juan Pablo Freytes,2.7,-0.67,113034,7,FLU,4.05,13,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Freytes,7.0,5.0,2.0,6.0,6.0,1.0,3.0,2.0,,1.0,,,,,,,,,,
491,kervin-andrade,0.0,356,4,K. Andrade,Kervin Mario Andrade Navarro,2.4,0.0,113073,6,FOR,3.89,5,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Kervin Andrade,3.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,
492,mancuso,0.0,356,2,Mancuso,Eros Nazareno Mancuso,3.12,-0.47,113078,6,FOR,6.54,9,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Mancuso,9.0,5.0,,4.0,8.0,1.0,2.0,1.0,,,,,,,,,,,,
493,flaco-lopez,0.0,275,5,F. López,José Manuel Alberto López,4.7,0.0,113103,6,PAL,8.42,11,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Flaco López,13.0,14.0,3.0,14.0,16.0,4.0,,3.0,,,2.0,,,1.0,,,,,,
494,nathan-mendes,0.0,280,2,N. Mendes,Nathan Gabriel de Souza Mendes,2.13,0.0,113157,6,RBB,4.8,4,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Nathan Mendes,1.0,1.0,,1.0,3.0,,1.0,,,,,,,,,,,,,
495,marquinhos,6.9,283,5,Marquinhos,Marcus Vinícius Oliveira Alencar,1.21,1.25,113158,6,CRU,4.53,10,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Marquinhos,5.0,4.0,2.0,3.0,4.0,,,1.0,,,,,,,,,,,,
496,pablo-maia,-0.6,276,4,P. Maia,Pablo Gonçalves Maia Fortunato,0.4,-0.39,113359,6,SAO,4.23,7,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Pablo Maia,3.0,10.0,,1.0,5.0,,,2.0,,,,,,,,,,,,
497,cristian-olivera,1.5,284,5,C. Olivera,Cristian Gonzalo Olivera Ibarra,6.61,-0.2,113397,6,GRE,9.77,9,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cristian Olivera,16.0,14.0,5.0,4.0,17.0,,,2.0,,,3.0,,,,,,,,,
498,du-queiroz,0.0,292,4,D. Queiroz,Eduardo Santos Queiroz,1.51,0.0,113687,6,SPT,2.61,11,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Du Queiroz,11.0,11.0,1.0,4.0,,,,,,,,,1.0,,,,,,,
499,diogenes,0.0,277,1,Diógenes,Diógenes Vinícius da Silva,0.0,0.0,113690,6,SAN,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Diógenes,,,,,,,,,,,,,,,,,,,,
500,gamarra,0.0,283,3,Gamarra,Mateo Gamarra González,2.35,0.0,114334,6,CRU,4.83,2,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Gamarra,4.0,1.0,,,,,,,,,,,1.0,,,,,,,
501,cleiton,0.0,262,3,Cleiton,Cleiton Santana dos Santos,0.0,0.0,114790,6,FLA,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Cleiton,,,,,,,,,,,,,,,,,,,,
502,vitor-roque,8.0,275,5,V. Roque,Vitor Hugo Roque Ferreira,4.52,0.67,114802,7,PAL,11.22,12,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Vitor Roque,13.0,12.0,6.0,6.0,25.0,1.0,,2.0,,,2.0,,,,,,,,,
503,miguelito,0.0,277,4,Miguelito,Miguel Àngel Terceros,0.0,0.0,115025,6,SAN,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Miguelito,,,,,,,,,,,,,,,,,,,,
504,lucas-freitas,11.5,267,3,L. Freitas,Lucas de Freitas Molarinho Chagas,2.29,1.97,115141,6,VAS,5.4,10,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lucas Freitas,6.0,9.0,,2.0,6.0,,1.0,1.0,,,1.0,,,,,,,,,
505,wesley,0.0,262,2,Wesley,Wesley Vinícius França Lima,8.1,0.0,115239,6,FLA,12.45,10,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Wesley,22.0,14.0,2.0,3.0,21.0,1.0,6.0,3.0,2.0,,,,,,,,,,,
506,jhon-jhon,0.0,280,4,J. Jhon,Jhonatan dos Santos Rosa,4.13,0.0,115248,7,RBB,7.28,14,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Jhon Jhon,9.0,8.0,4.0,7.0,29.0,1.0,,2.0,1.0,1.0,2.0,,,,,,,,,
507,romulo,-0.1,282,3,Rômulo,Rômulo Helberte Pereira Junior,2.33,-0.77,115268,6,CAM,3.69,3,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Rômulo,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,,,
508,rwan-cruz,1.5,263,5,R. Cruz,Rwan Philipe Rodrigues de Souza Cruz,1.34,-0.1,115404,6,BOT,3.25,5,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Rwan Cruz,3.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,
509,marcos-victor,0.0,354,3,M. Victor,Marcos Victor Ferreira da Silva,0.0,0.0,115537,6,CEA,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Marcos Victor,,,,,,,,,,,,,,,,,,,,
510,rodriguinho,0.0,283,4,Rodriguinho,Rodrigo Henrique Santos de Souza,-0.6,0.0,115563,6,CRU,3.12,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Rodriguinho,,2.0,,,,,,,,,,,,,,,,,,
511,emerson-galego,0.0,286,5,E. Galego,Emerson Mendes de Carvalho,1.25,0.0,115586,6,JUV,3.01,2,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Emerson Galego,1.0,,,,2.0,,,,,,,,,,,,,,,
512,marcos-paulo,-2.3,286,2,M. Paulo,Marcos Paulo Lima Batista Silva,2.53,-1.29,115594,3,JUV,3.18,8,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marcos Paulo,11.0,10.0,2.0,1.0,3.0,,1.0,2.0,,,,,1.0,,,,,,,
513,gabriel-delfim,0.0,282,1,G. Delfim,Gabriel Delfim Ferreira,1.9,0.0,115674,6,CAM,2.55,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Gabriel Delfim,,,,,,,,,,,,,,,3.0,2.0,,,,
514,evertton-araujo,0.5,262,4,E. Araújo,Everton Gustavo Fernandes Araújo,3.25,-1.32,115914,6,FLA,4.54,6,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Evertton Araújo,5.0,7.0,3.0,,5.0,,,,,,1.0,,,,,,,,,
515,matheus-goncalves,-0.3,262,4,M. Gonçalves,Matheus Gonçalves Martins,1.6,-0.66,116012,6,FLA,3.77,4,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Matheus Gonçalves,3.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,
516,cuiabano,14.5,263,2,Cuiabano,Luís Eduardo Soares da Silva,7.14,1.07,116065,6,BOT,11.45,11,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Cuiabano,11.0,10.0,1.0,3.0,9.0,1.0,7.0,2.0,1.0,1.0,2.0,,,,,,,,,
517,thiago-beltrame,0.0,284,1,T. Beltrame,Thiago Beltrame Stallbaum,0.0,0.0,116067,6,GRE,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Thiago Beltrame,,,,,,,,,,,,,,,,,,,,
518,hercules,0.0,266,4,Hércules,Hércules Pereira do Nascimento,3.19,-0.78,116447,7,FLU,6.07,10,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Hércules,12.0,12.0,2.0,5.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,
519,jamerson,0.0,287,2,Jamerson,Jamerson Santos de Jesus,5.15,0.0,116461,5,VIT,7.87,12,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Jamerson,20.0,8.0,5.0,6.0,7.0,1.0,2.0,,2.0,,,,,,,,,,,
520,gabriel-knesowitsch,0.0,2305,3,G. Knesowitsch,Gabriel Knesowitsch,0.0,0.0,117061,7,MIR,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Gabriel Knesowitsch,,,,,,,,,,,,,,,,,,,,
521,thiago-borbas,0.8,280,5,T. Borbas,Thiago Nicolás Borbas Silva,1.17,-0.81,117314,6,RBB,2.02,8,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Thiago Borbas,1.0,5.0,1.0,2.0,3.0,,,3.0,,,1.0,,,,,,,,,
522,cipriano,0.0,286,3,Cipriano,João Luiz da Silva Cipriano,0.0,0.0,117336,5,JUV,4.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Cipriano,,,,,,,,,,,,,,,,,,,,
523,otavio,0.0,283,1,Otávio,Otávio Eleodoro Rezende Costa,0.0,0.0,117404,6,CRU,1.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Otávio,,,,,,,,,,,,,,,,,,,,
524,leo-mana,0.0,264,2,L. Maná,Leonardo Mana Hernandes,0.87,-0.47,117459,6,COR,2.54,3,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Léo Maná,2.0,1.0,,,,1.0,,,,,,,,,,,,,,
525,garro,2.4,264,4,Garro,Rodrigo Garro,3.08,-1.7,117632,7,COR,15.02,5,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Garro,1.0,2.0,2.0,2.0,13.0,,,2.0,,2.0,,,,,,,,,,
526,young,0.0,276,1,Young,Young Navarro Moraes,0.0,0.0,117818,6,SAO,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Young,,,,,,,,,,,,,,,,,,,,
527,breno-bidon,0.8,264,4,B. Bidon,Breno de Souza Bidon,3.53,0.02,117910,7,COR,7.32,13,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Breno Bidon,16.0,27.0,3.0,3.0,28.0,,,3.0,1.0,,1.0,,,,,,,,,
528,lavega,0.0,266,5,Lavega,Joaquín Lavega Colzada,0.5,0.0,117930,6,FLU,3.45,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Lavega,,,,,1.0,,,,,,,,,,,,,,,
529,iago,0.0,262,3,Iago,Iago Teodoro da Silva Nogueira,0.0,0.0,118090,6,FLA,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Iago,,,,,,,,,,,,,,,,,,,,
530,ronald,0.0,284,4,Ronald,Ronald Cardoso Falkoski,0.9,0.0,118238,6,GRE,2.17,5,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Ronald,3.0,,,,,,,,,,,,,,,,,,,
531,rodriguinho,0.0,276,4,Rodriguinho,Rodrigo Huendra Almeida Mendonça,-0.23,0.0,118563,6,SAO,1.13,6,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Rodriguinho,1.0,5.0,,2.0,,,,3.0,,,,,,,,,,,,
532,kevyson,0.0,292,2,Kevyson,Kevyson Costa e Silva,0.47,-0.27,118701,7,SPT,1.74,3,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Kevyson,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
533,mateus-carvalho,0.5,267,4,M. Carvalho,Mateus Carvalho dos Santos,1.13,-0.03,118752,6,VAS,3.58,9,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Mateus Carvalho,7.0,7.0,,1.0,4.0,,,1.0,,,,,,,,,,,,
534,lautaro-diaz,0.0,283,5,L. Díaz,Lautaro Ariel Díaz,0.3,0.0,118775,6,CRU,3.8,4,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Lautaro Díaz,,,1.0,,,,,,,,,,,,,,,,,
535,bruninho,0.0,356,4,Bruninho,Bruno César Pereira Silva,9.3,0.0,121668,6,FOR,5.37,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Bruninho,5.0,,,1.0,2.0,,,,,,,,,,,,,,,
536,paulinho-silva,0.0,267,2,P. Silva,Paulo Ricardo de Souza Babilônia,0.0,0.0,121766,6,VAS,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulinho Silva,,,,,,,,,,,,,,,,,,,,
537,andre,4.3,284,5,André,André Henrique da Silva Martins,2.63,-0.48,121792,6,GRE,3.88,8,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,André,,2.0,3.0,7.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,
538,kayke,0.0,264,5,Kayke,Kayke Ferrari Guimarães,0.8,0.0,121824,6,COR,1.21,1,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Kayke,,,,1.0,,,,,,,,,,,,,,,,
539,kaue-rodrigues,0.0,263,4,K. Rodrigues,Kauê Rodrigues Pessanha,0.0,0.0,121827,6,BOT,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kauê Rodrigues,,,,,,,,,,,,,,,,,,,,
540,hudson,1.2,286,4,Hudson,Hudson Alexandre Batista da Silva,0.7,0.14,121866,7,JUV,2.03,2,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Hudson,2.0,2.0,,,,,,1.0,,,,,,,,,,,,
541,ryan,0.0,265,2,Ryan,Ryan Carlos Santos de Sousa,0.0,0.0,122300,6,BAH,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ryan,,,,,,,,,,,,,,,,,,,,
542,cristian,7.7,2305,5,Cristian,Cristian Renato Gonçalves Riquelme,3.28,1.29,122302,6,MIR,5.4,11,15,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Cristian,4.0,8.0,8.0,3.0,3.0,,,2.0,1.0,,2.0,,,,,,,,,
543,dyogo-alves,0.0,262,1,D. Alves,Francisco Dyogo Bento Alves,0.0,0.0,122318,6,FLA,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Dyogo Alves,,,,,,,,,,,,,,,,,,,,
544,daniel-sales,0.0,262,2,D. Sales,Daniel dos Santos Sales,0.0,0.0,122320,6,FLA,2.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Daniel Sales,,,,,,,,,,,,,,,,,,,,
545,lorran,0.0,262,4,Lorran,Lorran Lucas Pereira de Sousa,0.0,0.0,122321,6,FLA,3.0,0,15,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Lorran,,,,,,,,,,,,,,,,,,,,
