,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.nome,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.status_id,atletas.foto,atletas.entrou_em_campo,CA,DS,FC,FF,FS,SG,DE,DP,GS,FD,G,I,A,V,CV,FT,PP,PS,PC,GC
478,Rômulo,5,-0.54,Rômulo Azevedo Simão,,4,354,-0.2,-0.3,CEA,3,3.77,111166,romulo,Rômulo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,,,2.0,,,,,,,,,,,,,,,,,
479,Gustavo Martins,5,0.0,Gustavo Martins de Souza Santos,,3,284,0.0,0.0,GRE,0,5.0,111309,gustavo-martins,G. Martins,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
480,Kelvi Gomes,5,0.0,Kelvi Chiesa Gomes,,4,286,0.0,0.0,JUV,0,3.0,111332,kelvi-gomes,K. Gomes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
481,Luis Mandaca,5,0.04,Luis Gustavo da Silva Machado Duarte,,4,286,5.02,3.1,JUV,5,6.36,111407,luis-mandaca,L. Mandaca,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,,7.0,7.0,4.0,11.0,,,,,,1.0,,,,,,,,,
482,Renzo,5,0.0,Renzo Azevedo Pimentel de Moura,,3,292,0.0,0.0,SPT,0,3.0,111465,renzo,Renzo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
483,Victor Gabriel,5,0.0,Victor Gabriel da Conceição Ribeiro,,3,285,0.0,0.0,INT,0,4.0,111466,victor-gabriel,V. Gabriel,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
484,Gabriel Átila,5,0.0,Gabriel Átila Cardoso da Silva,,1,282,0.0,0.0,CAM,0,1.0,111582,gabriel-atila,G. Átila,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
485,Micael,5,-0.43,Micael dos Santos Silva,,3,275,3.24,1.4,PAL,5,4.91,111594,micael,Micael,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,1.0,2.0,6.0,,2.0,3.0,,,,,,,,,,,,,,
486,Adson,5,0.0,Adson Ferreira Soares,,4,267,0.57,0.0,VAS,3,4.14,111682,adson,Adson,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,1.0,,,,,1.0,,,,,,,,,,
487,Anthoni,5,-0.14,Anthoni Spier Souza,,1,285,3.94,2.1,INT,5,5.34,111683,anthoni,Anthoni,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,,,,,2.0,2.0,9.0,,3.0,,,,,,,,,,,
488,Matheus Cunha,5,0.0,Matheus Cunha Queiroz,,1,262,0.0,0.0,FLA,0,5.0,111690,matheus-cunha,M. Cunha,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
489,Fabinho,5,0.35,Fábio Silva de Freitas,,4,280,1.3,2.4,RBB,3,3.01,111760,fabinho,Fabinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,
490,Kayky,5,0.0,Kayky da Silva Chagas,,5,265,0.0,0.0,BAH,2,2.21,111829,kayky,Kayky,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
491,Matheus Martins,5,-0.94,Matheus Martins Silva dos Santos,,5,263,2.75,0.6,BOT,4,5.37,111831,matheus-martins,M. Martins,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,1.0,4.0,4.0,1.0,8.0,,,,,2.0,,,,,,,,,,
492,João Victor,5,0.0,João Victor Vieira Ferreira Sousa,,5,354,0.0,0.0,CEA,1,0.87,112060,joao-victor,J. Victor,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
493,Gabriel Grando,5,-1.17,Gabriel Hamester Grando,,1,284,-3.0,-3.0,GRE,0,3.83,112616,gabriel-grando,G. Grando,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,,,,,,,,,,,,1.0,,,,,
494,Kaiki Bruno,5,0.31,Kaiki Bruno da Silva,,2,283,6.48,6.5,CRU,5,8.41,112709,kaiki-bruno,K. Bruno,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,1.0,12.0,8.0,2.0,10.0,1.0,,,,1.0,,,1.0,,,,,,,
495,Aníbal Moreno,5,-0.55,Aníbal Ismael Moreno,,4,275,1.28,0.0,PAL,4,4.33,112869,anibal-moreno,A. Moreno,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,,3.0,2.0,,,,,,,1.0,,,,,,,,,,
496,Lucas Barbosa,5,-1.23,Lucas Henrique Barbosa,,5,280,3.72,0.0,RBB,5,6.99,112886,lucas-barbosa,L. Barbosa,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,,6.0,9.0,3.0,3.0,,,,,3.0,,2.0,1.0,,,,,,,
497,Sforza,5,0.0,Juan Sebastián Sforza,,4,267,0.0,0.0,VAS,0,5.0,112906,sforza,Sforza,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
498,Freytes,5,-0.29,Juan Pablo Freytes,,3,266,2.6,1.9,FLU,5,3.92,113034,freytes,Freytes,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,,1.0,2.0,,2.0,2.0,,,,1.0,,1.0,,,,,,,,
499,Kervin Andrade,5,-0.46,Kervin Mario Andrade Navarro,,4,356,0.75,0.0,FOR,2,3.57,113073,kervin-andrade,K. Andrade,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,,1.0,,,,,,,,,,,,,,,,,,
500,Mancuso,5,-0.01,Eros Nazareno Mancuso,,2,356,4.43,2.8,FOR,4,7.76,113078,mancuso,Mancuso,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,1.0,6.0,2.0,3.0,6.0,1.0,,,,,,1.0,,,,,,,,
501,Flaco López,5,2.38,José Manuel Alberto López,,5,275,6.53,13.3,PAL,4,10.65,113103,flaco-lopez,F. López,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,,5.0,7.0,1.0,4.0,,,,,1.0,2.0,3.0,,,,,,1.0,,
502,Nathan Mendes,5,0.0,Nathan Gabriel de Souza Mendes,,2,280,0.0,0.0,RBB,0,4.0,113157,nathan-mendes,N. Mendes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
503,Marquinhos,5,0.0,Marcus Vinícius Oliveira Alencar,,5,283,0.47,0.0,CRU,3,4.76,113158,marquinhos,Marquinhos,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
504,Pablo Maia,5,0.0,Pablo Gonçalves Maia Fortunato,,4,276,0.0,0.0,SAO,0,8.0,113359,pablo-maia,P. Maia,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
505,Cristian Olivera,5,3.78,Cristian Gonzalo Olivera Ibarra,,5,284,8.1,14.9,GRE,2,9.96,113397,cristian-olivera,C. Olivera,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,1.0,7.0,6.0,,1.0,,,,,,1.0,,,,,,,,,
506,Lenny Lobato,5,-0.48,Lenny Ivo Lobato Romanelli,,5,292,1.08,0.0,SPT,5,2.94,113462,lenny-lobato,L. Lobato,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,1.0,2.0,3.0,2.0,,,,,1.0,,1.0,,,,,,,,
507,Du Queiroz,5,-0.13,Eduardo Santos Queiroz,,4,292,0.54,0.6,SPT,5,2.22,113687,du-queiroz,D. Queiroz,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,3.0,8.0,2.0,,,,,,,,,,,,,,,1.0,
508,Diógenes,5,0.0,Diógenes Vinícius da Silva,,1,277,0.0,0.0,SAN,0,2.0,113690,diogenes,Diógenes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
509,Douglas Mendes,5,0.0,Douglas Mendes Moreira,,3,280,0.0,0.0,RBB,0,4.0,114311,douglas-mendes,D. Mendes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
510,Gamarra,5,0.0,Mateo Gamarra González,,3,283,2.35,0.0,CRU,2,4.83,114334,gamarra,Gamarra,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,4.0,1.0,,,,,,,,,,,,,,,,1.0,
511,Cleiton,5,0.0,Cleiton Santana dos Santos,,3,262,0.0,0.0,FLA,0,3.0,114790,cleiton,Cleiton,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
512,Vitor Roque,5,-1.17,Vitor Hugo Roque Ferreira,,5,275,3.78,0.0,PAL,5,10.61,114802,vitor-roque,V. Roque,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,1.0,8.0,5.0,2.0,11.0,,,,,2.0,,1.0,,,,,,,,
513,Miguelito,5,0.0,Miguel Àngel Terceros,,4,277,0.0,0.0,SAN,0,3.0,115025,miguelito,Miguelito,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
514,Lucas Freitas,5,0.85,Lucas de Freitas Molarinho Chagas,,3,267,2.47,5.5,VAS,3,5.07,115141,lucas-freitas,L. Freitas,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,,1.0,2.0,,3.0,1.0,,,,,,,,,,,,,,
515,Wesley,5,-0.42,Wesley Vinícius França Lima,,2,262,7.28,8.3,FLA,5,11.6,115239,wesley,Wesley,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,1.0,8.0,8.0,3.0,11.0,3.0,,,,,,1.0,1.0,,,,,,,
516,Naves,5,-0.81,Kaiky Marques Naves,,3,275,-1.0,-1.0,PAL,1,3.19,115246,naves,Naves,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,,,,,,,,,,,,,,,,,,,1.0,
517,Jhon Jhon,5,1.08,Jhonatan dos Santos Rosa,,4,280,5.24,9.0,RBB,5,8.3,115248,jhon-jhon,J. Jhon,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,1.0,3.0,3.0,4.0,10.0,,,,,2.0,1.0,,1.0,,,,,,,
518,Rômulo,5,0.0,Rômulo Helberte Pereira Junior,,3,282,0.0,0.0,CAM,0,3.0,115268,romulo,Rômulo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
519,Rwan Cruz,5,0.0,Rwan Philipe Rodrigues de Souza Cruz,,5,263,0.0,0.0,BOT,0,4.0,115404,rwan-cruz,R. Cruz,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
520,Marcos Victor,5,0.0,Marcos Victor Ferreira da Silva,,3,354,0.0,0.0,CEA,0,3.0,115537,marcos-victor,M. Victor,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
521,Rodriguinho,5,0.0,Rodrigo Henrique Santos de Souza,,4,283,-0.6,0.0,CRU,1,3.12,115563,rodriguinho,Rodriguinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,,2.0,,,,,,,,,,,,,,,,,
522,Emerson Galego,5,0.0,Emerson Mendes de Carvalho,,5,286,0.0,0.0,JUV,1,2.5,115586,emerson-galego,E. Galego,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
523,Marcos Paulo,5,0.0,Marcos Paulo Lima Batista Silva,,2,286,0.0,0.0,JUV,1,1.73,115594,marcos-paulo,M. Paulo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
524,Gabriel Delfim,5,0.0,Gabriel Delfim Ferreira,,1,282,0.0,0.0,CAM,0,2.0,115674,gabriel-delfim,G. Delfim,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
525,Evertton Araújo,5,0.0,Everton Gustavo Fernandes Araújo,,4,262,0.0,0.0,FLA,1,3.34,115914,evertton-araujo,E. Araújo,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
526,Lelê,5,0.0,Leanderson da Silva Genésio,,5,354,1.3,0.0,CEA,1,3.95,115915,lele,Lelê,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,,,,1.0,1.0,,,,,,,,,,,,,,,
527,Matheus Gonçalves,5,0.0,Matheus Gonçalves Martins,,4,262,3.2,0.0,FLA,1,4.39,116012,matheus-goncalves,M. Gonçalves,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
528,Petterson,5,0.0,Petterson Novaes Reis,,5,286,1.95,0.0,JUV,2,2.46,116025,petterson,Petterson,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,1.0,,3.0,,,,,,,,,,,,,,,,
529,Cuiabano,5,-0.72,Luís Eduardo Soares da Silva,,2,263,4.3,0.9,BOT,5,7.89,116065,cuiabano,Cuiabano,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,2.0,5.0,1.0,6.0,2.0,,,,1.0,,,1.0,,,,,,,
530,Gustavo Lacerda,5,0.0,Gustavo Henrique Lacerda Ferreira,,1,2305,0.0,0.0,MIR,0,2.0,116104,gustavo-lacerda,G. Lacerda,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
531,Hércules,5,-0.83,Hércules Pereira do Nascimento,,4,266,2.18,-0.9,FLU,4,6.07,116447,hercules,Hércules,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,1.0,5.0,7.0,1.0,1.0,,,,,,,,,,,1.0,,,,
532,Jamerson,5,-0.85,Jamerson Santos de Jesus,,2,287,4.78,1.2,VIT,5,6.21,116461,jamerson,Jamerson,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,,9.0,5.0,3.0,2.0,,,,,3.0,,1.0,1.0,,,,,,,
533,Gabriel Souza,5,0.0,Gabriel Souza dos Santos,,2,286,0.0,0.0,JUV,0,2.0,117044,gabriel-souza,G. Souza,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
534,Gabriel Knesowitsch,5,0.0,Gabriel Knesowitsch,,3,2305,0.0,0.0,MIR,0,2.0,117061,gabriel-knesowitsch,G. Knesowitsch,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
535,Thiago Borbas,5,0.0,Thiago Nicolás Borbas Silva,,5,280,-0.55,0.0,RBB,2,1.88,117314,thiago-borbas,T. Borbas,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,1.0,,2.0,,1.0,,,,,,,,,,,,,,,
536,Cipriano,5,0.0,João Luiz da Silva Cipriano,,3,286,0.0,0.0,JUV,0,4.0,117336,cipriano,Cipriano,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
537,Otávio,5,0.0,Otávio Eleodoro Rezende Costa,,1,283,0.0,0.0,CRU,0,1.0,117404,otavio,Otávio,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
538,Léo Maná,5,0.56,Leonardo Mana Hernandes,,2,264,1.3,2.6,COR,2,3.01,117459,leo-mana,L. Maná,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,,2.0,1.0,,,,,,,,,1.0,,,,,,,,
539,Garro,5,0.0,Rodrigo Garro,,4,264,0.0,0.0,COR,0,23.0,117632,garro,Garro,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
540,Young,5,0.0,Young Navarro Moraes,,1,276,0.0,0.0,SAO,0,2.0,117818,young,Young,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
541,Giovane,5,0.0,Giovane Santana do Nascimento,,5,264,0.0,0.0,COR,0,4.0,117849,giovane,Giovane,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
542,Breno Bidon,5,-0.46,Breno de Souza Bidon,,4,264,4.04,0.7,COR,5,7.78,117910,breno-bidon,B. Bidon,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,2.0,8.0,16.0,2.0,12.0,,,,,2.0,,,1.0,,,,,,,
543,Lavega,5,0.0,Joaquín Lavega Colzada,,5,266,0.5,0.0,FLU,1,3.45,117930,lavega,Lavega,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,,,,1.0,,,,,,,,,,,,,,,
544,Iago,5,0.0,Iago Teodoro da Silva Nogueira,,3,262,0.0,0.0,FLA,0,2.0,118090,iago,Iago,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
545,Ronald,5,0.0,Ronald Cardoso Falkoski,,4,284,0.0,0.0,GRE,0,3.0,118238,ronald,Ronald,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
546,Rodriguinho,5,-0.59,Rodrigo Huendra Almeida Mendonça,,4,276,-1.15,-1.3,SAO,2,1.64,118563,rodriguinho,Rodriguinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,2.0,,1.0,,,,,,,,,,,,,,,,,
547,Kevyson,5,0.0,Kevyson Costa e Silva,,2,277,0.0,0.0,SAN,0,2.0,118701,kevyson,Kevyson,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
548,Mateus Carvalho,5,-0.49,Mateus Carvalho dos Santos,,4,267,1.3,0.0,VAS,2,4.61,118752,mateus-carvalho,M. Carvalho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,,2.0,3.0,,1.0,,,,,,,,,,,,,,,
549,Jair,5,-0.29,Jair Paula da Cunha Filho,,3,263,3.3,0.8,BOT,5,6.27,118758,jair,Jair,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,2.0,2.0,2.0,5.0,2.0,,,,,,,,,,,,,,
550,Lautaro Díaz,5,0.0,Lautaro Ariel Díaz,,5,283,0.6,0.0,CRU,2,4.79,118775,lautaro-diaz,L. Díaz,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,,,,,,,,,,1.0,,,,,,,,,,
551,Vitor Pernambuco,5,0.67,José Vitor Rodrigues da Silva dos Santos,,5,286,2.25,3.0,JUV,2,2.83,120566,vitor-pernambuco,V. Pernambuco,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,,1.0,,,,,,,,,,,,,,1.0,,,,
552,Orlando Ribeiro,5,1.62,Orlando Ribeiro de Oliveira,,6,264,6.62,6.62,COR,1,10.32,120612,orlando-ribeiro,O. Ribeiro,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,,,,,,,,,,,,,,1.0,,,,,,
553,Arthur Sousa,5,0.29,Arthur Sousa Araújo,,5,292,0.78,2.2,SPT,4,2.41,120856,arthur-sousa,A. Sousa,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,1.0,3.0,,5.0,,,,,,,,,,,,,,,
554,Bruninho,5,0.0,Bruno César Pereira Silva,,4,356,0.0,0.0,FOR,0,2.0,121668,bruninho,Bruninho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
555,Paulinho Silva,5,0.0,Paulo Ricardo de Souza Babilônia,,2,267,0.0,0.0,VAS,0,2.0,121766,paulinho-silva,P. Silva,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
556,André,5,0.0,André Henrique da Silva Martins,,5,284,1.5,0.0,GRE,3,2.92,121792,andre,André,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,2.0,1.0,,,,,2.0,,,,,,,,,,
557,Kauê Rodrigues,5,0.0,Kauê Rodrigues Pessanha,,4,263,0.0,0.0,BOT,0,3.0,121827,kaue-rodrigues,K. Rodrigues,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
558,Janderson,5,-1.24,Janderson de Carvalho Costa,,5,287,2.08,0.3,VIT,5,3.88,121830,janderson,Janderson,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,1.0,2.0,8.0,1.0,2.0,,,,,1.0,1.0,2.0,,,,,,,,
559,Ryan,5,0.0,Ryan Carlos Santos de Sousa,,2,265,0.0,0.0,BAH,0,2.0,122300,ryan,Ryan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
