,atletas.apelido_abreviado,atletas.foto,atletas.pontos_num,atletas.jogos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.apelido,atletas.nome,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,DE,GS,CV,V,PP,DP,PC,GC
260,Rigoni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,-0.2,5,-0.6,29,6,3.98,96684,SAO,True,rigoni,276,Rigoni,Emiliano Ariel Rigoni,1.14,5,1.0,1.0,,5.0,2.0,1.0,1.0,,5.0,,1.0,,,,1.0,,,,,
261,Saravia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,-1.6,10,-0.78,29,7,5.22,96725,CAM,True,saravia,282,Saravia,Renzo Saravia,2.83,2,,2.0,7.0,13.0,,2.0,4.0,,,4.0,,,,,,,,,,
262,Camutanga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,7,0.0,29,3,4.9,96793,VIT,False,camutanga,287,Camutanga,Cleidson Andrade da Souza Silva,2.64,3,,3.0,6.0,8.0,2.0,2.0,2.0,,1.0,2.0,,,,,,,,,,
263,Carlinhos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.5,5,-0.47,29,6,3.83,96831,VIT,True,carlinhos,287,Carlinhos,Carlos Moisés de Lima,1.12,5,,2.0,1.0,8.0,,4.0,1.0,1.0,2.0,,,,,,1.0,,,,,
264,E. Royal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.7,9,0.32,29,7,10.79,96870,FLA,True,emerson-royal,262,Emerson Royal,Emerson Aparecido Leite de Souza Júnior,6.05,2,,1.0,20.0,10.0,1.0,1.0,17.0,1.0,,2.0,,,,,,,,,,
265,Guruceaga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,0,0.0,29,6,4.0,96874,JUV,False,guruceaga,286,Guruceaga,Gastón Guruceaga Fagúndez,0.0,1,,,,,,,,,,,,,,,,,,,,
266,C. Cuesta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5.9,5,-0.48,29,7,10.68,97095,VAS,True,carlos-cuesta,267,Carlos Cuesta,Carlos Eccehomo Cuesta Figueroa,6.48,3,,1.0,7.0,6.0,1.0,,1.0,1.0,,3.0,,,,,,,,,,
267,Villasanti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,15,0.0,29,5,9.45,97145,GRE,False,villasanti,284,Villasanti,Mathías Adalberto Villasanti Rolón,3.93,4,,5.0,42.0,24.0,,4.0,10.0,,,,,,,,,,,,,
268,Alesson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,11.6,15,1.35,29,7,7.73,97321,MIR,True,alesson,2305,Alesson,Alesson dos Santos Batista,4.53,5,3.0,1.0,11.0,18.0,1.0,5.0,13.0,4.0,7.0,,,,,,,,,,,
269,R. Ceni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,11.15,27,0.94,29,7,10.15,97341,BAH,True,rogerio-ceni,265,Rogério Ceni,Rogério Mücke Ceni,5.68,6,,,,,,,,,,,,,,,,13.0,,,,
270,J. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5.0,23,0.56,29,7,4.0,97460,MIR,True,joao-victor,2305,João Victor,João Victor Carroll Santana,3.05,3,1.0,5.0,17.0,16.0,1.0,5.0,12.0,1.0,1.0,6.0,1.0,,,,1.0,,,,,
271,Marçal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7.5,11,1.17,29,7,9.39,97468,BOT,True,marcal,263,Marçal,Fernando Marçal de Oliveira,5.59,2,,5.0,17.0,16.0,,1.0,6.0,2.0,,5.0,,,,,,,,,,
272,Shaylon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,-0.3,5,-0.62,29,6,3.7,97520,MIR,True,shaylon,2305,Shaylon,Shaylon Kallyson Cardozo - Cardoso,0.52,4,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
273,F. Torres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,9,0.0,29,6,6.74,97642,COR,False,felix-torres,264,Félix Torres,Félix Eduardo Torres Caicedo,3.72,3,,1.0,14.0,12.0,,2.0,1.0,,,3.0,,,,,,,,,,
274,T. Couto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,0,0.0,29,6,3.0,97645,VIT,False,thiago-couto,287,Thiago Couto,Thiago Couto Wenceslau,0.0,1,,,,,,,,,,,,,,,,,,,,
275,Murilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,12,0.0,29,6,7.8,97653,PAL,False,murilo,275,Murilo,Murilo Cerqueira Paim,3.55,3,,5.0,13.0,16.0,1.0,4.0,3.0,1.0,,4.0,,,,,,,,,1.0,
276,Erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,22,0.0,29,3,6.69,97810,VIT,False,erick,287,Erick,Erick de Arruda Serafim,4.85,5,4.0,6.0,16.0,18.0,6.0,13.0,54.0,3.0,1.0,,2.0,,,,,,,,,
277,L. Ortiz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.5,26,-0.52,29,7,7.09,97867,FLA,True,leo-ortiz,262,Léo Ortiz,Leonardo Rech Ortiz,4.77,3,2.0,4.0,20.0,19.0,4.0,9.0,5.0,1.0,1.0,13.0,2.0,,,,,,,,,
278,Iago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,11.7,10,1.97,29,7,6.4,97868,BAH,True,iago,265,Iago,Iago Amaral Borduchi,3.55,2,,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,
279,Maílton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,-0.3,5,-0.93,29,6,4.46,97898,SAO,True,mailton,276,Maílton,Maílton dos Santos de Sá,2.24,2,,1.0,3.0,7.0,,1.0,8.0,,,1.0,,,,,,,,,,
280,M. Bahia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.5,18,-0.53,29,7,7.98,97899,CEA,True,matheus-bahia,354,Matheus Bahia,Matheus Bahia Santos,4.94,2,1.0,3.0,25.0,16.0,2.0,3.0,23.0,,,7.0,1.0,,,,,,,,,
281,Vitão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.0,22,0.3,29,7,7.28,97900,INT,True,vitao,285,Vitão,Vitor Eduardo da Silva Matos,2.93,3,1.0,4.0,20.0,15.0,3.0,4.0,2.0,,,6.0,1.0,,,,,,,,,1.0
282,Erick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,8,0.0,29,6,8.32,98022,BAH,False,erick,265,Erick,Erick Luis Conrado de Carvalho,3.53,4,,3.0,14.0,12.0,,2.0,3.0,1.0,2.0,,1.0,,,,,,,,,
283,P. Raul,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.3,24,-0.96,29,7,7.47,98225,CEA,True,pedro-raul,354,Pedro Raul,Pedro Raul Garay da Silva,3.63,5,,4.0,6.0,42.0,20.0,24.0,33.0,4.0,30.0,,2.0,,,,,,,,,
284,Bastos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,0,0.0,29,5,11.0,98280,BOT,False,bastos,263,Bastos,Bartolomeu Jacinto Quissanga,0.0,3,,,,,,,,,,,,,,,,,,,,
285,V. Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,0,0.0,29,5,3.0,98306,VIT,False,val-soares,287,Val Soares,Valdemir de Oliveira Soares,0.0,4,,,,,,,,,,,,,,,,,,,,
286,Negueba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,22,0.0,29,3,6.33,98384,MIR,False,negueba,2305,Negueba,Luiz Henrique Soares Firmino,4.12,5,2.0,3.0,15.0,13.0,7.0,9.0,35.0,4.0,3.0,,,,,,,,,,,
287,Kanu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,2,0.0,29,6,4.58,98484,BAH,False,kanu,265,Kanu,Victor Hugo Soares dos Santos,2.85,3,,,4.0,1.0,,,,,,,,,,,,,,,,
288,J. Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.2,24,-0.23,29,7,6.49,98517,BAH,True,jean-lucas,265,Jean Lucas,Jean Lucas de Souza Oliveira,4.09,4,1.0,2.0,34.0,28.0,8.0,10.0,24.0,3.0,1.0,,1.0,,,,1.0,,,,1.0,
289,Kuscevic,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,18,0.0,29,3,6.41,98619,FOR,False,kuscevic,356,Kuscevic,Benjamín Kuščević Jaramillo,3.69,3,,3.0,26.0,17.0,1.0,3.0,4.0,1.0,1.0,5.0,,,,,1.0,,,,,
290,Savarino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,20,0.0,29,6,8.87,98672,BOT,False,savarino,263,Savarino,Jefferson David Savarino Quintero,3.85,4,2.0,1.0,7.0,8.0,13.0,13.0,15.0,3.0,5.0,,1.0,,,,,,,,,
291,Angileri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.0,21,0.44,29,6,5.31,98720,COR,True,angileri,264,Angileri,Fabrizio Germán Angileri - Fabricio,2.99,2,,3.0,23.0,12.0,1.0,4.0,5.0,,1.0,5.0,1.0,,,,,,,,,
292,S. Lino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.5,12,-0.42,29,7,13.82,98873,FLA,True,samuel-lino,262,Samuel Lino,Samuel Dias Lino,6.23,5,4.0,,13.0,9.0,5.0,12.0,13.0,2.0,1.0,,,,,,,,,,,
293,Cuello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,15,0.0,29,5,8.28,98909,CAM,False,cuello,282,Cuello,Tomás Esteban Cuello,4.43,5,1.0,3.0,13.0,17.0,11.0,13.0,27.0,1.0,2.0,,3.0,,,,1.0,,,,1.0,
294,Viña,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,7,0.0,29,6,7.71,98974,FLA,False,vina,262,Viña,Matías Nicolás Viña Susperreguy,3.57,2,,1.0,4.0,5.0,,,3.0,,,4.0,,,,,,,,,,
295,Lourenço,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.8,23,-0.89,29,7,4.73,99032,CEA,True,lourenco,354,Lourenço,João Paulo Ferreira Lourenço,3.17,4,1.0,3.0,27.0,27.0,9.0,8.0,19.0,2.0,,,,,,,,,1.0,,,
296,L. Braga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.8,16,0.33,29,6,5.22,99119,VIT,True,lucas-braga,287,Lucas Braga,Lucas Braga Ribeiro,2.28,5,,1.0,10.0,12.0,2.0,4.0,20.0,1.0,3.0,,1.0,,,,,,,,,
297,Vegetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,23,-0.21,29,6,13.68,99198,VAS,True,vegetti,267,Vegetti,Pablo Vegetti,6.36,5,1.0,2.0,11.0,24.0,7.0,24.0,32.0,11.0,5.0,,2.0,,,,,,,,,1.0
298,P. Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,16,0.0,29,6,6.24,99213,VAS,False,puma-rodriguez,267,Puma Rodríguez,José Luis Rodríguez Bebanz,3.95,2,2.0,,11.0,8.0,2.0,7.0,4.0,1.0,,3.0,2.0,,,,,,,,,
299,I. Ramírez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,7,0.0,29,6,2.32,99221,SPT,False,ignacio-ramirez,292,Ignacio Ramírez,Juan Ignacio Ramírez Polero,0.82,5,,1.0,1.0,6.0,3.0,3.0,2.0,,,,,,,,,,,,,
300,D. Cruz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,14,0.0,29,6,7.48,99228,FLA,False,de-la-cruz,262,De la Cruz,Diego Nicolás de la Cruz Arcosa,2.3,4,,4.0,13.0,14.0,3.0,6.0,25.0,,,,,,,,,,,,,
301,Bareiro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,11,0.0,29,3,3.91,99248,FOR,False,bareiro,356,Bareiro,Adam Fernando Bareiro Gamarra,1.4,5,,2.0,3.0,14.0,7.0,2.0,6.0,1.0,,,1.0,,,,1.0,,1.0,,,
302,Pochettino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.4,17,0.29,29,7,10.23,99267,FOR,True,pochettino,356,Pochettino,Tomás Pochettino,4.19,4,2.0,2.0,22.0,7.0,10.0,10.0,9.0,1.0,3.0,,,,,,,,,,,
303,A. Barboza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,16,0.0,29,3,9.91,99274,BOT,False,alexander-barboza,263,Alexander Barboza,Alexander Nahuel Barboza Ullúa,4.86,3,,10.0,35.0,31.0,4.0,5.0,2.0,,1.0,7.0,,,,,,,,,,
304,Dinenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,8,0.0,29,6,4.18,99316,SAO,False,dinenno,276,Dinenno,Juan Ignacio Dinenno de Cara,1.56,5,,2.0,1.0,6.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,
305,L. Zubeldía,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.18,16,-0.55,29,7,8.35,99366,FLU,True,luis-zubeldia,266,Luis Zubeldía,Luis Francisco Zubeldía,5.01,6,,,,,,,,,,,,,,,,5.0,,,,
306,Michael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,11,0.0,29,6,6.99,99392,FLA,False,michael,262,Michael,Michael Richard Delgado de Oliveira,3.65,5,3.0,,7.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
307,Baralhas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.4,22,0.57,29,7,6.25,99440,VIT,True,baralhas,287,Baralhas,Gabriel Baralhas dos Santos,3.5,4,1.0,8.0,39.0,35.0,4.0,10.0,18.0,1.0,,,1.0,,,,,,,,1.0,
308,Rossi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.3,28,-0.92,29,7,10.2,99552,FLA,True,rossi,262,Rossi,Agustín Daniel Rossi,6.3,1,,1.0,,,,,9.0,,,15.0,,,71.0,15.0,,,,3.0,,
309,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,7,0.0,29,5,5.0,99818,PAL,False,paulinho,275,Paulinho,Paulo Henrique Sampaio Filho,1.03,5,,,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,
310,A. Franco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.5,21,-0.25,29,7,5.46,99889,SAO,True,alan-franco,276,Alan Franco,Alan Javier Franco,2.37,3,,5.0,18.0,19.0,,1.0,7.0,,1.0,6.0,,,,,,,,,1.0,
311,I. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.5,23,0.2,29,7,5.27,100084,CAM,True,igor-gomes,282,Igor Gomes,Igor Silveira Gomes,2.75,4,1.0,2.0,12.0,13.0,2.0,6.0,14.0,4.0,1.0,,,,,,,,,,,
312,P. Augusto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,10,0.0,29,6,2.88,100085,SPT,False,pedro-augusto,292,Pedro Augusto,Pedro Augusto Borges da Costa,1.48,4,,3.0,12.0,9.0,1.0,1.0,7.0,,,,,,,,1.0,,,,,
313,Y. Alberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.5,19,0.01,29,7,11.54,100652,COR,True,yuri-alberto,264,Yuri Alberto,Yuri Alberto Monteiro da Silva,5.41,5,2.0,3.0,1.0,17.0,9.0,25.0,27.0,7.0,6.0,,1.0,1.0,,,,,1.0,,,
314,Fernando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.2,8,-0.1,29,6,3.36,100695,RBB,True,fernando,280,Fernando,Fernando dos Santos Pedro,1.15,5,,,1.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,,
315,M. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,13,0.0,29,5,5.9,100742,CRU,False,matheus-henrique,283,Matheus Henrique,Matheus Henrique de Souza,2.18,4,,2.0,16.0,10.0,2.0,2.0,11.0,,,,,,,,,,,,,
316,Brenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.9,5,0.25,29,7,5.32,100830,FOR,True,brenno,356,Brenno,Brenno Oliveira Fraga Costa,3.06,1,,,,,,,2.0,,,,,,11.0,7.0,1.0,,,1.0,,
317,Ruan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.4,6,-0.74,29,7,6.67,100842,CAM,True,ruan,282,Ruan,Ruan Tressoldi Netto,3.93,3,,1.0,8.0,8.0,,,4.0,1.0,,1.0,,,,,,,,,,
318,L. Esteves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,7,0.0,29,6,7.01,100846,GRE,False,lucas-esteves,284,Lucas Esteves,Lucas Esteves Souza,3.21,2,,1.0,11.0,8.0,1.0,4.0,2.0,,,1.0,,,,,,,,,1.0,
319,L. Cândido,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.9,6,-1.06,29,7,8.63,100848,SPT,True,luan-candido,292,Luan Cândido,Luan Cândido de Almeida,5.0,2,,1.0,10.0,8.0,4.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,1.0,
320,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.7,25,0.6,29,7,9.85,100898,BOT,True,vitinho,263,Vitinho,Victor Alexander da Silva,5.68,2,1.0,1.0,42.0,20.0,2.0,6.0,13.0,1.0,3.0,12.0,,,,,,,,,,
321,R. Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.3,25,0.2,29,7,3.58,100969,VIT,True,ronald-lopes,287,Ronald Lopes,Ronald dos Santos Lopes,2.3,4,2.0,5.0,29.0,34.0,5.0,3.0,22.0,,3.0,,,,,,,,,,,
322,Nonato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,12,0.0,29,6,4.95,100987,FLU,False,nonato,266,Nonato,Gustavo Nonato Santana,2.59,4,,3.0,13.0,10.0,1.0,3.0,12.0,1.0,,,,,,,,,,,,
323,J. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,16,0.0,29,5,5.89,101002,CAM,False,junior-santos,282,Júnior Santos,José Antonio dos Santos Júnior,1.97,5,,1.0,4.0,9.0,2.0,5.0,14.0,2.0,3.0,,,,,,,,,,,
324,Diego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,23,0.0,29,6,10.57,101027,CEA,False,diego,354,Diego,Jackson Diego Ibraim Fagundes - Ibrahim,5.85,2,2.0,3.0,34.0,20.0,3.0,6.0,52.0,,,9.0,1.0,,,,,,,,,
325,Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,19,0.0,29,6,8.85,101290,SAO,False,ferreira,276,Ferreira,Aldemir dos Santos Ferreira,4.62,5,2.0,3.0,12.0,10.0,4.0,10.0,30.0,4.0,2.0,,2.0,,,,,,,,,
326,Ademir,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6.4,21,0.72,29,7,6.2,101314,BAH,True,ademir,265,Ademir,Ademir da Silva Santos Júnior,3.77,5,2.0,5.0,24.0,20.0,10.0,11.0,32.0,1.0,5.0,,,,,,,,,,,
327,Guga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,15,-0.34,29,6,8.14,101319,FLU,True,guga,266,Guga,Cláudio Rodrigues Gomes,5.43,2,1.0,1.0,25.0,6.0,1.0,2.0,12.0,1.0,,5.0,,,,,,,,,,
328,M. Pitaluga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,0,0.0,29,6,2.53,101478,FLU,False,marcelo-pitaluga,266,Marcelo Pitaluga,Marcelo de Araújo Pitaluga Filho,-1.0,1,,1.0,,,,,,,,,,,,,,,,,,
329,Pepê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,13,0.0,29,6,4.5,101573,VIT,False,pepe,287,Pepê,João Pedro Vilardi Pinto,2.26,4,,3.0,20.0,22.0,1.0,1.0,20.0,,,,,,,,1.0,,,,,
330,H. Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.8,23,0.49,29,7,8.3,101574,COR,True,hugo-souza,264,Hugo Souza,Hugo de Souza Nogueira,3.58,1,,3.0,,,,,2.0,,,8.0,,,54.0,26.0,,,,,,
331,H. Moura,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,23,0.0,29,3,4.45,101594,VAS,False,hugo-moura,267,Hugo Moura,Hugo Moura Arruda da Silva,2.24,4,1.0,5.0,35.0,34.0,5.0,5.0,11.0,,,,,,,,1.0,,,,,1.0
332,Ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,12.2,15,0.97,29,7,7.62,101597,VIT,True,ramon,287,Ramon,Ramon Ramos Lima,4.08,2,,3.0,28.0,21.0,1.0,5.0,9.0,,1.0,4.0,,,,,,,,,1.0,
333,Peixoto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,12.6,5,2.4,29,7,5.64,101651,JUV,True,peixoto,286,Peixoto,Daniel Nascimento Peixoto dos Santos,3.84,4,,,4.0,1.0,,5.0,3.0,1.0,,,,,,,,,,,,
334,F. Jonatan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,2,0.0,29,6,4.68,101708,MIR,False,felipe-jonatan,2305,Felipe Jonatan,Felipe Jonatan Rocha Andrade,-0.3,2,,,,2.0,,,,,,,,,,,,,,,,
335,Matheuzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.9,24,-0.4,29,7,10.59,101727,COR,True,matheuzinho,264,Matheuzinho,Matheus França Silva,6.15,2,3.0,9.0,51.0,18.0,1.0,8.0,15.0,2.0,1.0,8.0,,,,,,,,,1.0,
