,atletas.apelido_abreviado,atletas.foto,atletas.jogos_num,atletas.apelido,atletas.minimo_para_valorizar,atletas.nome,atletas.atleta_id,atletas.posicao_id,atletas.entrou_em_campo,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,CA,DS,FC,FD,FF,FS,SG,DE,DP,GS,G,I,V,A,FT,PS,CV,PC,PP,GC
467,Mateus,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,Mateus,,Mateus Oliveira Mendes,110624,1,False,6,0.0,0.0,275,2.0,12,PAL,mateus,0.0,,,,,,,,,,,,,,,,,,,,
468,L. Filipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,Luiz Filipe,,Luiz Filipe dos Reis Silva,110632,5,False,6,0.0,-0.6,2305,2.24,12,MIR,luiz-filipe,0.0,,,2.0,,,,,,,,,,,,,,,,,
469,A. Hurtado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,11,Andrés Hurtado,,José Andrés Hurtado Cheme,110715,2,True,3,-3.3,5.13,280,6.44,12,RBB,andres-hurtado,-1.75,2.0,21.0,18.0,1.0,4.0,2.0,6.0,,,,,,,,,,1.0,,,
470,Rubens,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,12,Rubens,,Rubens Antônio Dias,110727,4,True,7,7.1,6.17,282,8.78,12,CAM,rubens,0.31,2.0,38.0,18.0,4.0,9.0,9.0,,,,,1.0,,,,,,,,,
471,R. Paiva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10,Renato Paiva,,Renato Manuel Alves Paiva,110818,6,False,7,0.0,6.22,263,9.69,12,BOT,renato-paiva,0.0,,,,,,,,,,,,,4.0,,,,,,,
472,G. Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3,Guilherme Lopes,,Guilherme Lopes de Almeida,110909,2,True,7,2.7,8.13,280,7.99,12,RBB,guilherme-lopes,-0.83,,6.0,2.0,,,2.0,2.0,,,,1.0,,,,,,,,,1.0
473,R. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,Rodrigo Santos,,Rodrigo Oliveira dos Santos,111156,4,False,6,0.0,0.0,356,0.9,12,FOR,rodrigo-santos,0.0,,,,,,,,,,,,,,,,,,,,
474,Rômulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,Rômulo,,Rômulo Azevedo Simão,111166,4,False,6,0.0,0.53,354,3.07,12,CEA,romulo,0.0,,1.0,6.0,3.0,,1.0,,,,,,1.0,,,,,,,,
475,G. Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3,Gustavo Martins,,Gustavo Martins de Souza Santos,111309,3,True,7,3.8,8.17,284,9.7,12,GRE,gustavo-martins,-0.58,1.0,9.0,5.0,3.0,,,2.0,,,,,1.0,,,,,,,,
476,K. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,Kelvi Gomes,,Kelvi Chiesa Gomes,111332,4,False,6,0.0,0.0,286,3.0,12,JUV,kelvi-gomes,0.0,,,,,,,,,,,,,,,,,,,,
477,L. Mandaca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,10,Luis Mandaca,,Luis Gustavo da Silva Machado Duarte,111407,4,False,7,0.0,4.27,286,6.38,12,JUV,luis-mandaca,0.0,1.0,15.0,18.0,2.0,6.0,17.0,,,,,1.0,1.0,,,1.0,,,,,
478,Renzo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,Renzo,,Renzo Azevedo Pimentel de Moura,111465,3,False,6,0.0,0.0,292,3.0,12,SPT,renzo,0.0,,,,,,,,,,,,,,,,,,,,
479,V. Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3,Victor Gabriel,,Victor Gabriel da Conceição Ribeiro,111466,3,False,5,0.0,9.47,285,10.73,12,INT,victor-gabriel,0.0,,8.0,3.0,,1.0,1.0,,,,,2.0,,,,,,,,,
480,G. Átila,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,Gabriel Átila,,Gabriel Átila Cardoso da Silva,111582,1,False,6,0.0,0.0,282,1.0,12,CAM,gabriel-atila,0.0,,,,,,,,,,,,,,,,,,,,
481,Micael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,Micael,,Micael dos Santos Silva,111594,3,False,6,0.0,3.35,275,5.32,12,PAL,micael,0.0,1.0,4.0,7.0,1.0,,2.0,3.0,,,,,,,,,,,,,
482,Adson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,9,Adson,,Adson Ferreira Soares,111682,4,True,6,-0.3,0.85,267,3.01,12,VAS,adson,-0.35,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,,,
483,Anthoni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,12,Anthoni,,Anthoni Spier Souza,111683,1,True,7,0.6,1.8,285,3.98,12,INT,anthoni,0.08,,,,,,2.0,2.0,22.0,,18.0,,,,,,,,,,
484,M. Cunha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Matheus Cunha,,Matheus Cunha Queiroz,111690,1,False,6,0.0,0.0,262,5.0,12,FLA,matheus-cunha,0.0,,,,,,,,,,,,,,,,,,,,
485,Fabinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,9,Fabinho,,Fábio Silva de Freitas,111760,4,True,6,0.5,1.09,280,2.48,12,RBB,fabinho,0.04,1.0,2.0,4.0,1.0,1.0,4.0,,,,,,,,1.0,,,,,,
486,Kayky,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,Kayky,,Kayky da Silva Chagas,111829,5,True,6,1.2,1.73,265,3.01,12,BAH,kayky,0.08,1.0,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,1.0,,,,
487,M. Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,Matheus Martins,,Matheus Martins Silva dos Santos,111831,5,False,6,0.0,3.02,263,5.73,12,BOT,matheus-martins,0.0,1.0,5.0,5.0,4.0,1.0,9.0,,,,,,,,,,,,,,
488,J. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1,João Victor,,João Victor Vieira Ferreira Sousa,112060,5,False,6,0.0,0.0,354,0.87,12,CEA,joao-victor,0.0,,,,,,,,,,,,,,,,,,,,
489,G. Grando,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,Gabriel Grando,,Gabriel Hamester Grando,112616,1,False,6,0.0,-3.0,284,3.83,12,GRE,gabriel-grando,0.0,,,,,,,,,,,,,,,,,1.0,,,
490,K. Bruno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,12,Kaiki Bruno,,Kaiki Bruno da Silva,112709,2,True,7,12.4,8.0,283,10.91,12,CRU,kaiki-bruno,0.18,2.0,33.0,25.0,1.0,6.0,20.0,6.0,,,,,,,2.0,,,,,,
491,A. Moreno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,8,Aníbal Moreno,,Aníbal Ismael Moreno,112869,4,False,6,0.0,1.8,275,4.13,12,PAL,anibal-moreno,0.0,,8.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
492,L. Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,11,Lucas Barbosa,,Lucas Henrique Barbosa,112886,5,True,7,4.3,4.36,280,7.83,12,RBB,lucas-barbosa,-0.04,1.0,21.0,23.0,6.0,7.0,10.0,,,,,,4.0,,2.0,,,1.0,,,
493,Sforza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,Sforza,,Juan Sebastián Sforza,112906,4,False,6,0.0,0.85,267,4.54,12,VAS,sforza,0.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
494,Freytes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,11,Freytes,,Juan Pablo Freytes,113034,3,False,7,0.0,2.62,266,4.66,12,FLU,freytes,0.0,2.0,6.0,4.0,2.0,4.0,5.0,3.0,,,,,1.0,,,,,,,,
495,K. Andrade,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,Kervin Andrade,,Kervin Mario Andrade Navarro,113073,4,False,6,0.0,2.4,356,3.89,12,FOR,kervin-andrade,0.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,1.0,,1.0,,,,,,
496,Mancuso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,8,Mancuso,,Eros Nazareno Mancuso,113078,2,False,6,0.0,3.51,356,7.01,12,FOR,mancuso,0.0,1.0,9.0,5.0,,4.0,8.0,2.0,,,,,1.0,,,,,,,,
497,F. López,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10,Flaco López,,José Manuel Alberto López,113103,5,False,2,0.0,5.19,275,9.1,12,PAL,flaco-lopez,0.0,2.0,13.0,14.0,3.0,13.0,16.0,,,,,2.0,4.0,,,,1.0,,,,
498,N. Mendes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2,Nathan Mendes,,Nathan Gabriel de Souza Mendes,113157,2,True,7,1.8,4.15,280,5.79,12,RBB,nathan-mendes,-0.3,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
499,Marquinhos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,Marquinhos,,Marcus Vinícius Oliveira Alencar,113158,5,True,6,2.8,0.89,283,4.06,12,CRU,marquinhos,0.4,,3.0,3.0,,2.0,2.0,,,,,,,,,,,,,,
500,P. Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,Pablo Maia,,Pablo Gonçalves Maia Fortunato,113359,4,True,7,-0.6,0.58,276,4.71,12,SAO,pablo-maia,-0.85,2.0,3.0,8.0,,1.0,4.0,,,,,,,,,,,,,,
501,C. Olivera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,8,Cristian Olivera,,Cristian Gonzalo Olivera Ibarra,113397,5,True,7,1.5,7.25,284,9.97,12,GRE,cristian-olivera,-1.65,1.0,16.0,11.0,3.0,4.0,15.0,,,,,3.0,,,,,,,,,
502,L. Lobato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,Lenny Lobato,,Lenny Ivo Lobato Romanelli,113462,5,False,6,0.0,0.73,292,2.6,12,SPT,lenny-lobato,0.0,,1.0,3.0,1.0,3.0,2.0,,,,,,1.0,,,,,,,,
503,D. Queiroz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,11,Du Queiroz,,Eduardo Santos Queiroz,113687,4,False,7,0.0,1.51,292,2.61,12,SPT,du-queiroz,0.0,,11.0,11.0,1.0,4.0,,,,,,,,,,,,,1.0,,
504,Diógenes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,Diógenes,,Diógenes Vinícius da Silva,113690,1,False,6,0.0,0.0,277,2.0,12,SAN,diogenes,0.0,,,,,,,,,,,,,,,,,,,,
505,D. Mendes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,Douglas Mendes,,Douglas Mendes Moreira,114311,3,False,5,0.0,0.0,280,4.0,12,RBB,douglas-mendes,0.0,,,,,,,,,,,,,,,,,,,,
506,Gamarra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2,Gamarra,,Mateo Gamarra González,114334,3,False,6,0.0,2.35,283,4.83,12,CRU,gamarra,0.0,,4.0,1.0,,,,,,,,,,,,,,,1.0,,
507,Cleiton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Cleiton,,Cleiton Santana dos Santos,114790,3,False,6,0.0,0.0,262,3.0,12,FLA,cleiton,0.0,,,,,,,,,,,,,,,,,,,,
508,V. Roque,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10,Vitor Roque,,Vitor Hugo Roque Ferreira,114802,5,False,2,0.0,4.31,275,10.26,12,PAL,vitor-roque,0.0,2.0,12.0,9.0,3.0,3.0,16.0,,,,,2.0,1.0,,,,,,,,
509,Miguelito,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0,Miguelito,,Miguel Àngel Terceros,115025,4,False,6,0.0,0.0,277,3.0,12,SAN,miguelito,0.0,,,,,,,,,,,,,,,,,,,,
510,L. Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,8,Lucas Freitas,,Lucas de Freitas Molarinho Chagas,115141,3,True,7,0.8,1.4,267,3.61,12,VAS,lucas-freitas,0.0,,3.0,8.0,,2.0,5.0,1.0,,,,,,,,,,,,,
511,Wesley,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,8,Wesley,,Wesley Vinícius França Lima,115239,2,False,6,0.0,7.55,262,12.57,12,FLA,wesley,0.0,3.0,17.0,13.0,,3.0,19.0,5.0,,,,,1.0,,1.0,,,,,,
512,Naves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,Naves,,Kaiky Marques Naves,115246,3,False,6,0.0,-1.0,275,3.19,12,PAL,naves,0.0,,,,,,,,,,,,,,,,,,1.0,,
513,J. Jhon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12,Jhon Jhon,,Jhonatan dos Santos Rosa,115248,4,True,7,1.3,4.52,280,7.26,12,RBB,jhon-jhon,-0.51,2.0,9.0,6.0,3.0,7.0,23.0,,,,,2.0,1.0,,1.0,1.0,,,,,
514,Rômulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2,Rômulo,,Rômulo Helberte Pereira Junior,115268,3,False,6,0.0,3.55,282,4.46,12,CAM,romulo,0.0,,2.0,3.0,,,,1.0,,,,,,,,,,,,,
515,R. Cruz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4,Rwan Cruz,,Rwan Philipe Rodrigues de Souza Cruz,115404,5,False,6,0.0,1.3,263,3.35,12,BOT,rwan-cruz,0.0,,2.0,1.0,,2.0,2.0,,,,,,1.0,,,,,,,,
516,M. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,Marcos Victor,,Marcos Victor Ferreira da Silva,115537,3,False,6,0.0,0.0,354,3.0,12,CEA,marcos-victor,0.0,,,,,,,,,,,,,,,,,,,,
517,Rodriguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,Rodriguinho,,Rodrigo Henrique Santos de Souza,115563,4,False,6,0.0,-0.6,283,3.12,12,CRU,rodriguinho,0.0,,,2.0,,,,,,,,,,,,,,,,,
518,E. Galego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,Emerson Galego,,Emerson Mendes de Carvalho,115586,5,False,6,0.0,1.25,286,3.01,12,JUV,emerson-galego,0.0,,1.0,,,,2.0,,,,,,,,,,,,,,
519,M. Paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Marcos Paulo,,Marcos Paulo Lima Batista Silva,115594,2,False,7,0.0,2.77,286,3.51,12,JUV,marcos-paulo,0.0,1.0,10.0,7.0,2.0,1.0,3.0,,,,,,,,,,,,,,
520,G. Delfim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,Gabriel Delfim,,Gabriel Delfim Ferreira,115674,1,False,7,0.0,0.0,282,2.0,12,CAM,gabriel-delfim,0.0,,,,,,,,,,,,,,,,,,,,
521,E. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,Evertton Araújo,,Everton Gustavo Fernandes Araújo,115914,4,False,6,0.0,3.8,262,5.86,12,FLA,evertton-araujo,0.0,,5.0,7.0,3.0,,4.0,,,,,1.0,,,,,,,,,
522,M. Gonçalves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,Matheus Gonçalves,,Matheus Gonçalves Martins,116012,4,False,6,0.0,2.23,262,4.43,12,FLA,matheus-goncalves,0.0,,3.0,,1.0,,2.0,,,,,,,,,,,,,,
523,Cuiabano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,9,Cuiabano,,Luís Eduardo Soares da Silva,116065,2,False,6,0.0,6.06,263,9.82,12,BOT,cuiabano,0.0,2.0,9.0,10.0,1.0,3.0,9.0,5.0,,,,1.0,1.0,,1.0,,,,,,
524,G. Lacerda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,Gustavo Lacerda,,Gustavo Henrique Lacerda Ferreira,116104,1,False,6,0.0,0.0,2305,2.0,12,MIR,gustavo-lacerda,0.0,,,,,,,,,,,,,,,,,,,,
525,Hércules,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,8,Hércules,,Hércules Pereira do Nascimento,116447,4,False,6,0.0,3.43,266,6.54,12,FLU,hercules,0.0,1.0,10.0,10.0,1.0,4.0,2.0,,,,,1.0,,,,1.0,,,,,
526,Jamerson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,12,Jamerson,,Jamerson Santos de Jesus,116461,2,True,5,8.2,5.15,287,7.87,12,VIT,jamerson,0.12,,20.0,8.0,5.0,6.0,7.0,2.0,,,,,1.0,,2.0,,,,,,
527,G. Knesowitsch,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,Gabriel Knesowitsch,,Gabriel Knesowitsch,117061,3,False,6,0.0,0.0,2305,2.0,12,MIR,gabriel-knesowitsch,0.0,,,,,,,,,,,,,,,,,,,,
528,T. Borbas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,Thiago Borbas,,Thiago Nicolás Borbas Silva,117314,5,False,6,0.0,0.17,280,1.36,12,RBB,thiago-borbas,0.0,2.0,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,
529,Cipriano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,Cipriano,,João Luiz da Silva Cipriano,117336,3,False,5,0.0,0.0,286,4.0,12,JUV,cipriano,0.0,,,,,,,,,,,,,,,,,,,,
530,Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,Otávio,,Otávio Eleodoro Rezende Costa,117404,1,False,6,0.0,0.0,283,1.0,12,CRU,otavio,0.0,,,,,,,,,,,,,,,,,,,,
531,L. Maná,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,Léo Maná,,Leonardo Mana Hernandes,117459,2,False,6,0.0,1.3,264,3.01,12,COR,leo-mana,0.0,,2.0,1.0,,,,,,,,,1.0,,,,,,,,
532,Garro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,Garro,,Rodrigo Garro,117632,4,True,7,1.0,2.4,264,19.78,12,COR,garro,-2.33,1.0,,,,1.0,4.0,,,,,,,,,1.0,,,,,
533,Young,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,Young,,Young Navarro Moraes,117818,1,False,6,0.0,0.0,276,2.0,12,SAO,young,0.0,,,,,,,,,,,,,,,,,,,,
534,B. Bidon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,11,Breno Bidon,,Breno de Souza Bidon,117910,4,True,3,10.4,4.18,264,8.84,12,COR,breno-bidon,1.46,3.0,16.0,21.0,2.0,3.0,27.0,,,,,1.0,,,1.0,,,,,,
535,Lavega,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1,Lavega,,Joaquín Lavega Colzada,117930,5,False,6,0.0,0.5,266,3.45,12,FLU,lavega,0.0,,,,,,1.0,,,,,,,,,,,,,,
536,Iago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Iago,,Iago Teodoro da Silva Nogueira,118090,3,False,6,0.0,0.0,262,2.0,12,FLA,iago,0.0,,,,,,,,,,,,,,,,,,,,
537,Ronald,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,Ronald,,Ronald Cardoso Falkoski,118238,4,True,7,0.0,0.9,284,2.17,12,GRE,ronald,-0.58,,3.0,,,,,,,,,,,,,,,,,,
538,Rodriguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,Rodriguinho,,Rodrigo Huendra Almeida Mendonça,118563,4,False,6,0.0,-0.38,276,0.89,12,SAO,rodriguinho,0.0,3.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,
539,Kevyson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,Kevyson,,Kevyson Costa e Silva,118701,2,False,6,0.0,0.5,277,1.98,12,SAN,kevyson,0.0,,,,,,1.0,,,,,,,,,,,,,,
540,M. Carvalho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,Mateus Carvalho,,Mateus Carvalho dos Santos,118752,4,True,6,0.5,1.38,267,3.82,12,VAS,mateus-carvalho,-0.11,1.0,7.0,6.0,,,4.0,,,,,,,,,,,,,,
541,Jair,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10,Jair,,Jair Paula da Cunha Filho,118758,3,False,6,0.0,5.37,263,8.68,12,BOT,jair,0.0,,8.0,4.0,1.0,4.0,7.0,6.0,,,,,,,1.0,,,,,,
542,L. Díaz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4,Lautaro Díaz,,Lautaro Ariel Díaz,118775,5,False,6,0.0,0.3,283,3.8,12,CRU,lautaro-diaz,0.0,,,,1.0,,,,,,,,,,,,,,,,
543,V. Pernambuco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3,Vitor Pernambuco,,José Vitor Rodrigues da Silva dos Santos,120566,5,False,6,0.0,1.67,286,2.48,12,JUV,vitor-pernambuco,0.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,
544,Bruninho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,Bruninho,,Bruno César Pereira Silva,121668,4,False,6,0.0,9.3,356,5.37,12,FOR,bruninho,0.0,,5.0,,,1.0,2.0,,,,,,,,,,,,,,
545,P. Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,Paulinho Silva,,Paulo Ricardo de Souza Babilônia,121766,2,False,6,0.0,0.0,267,2.0,12,VAS,paulinho-silva,0.0,,,,,,,,,,,,,,,,,,,,
