"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","FC","FS","PE","SG","CA","RB","A","FD","FF","FT","G","I","CV","GC","DD","GS","PP","DP"
"428","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2016/05/25/fa74c67a09ae2839dcbb42ddf5a6d1f3_FORMATO.png",86143,3,293,"zag","Dúvida",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/d60da59a4893b68e69302b4ad87a3187_FORMATO.png",91101,3,287,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2016/05/01/593d8fa3c0ada5c40f4e24749bd871d9_FORMATO.png",91102,3,287,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2016/04/28/065b11996e0d67cc518400c8274a5645_FORMATO.jpeg",91194,3,262,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2016/05/09/fe0bea834eb17fabedce79806e5e56b4_FORMATO.png",84382,3,327,"lat","Provável",1.8,2.39,0.5,0.47,3,3,2,13,NA,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2016/04/27/3e188c20efad841496876cbe0bf752bb_FORMATO.jpeg",90290,3,284,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Juan Manuel Salgueiro","Salgueiro","https://s.glbimg.com/es/sde/f/2016/05/20/811a7420963bf1802a706c535821e38a_FORMATO.png",84592,3,263,"ata","Provável",8.4,8.08,1.46,4.2,2,3,NA,6,NA,1,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"435","Fábio Gonçalves","Fabinho","https://s.glbimg.com/es/sde/f/2016/05/10/41bf16a10372662163a828bfbe7880d6_FORMATO.png",80393,3,285,"mei","Provável",10.1,6.16,3.25,3.17,3,6,5,8,NA,NA,7,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"436","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2016/04/30/896250a6a797bd9a6c4699f9bd5cba0c_FORMATO.png",90303,3,284,"mei","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2016/05/01/16f4da431bfc997fec158ecfb9c186a1_FORMATO.png",84585,3,275,"mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Pedro Rocha Neves","Pedro Rocha","https://s.glbimg.com/es/sde/f/2016/04/30/0d21af8fa9b92cb5a7bcbc1b174a8b2e_FORMATO.png",90302,3,284,"ata","Nulo",0,6.12,0,4.9,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"439","Matheus Gonçalves Sávio","Matheus Sávio","https://s.glbimg.com/es/sde/f/2016/04/20/042079613fc2db314e0a12801f8eb3c8_FORMATO.png",91264,3,262,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Alisson Machado dos Santos","Alisson","https://s.glbimg.com/es/sde/f/2016/04/29/62a319099b372f78878a9b8a178058c5_FORMATO.png",84266,3,316,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2016/05/01/f0a005c33b60cc205cdc6bd87876db75_FORMATO.png",90309,3,287,"mei","Nulo",0,1.69,0,1.3,1,NA,1,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Lucas Gomes da Silva","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/04/27/8f50d49f6a99adb1e99c806d1f483b87_FORMATO.png",84684,3,315,"ata","Provável",2.9,7.73,0.16,3.2,3,3,8,8,NA,NA,3,NA,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"443","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,3,292,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Anderson Vieira de Oliveira","Sinho","https://s.glbimg.com/es/sde/f/2016/05/01/10b258e31e55c2556e5fba4d2ecd5ae5_FORMATO.png",91387,3,292,"lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2016/04/26/fd989b79b53823a7699ecc9662a7b74a_FORMATO.png",84851,3,282,"mei","Nulo",0,6.32,0,3.6,1,4,1,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,3,284,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Jacsson Antônio Wichnovski","Jacsson","https://s.glbimg.com/es/sde/f/2016/03/30/931ff545d5c07c92347b8bffbbfc52f9_FORMATO.png",91710,3,285,"gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Bryan Olivera Calvo","Bryan Olivera","https://s.glbimg.com/es/sde/f/2015/01/15/36ca70d6a800ae5a7b33483691bae83a_FORMATO.jpeg",90311,3,266,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2016/05/20/16287b6e878c3c3367da1636b16106f1_FORMATO.png",86410,3,263,"lat","Provável",7.4,12.7,1.14,8.03,3,NA,4,13,NA,NA,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2016/05/01/9d77b7b8de884f6ca9e47e4af829f114_FORMATO.png",84848,3,275,"ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451"," João Pedro Heinen Silva","João Pedro","https://s.glbimg.com/es/sde/f/2016/04/26/2bd76d163ae9eb94cd86282749895a79_FORMATO.png",91687,3,293,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2016/05/13/4b42ff4913c31881ab2b59613f9274cf_FORMATO.png",91001,3,292,"lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2016/04/29/fe41e6320c63045376a7254afe774d06_FORMATO.png",91714,3,283,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Ygor Nogueira de Paula","Ygor Nogueira","https://s.glbimg.com/es/sde/f/2016/04/27/46306ce4141f867fd41380363135167b_FORMATO.jpeg",91815,3,266,"zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Wesley Natã Wachholz","Wesley Natã","https://s.glbimg.com/es/sde/f/2016/05/13/8653785c7505502ef7563836f577017a_FORMATO.png",91743,3,315,"ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2016/04/28/4b89134138fb6ba402a44141ed432198_FORMATO.png",91808,3,264,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Silas Araújo da Silva","Silas","https://s.glbimg.com/es/sde/f/2015/05/09/0ad86f83590d595cc055c3696c0c0fc6_FORMATO.jpeg",91916,3,285,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2016/05/01/d699ce96a133a9a4277276ec939d0670_FORMATO.png",84890,3,287,"lat","Nulo",0.5,3.25,-0.75,0.5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Dener Gonçalves Pinheiro","Dener","https://s.glbimg.com/es/sde/f/2016/04/29/44b631eb22a18bd8eeb9d70b4793eacd_FORMATO.png",84887,3,316,"mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Christian Sávio Machado","Christian Sávio","https://s.glbimg.com/es/sde/f/2016/05/09/01f735a126510bb7577f5c20f3873cfe_FORMATO.png",91928,3,327,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2016/05/01/57ea55576ea726448dc22e88900674b7_FORMATO.png",84917,3,303,"lat","Provável",3,7.79,0.37,3,3,3,6,11,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Eriks de Souza Santos Pereira","Eriks","https://s.glbimg.com/es/sde/f/2015/05/29/5e6791e87bdd3d77ac02e6c9a2114272_FORMATO.jpeg",91946,3,285,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2016/04/26/6da386200ffd6eb819bc89d0f7c0c596_FORMATO.png",84926,3,282,"mei","Nulo",0,1.1,0,-0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Gabriel Pereira da Silva","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/0af286aa902954239098c9fb8e79b885_FORMATO.png",91950,3,287,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2016/04/30/391ddcd13c6100152201590a5c2e2157_FORMATO.png",91917,3,285,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Henrique de Souza Trevisan","Henrique Trevisan","https://s.glbimg.com/es/sde/f/2016/04/29/09ee3a91f794b4b7e9a81b639d7f1d88_FORMATO.png",91920,3,316,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",85004,3,266,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Diego Ferreira Matheus","Diego","https://s.glbimg.com/es/sde/f/2016/05/20/765fe7f46128eaa6c091ab1929141074_FORMATO.png",91783,3,263,"lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2016/04/29/73d2f99789d49931c8deea3969a3c2c3_FORMATO.png",84927,3,316,"mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Richarlison Andrade","Richarlison ","https://s.glbimg.com/es/sde/f/2016/04/29/f6f08e1efa5ce7033db704164ac007f7_FORMATO.png",92081,3,266,"ata","Provável",1.5,7.21,-0.12,2.67,3,1,6,4,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2016/05/09/30b9de471ace5f9a5652b40f9530ef64_FORMATO.png",81770,3,282,"ata","Contundido",1.9,7.79,-0.21,0.8,3,1,3,20,NA,NA,2,NA,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"472","Carlos Alberto Carvalho da Silva Júnior","Carlos","https://s.glbimg.com/es/sde/f/2016/05/09/92049d1586174aecc702f4584b544b81_FORMATO.png",85027,3,282,"ata","Provável",1.2,10.49,-1.13,4,2,2,2,1,NA,NA,2,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"473","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/5cab514072a09725b9f0f42b2f1d9d77_FORMATO.png",85425,3,277,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2016/05/13/9790ff844c24e1b895c9c8d06f9d55e4_FORMATO.png",92085,3,293,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/0b59c50becbc8d730cad413e46f903e6_FORMATO.png",85040,3,292,"mei","Provável",3.4,4.89,0.94,1.17,3,3,4,10,NA,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"476","Dierson Júnior Kuhn","Dierson","https://s.glbimg.com/es/sde/f/2016/05/20/933442bb56211b4777e5912e82f6fa40_FORMATO.png",91222,3,263,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Matheus Antonio Souza dos Santos","Matheus Pato","https://s.glbimg.com/es/sde/f/2015/08/12/8892e98d71d0fc38c1aeb55c78a8c28c_FORMATO.jpeg",92290,3,266,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Luis Henrique Farinhas Taffner","Luis Henrique","https://s.glbimg.com/es/sde/f/2016/05/20/4e05ecd1467a76bcc7f07366a16582ff_FORMATO.png",92128,3,263,"ata","Contundido",0,6.24,0,-1.5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2016/04/30/4238400ed396294e767c230a127d5f39_FORMATO.png",85591,3,285,"lat","Provável",5.5,8.01,1.51,2.93,3,3,2,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2016/05/01/bf92a4e8d8b526db55b36eec1291cf64_FORMATO.png",85586,3,303,"mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Hyago de Medeiros Engelmann","Hyago","https://s.glbimg.com/es/sde/f/2016/04/29/54702ccae5d017374d3ce636f1ae5add_FORMATO.png",92145,3,316,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Lyanco Evangelista Silveira Neves Vojnovic","Lyanco","https://s.glbimg.com/es/sde/f/2016/05/01/5ff95e8dd4eef153e5d1bce5bb2a1604_FORMATO.png",92087,3,276,"zag","Nulo",0,6.54,0,5.9,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,3,292,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Gustavo Ramos Vasconcelos de Oliveira","Gustavo Ramos","https://s.glbimg.com/es/sde/f/2016/04/28/a6f901fdd02918665d522c7a1384ba8a_FORMATO.jpeg",85596,3,285,"ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Alex Paulo Menezes Santana","Alex Santana","https://s.glbimg.com/es/sde/f/2013/12/31/9ed539a943e5b02be158e29ad9f23c92_FORMATO.jpeg",85465,3,285,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Yerry Fernando Mina Gonzalez","Yerry Mina","https://s.glbimg.com/es/sde/f/2016/05/11/1d176e42e96c1feded03010b414afe68_FORMATO.jpeg",85241,3,275,"zag","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Aylon Darwin Tavella","Aylon","https://s.glbimg.com/es/sde/f/2016/03/30/a0a9cde387253b1d1ab224ce4e21fa75_FORMATO.png",85930,3,285,"ata","Nulo",-0.3,5.3,-0.66,1.9,2,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2016/04/29/92c915db9d214a7b498d2733568b14c2_FORMATO.png",92438,3,266,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2016/04/27/0a298c039ef1a79534673291fb4e5ca3_FORMATO.png",85931,3,315,"mei","Nulo",7.2,5.1,2.25,3.35,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"490","Bruno Viana Willemen da Silva","Bruno Viana","https://s.glbimg.com/es/sde/f/2016/04/28/5e8c21e4fe26c6bb8c148b2ae722699d_FORMATO.png",92291,3,283,"zag","Provável",0.2,0.77,0,-1.75,2,1,NA,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Wilder Andrés Guisao Correa","Wilder","https://s.glbimg.com/es/sde/f/2016/05/01/6c87287f87a45617310efbcd992ff6e3_FORMATO.png",85297,3,276,"ata","Contundido",0,2.94,0,0,1,2,1,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Fernando Omar Barrientos","Barrientos","https://s.glbimg.com/es/sde/f/2016/05/13/bb398c2cdac6b824f4778b4ba74916c4_FORMATO.png",85984,3,293,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Evandro da Silva","Evandro","https://s.glbimg.com/es/sde/f/2016/04/28/f4be3bbf0db58f8be3c1ad86131a5b98_FORMATO.png",92192,3,294,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Marcelo Machado dos Santos ","Marcelo","https://s.glbimg.com/es/sde/f/2016/05/01/246270cfb0d85a032e4cb806f0f4c2bf_FORMATO.png",85400,3,287,"mei","Nulo",0,3.02,0,1.7,2,3,2,8,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"495","José Carlos Ferreira Junior","Juninho","https://s.glbimg.com/es/sde/f/2016/04/28/58bdc19e4d52c4fafcf8c5c4d1919ad2_FORMATO.png",92182,3,294,"zag","Provável",2.4,13.34,-0.31,4.2,3,3,2,7,1,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Vinícius Silvestre da Costa","Vinícius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,3,275,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2016/05/01/262c8b0d359812c2e129d40c66840c50_FORMATO.png",85629,3,276,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Diogo Mateus de Almeida Rodrigues Maciel","Diogo Mateus","https://s.glbimg.com/es/sde/f/2016/05/02/c8a9f95a87c426bbb6cc2dceb66c9cec_FORMATO.jpeg",85882,3,303,"lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2015/10/28/e97fac1629b8f139237262738c2e9dcd_FORMATO.jpeg",92501,3,284,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2016/05/09/a9f39be0910746b095c3543177941fc5_FORMATO.png",85418,3,282,"gol","Nulo",0,5.37,0,4.3,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2016/04/29/8612e800a41c6399f2e6910886f19110_FORMATO.png",92497,3,266,"mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2016/05/01/c7b717acd560b03be08e7af47aaa0cf9_FORMATO.png",92207,3,287,"gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Rafael Dumas Ribeiro","Rafael Dumas","https://s.glbimg.com/es/sde/f/2016/04/20/331eaf8147e2a2a768cb57a9a9813023_FORMATO.png",92500,3,262,"zag","Dúvida",0.1,0.8,-0.2,0.1,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2016/05/01/7f36b1972a4a471d650cea3bce5c3544_FORMATO.png",92193,3,303,"mei","Provável",0.5,7.04,-0.79,2.73,3,3,5,6,NA,1,2,1,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"505","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2016/04/30/467a8f898eba5ed165e1db959364e376_FORMATO.png",85423,3,285,"mei","Contundido",0,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2016/05/01/a48a4207a6987e0ef85cd7f9f843e206_FORMATO.png",86485,3,344,"ata","Provável",14.4,25.26,3.58,10.7,3,4,7,6,NA,1,3,2,1,4,NA,2,1,NA,NA,NA,NA,NA,NA
"507","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2016/04/30/89e0d630df160e2b31dc716d1ffa3c2d_FORMATO.png",92504,3,284,"ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","José Marcílio Martins da Silva ","Marcílio","https://s.glbimg.com/es/sde/f/2016/05/01/773e6d075f97446aaa6713cadcb1214a_FORMATO.png",92518,3,344,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Thiago Ferreira Lopes","Thiago Lopes","https://s.glbimg.com/es/sde/f/2016/04/28/b117d90d6a1e0614fa67d04f3e306c0c_FORMATO.png",92225,3,294,"mei","Nulo",1.7,3.68,0.24,0.8,3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Icaro Cosmo da Rocha","Ícaro","https://s.glbimg.com/es/sde/f/2016/04/28/5da0c1d61541ac587e45378832b17aab_FORMATO.png",86588,3,294,"mei","Nulo",0,3.74,0,3.1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,3,292,"mei","Provável",1.6,2.6,0.35,-0.1,2,1,2,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2016/05/03/c164624c6c9fb64ceb3c2540e025b59c_FORMATO.png",86486,3,344,"tec","Provável",6.44,7.86,1.74,4.11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Wellington Cézar Alves de Lima","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/2299d96676479b95a83cae7a08c52962_FORMATO.png",86527,3,344,"mei","Contundido",0,0.77,0,-2.65,2,7,5,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
