"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FS","PE","RB","SG","FF","DD","GS","FD","G","A","FT","I","PP","CV","GC","DP"
"486","Thiago Maia Alencar","Thiago Maia","https://s.glbimg.com/es/sde/f/2016/05/01/1b2976ce2cacc26f8141ace470b05928_FORMATO.png",89637,11,"SAN","mei","Provável",0.2,4.65,-0.67,1.52,11,1,12,11,52,18,NA,1,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA
"487","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,11,"BOT","gol","Nulo",0,6.22,0,2.33,6,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,11,"FLU","ata","Contundido",0,11.28,0,3.96,9,1,5,10,11,4,NA,3,NA,NA,3,3,NA,1,2,NA,NA,NA,NA
"489","Dioclécio Horácio da Silva","Horácio","https://s.glbimg.com/es/sde/f/2014/11/05/db5bc322a1aff4361e238348b7f06881_FORMATO.jpeg",89466,11,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2016/05/20/7a75a68437642ef0fde4ef9bc5a2f571_FORMATO.png",89492,11,"BOT","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Damián Emmanuel Lizio","Lizio","https://s.glbimg.com/es/sde/f/2016/05/20/66e6d57cbd8e83f278a7dabea1efed36_FORMATO.png",80224,11,"BOT","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Luciano da Rocha Neves","Luciano","https://s.glbimg.com/es/sde/f/2016/04/28/6489e4e072ac09e37fbab5b164be5115_FORMATO.png",80287,11,"COR","ata","Provável",13.1,7.5,2.39,2.88,10,1,14,14,14,9,NA,6,NA,NA,3,1,1,NA,1,NA,NA,NA,NA
"493","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2016/04/28/5ba6bd006602bef7f0c43836645b49c3_FORMATO.png",80286,11,"COR","gol","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2016/05/13/7f3dfc1be15fa33f2fe0215c195e6d80_FORMATO.png",89693,11,"ATL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2016/05/01/5dcd9e4c4a3b82146f0ae4159ac3f73c_FORMATO.png",89676,11,"VIT","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2016/05/30/581e9d6f1052ed1c3bc00c0fb1bab53a_FORMATO.png",89815,11,"INT","mei","Contundido",0.1,2.89,0.5,0.91,10,2,15,9,15,6,NA,4,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA
"497","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2016/05/01/650ed6dcbbc7fac8feb6fdca3525c659_FORMATO.png",80337,11,"STC","ata","Provável",8.7,9.21,1.59,3.35,11,1,15,24,32,9,NA,8,NA,NA,3,2,1,NA,2,NA,NA,NA,NA
"498","Artur Jesus Vieira","Artur","https://s.glbimg.com/es/sde/f/2016/05/09/3f34ac5ab5956cf642adcc0a9430a215_FORMATO.png",82740,11,"AME","zag","Nulo",0,2.3,0,1.14,9,3,11,2,17,9,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA
"499","Jocinei Schad ","Jocinei","https://s.glbimg.com/es/sde/f/2016/04/29/a024082765790c877c2ea92b8e918c43_FORMATO.png",80330,11,"FIG","mei","Nulo",0,7.89,0,3.02,5,NA,1,6,17,7,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"500","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,11,"BOT","mei","Contundido",0,4.43,0,2.56,8,2,12,16,30,12,NA,5,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"501","Bruno Edgar Silva Almeida","Bruno Ramires","https://s.glbimg.com/es/sde/f/2016/05/25/d404224a3a10f045f7b5ac26ba1630d7_FORMATO.png",89924,11,"CRU","mei","Provável",1.1,3.59,-0.02,1.54,9,2,8,5,21,13,NA,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"502","Jonathan Calleri","Calleri","https://s.glbimg.com/es/sde/f/2016/05/04/765865175e180ab807fb3efa2cc5f005_FORMATO.png",89840,11,"SAO","ata","Suspenso",-0.8,17.52,-2.06,3.7,4,3,10,7,5,1,NA,3,NA,NA,2,3,NA,NA,2,NA,1,NA,NA
"503","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2016/04/29/cbfa26086ef241df58aab4b320638112_FORMATO.png",80370,11,"FLU","mei","Provável",0.8,6.42,-0.42,2.9,9,1,10,7,19,19,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"504","Norberto Pereira Marinho Neto","Norberto ","https://s.glbimg.com/es/sde/f/2016/05/01/7020b210f29e4f813f0c395cc674d5bf_FORMATO.png",80374,11,"VIT","lat","Contundido",0,5.23,0,3.38,6,1,8,6,13,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"505","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2016/05/03/3ebd9ed86862cc224d7f138b75e64119_FORMATO.png",89930,11,"INT","mei","Nulo",-0.5,4.24,-1.21,0.86,8,2,19,8,18,5,NA,6,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"506","Fábio Gonçalves","Fabinho","https://s.glbimg.com/es/sde/f/2016/05/10/41bf16a10372662163a828bfbe7880d6_FORMATO.png",80393,11,"INT","mei","Suspenso",-6,6.2,-1.75,3.21,10,NA,16,21,15,22,NA,1,NA,NA,2,NA,NA,NA,2,NA,1,NA,NA
"507","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2016/05/01/50ba5f59e410f0d4a635357cb29bcdb8_FORMATO.jpeg",89898,11,"PAL","ata","Provável",2.5,10.95,-0.11,4.19,11,1,10,16,31,11,NA,11,NA,NA,5,3,NA,NA,2,NA,NA,NA,NA
"508","Bruno Antonio dos Santos","Bruno Santos","https://s.glbimg.com/es/sde/f/2016/04/29/c90440a9112852ec2d98e4d2186485d3_FORMATO.png",89977,11,"FIG","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Matheus Francisco Inácio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2016/05/01/30cf7f0a43eef63c3dbb3271836e65c7_FORMATO.png",80394,11,"PON","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Maicon da Silva Macedo","Maicon Silva","https://s.glbimg.com/es/sde/f/2016/05/01/7ba6e1abd795a473cd928b489b23352a_FORMATO.png",80431,11,"VIT","lat","Contundido",0,2.03,0,1.3,4,1,3,2,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Marlon Santos da Silva Barbosa","Marlon Santos","https://s.glbimg.com/es/sde/f/2016/04/29/cc3b324e19a695a99c4e135c6ea837fe_FORMATO.png",80538,11,"FLU","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Tiago da Rocha Vieira","Tiaguinho","https://s.glbimg.com/es/sde/f/2016/06/15/e40d8343ec816a07f175770503c369fb_FORMATO.jpeg",90265,11,"CHA","ata","Nulo",0,1.38,0,-0.4,1,NA,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2015/10/23/e756619fc21577a6e24f6b2599e9c8e7_FORMATO.png",80281,11,"ATL","zag","Contundido",0,0.92,0,-0.77,4,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"514","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2016/04/27/3e188c20efad841496876cbe0bf752bb_FORMATO.jpeg",90290,11,"GRE","mei","Provável",4.2,3.57,0.68,3.68,5,1,5,4,9,8,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"515","Pedro Rocha Neves","Pedro Rocha","https://s.glbimg.com/es/sde/f/2016/04/30/0d21af8fa9b92cb5a7bcbc1b174a8b2e_FORMATO.png",90302,11,"GRE","ata","Contundido",0,5.07,0,2.3,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"516","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2016/04/30/35ea819f3d48c22459067c2265b46039_FORMATO.png",89976,11,"INT","lat","Nulo",-2.3,2.51,-0.36,1.47,4,1,4,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Marcos Garbellotto Pedroso","Marquinhos Pedroso","https://s.glbimg.com/es/sde/f/2016/04/29/37de3a15f91ef726f1204ad48c4d31c4_FORMATO.png",80552,11,"FIG","lat","Provável",4.7,8.1,-0.01,2.73,11,2,29,13,39,11,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"518","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2016/05/01/99227d881a9f127bce3c284290295f02_FORMATO.png",80583,11,"SAN","mei","Provável",14.5,19.42,2.18,6.33,4,1,3,8,20,6,NA,3,NA,NA,2,1,1,1,NA,NA,NA,NA,NA
"519","Renato Augusto Santos Junior","Renato","https://s.glbimg.com/es/sde/f/2016/05/24/db54a7b57cc179f65dbfb93f3227f966_FORMATO.png",80576,11,"FIG","mei","Nulo",0,3.32,0,-0.95,2,1,4,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2016/04/30/896250a6a797bd9a6c4699f9bd5cba0c_FORMATO.png",90303,11,"GRE","mei","Nulo",-0.6,5.03,-0.29,-0.8,4,1,4,2,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"521","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2016/05/01/f0a005c33b60cc205cdc6bd87876db75_FORMATO.png",90309,11,"VIT","mei","Nulo",0,1.42,0,0.47,3,NA,1,2,6,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"522","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2016/04/30/18ff4912170bfa6b768c963fe382259d_FORMATO.png",80853,11,"GRE","zag","Nulo",0,20.48,0,6.24,9,1,9,6,29,15,6,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"523","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,11,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2016/04/28/e9ebab6fd2406ef83d5358e1e50028db_FORMATO.png",80944,11,"COR","mei","Nulo",0,2.74,0,0.35,4,NA,1,2,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Igor da Silva Candiota","Igor","https://s.glbimg.com/es/sde/f/2015/01/14/32a187dc06535c3c4dde77de918fa558_FORMATO.jpeg",90320,11,"FLA","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Jair Rodrigues Júnior","Jair","https://s.glbimg.com/es/sde/f/2016/05/30/73bc4e0ece2cb92c6f184604d5960f46_FORMATO.png",81091,11,"INT","mei","Nulo",0,2.89,0,-0.7,1,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Bryan Olivera Calvo","Bryan Olivera","https://s.glbimg.com/es/sde/f/2015/01/15/36ca70d6a800ae5a7b33483691bae83a_FORMATO.jpeg",90311,11,"FLU","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Nixon Darlanio Reis Cardoso","Nixon","https://s.glbimg.com/es/sde/f/2016/04/20/621e77fb815325d47efca6e1d9d7dc82_FORMATO.png",80913,11,"FLA","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2016/04/29/c5a87a4a3a57683de818658384dace69_FORMATO.png",81150,11,"CRU","lat","Provável",2.8,11.17,-1.58,5.53,3,1,3,1,2,6,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"530","Ronaldo César Mendes de Medeiros","Ronaldo Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/f0fe5370b9ecbdf0197334e098a036c2_FORMATO.png",81148,11,"SAN","mei","Nulo",0,6,0,1.57,4,1,4,5,7,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Victor Neves Rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2016/05/09/0f00d98df560fe7a979c2ce99e9eac49_FORMATO.png",82653,11,"AME","ata","Provável",0.6,6.72,-0.04,3.65,6,NA,7,7,10,2,NA,5,NA,NA,3,2,NA,NA,2,NA,NA,NA,NA
"532","Jean Victor Barros","Jean","https://s.glbimg.com/es/sde/f/2016/05/20/3b155c0be6cba1a2c1ae295d73bd0c72_FORMATO.png",90336,11,"BOT","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2016/05/09/8d1e5357a150ae34a3e7f1235bf81f8a_FORMATO.png",81223,11,"ATL","zag","Provável",7.8,6.57,1.99,2.5,4,1,2,2,7,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2016/05/30/9e7a04cb4e1a88c4ac3de1a2d90d5016_FORMATO.png",91194,11,"FLA","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Alisson Alves Farias","Alisson Farias","https://s.glbimg.com/es/sde/f/2016/04/30/d4033d2d070ff7793784fbb3ce12f678_FORMATO.png",90481,11,"INT","mei","Nulo",0,3.68,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"536","Jeferson Carvalho dos Santos","Jeferson Negueba","https://s.glbimg.com/es/sde/f/2016/06/15/b3dfa367e6778d82e1587a4de440fd12_FORMATO.jpeg",90335,11,"GRE","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,11,"BOT","mei","Provável",19.1,13.57,3.78,5.7,10,1,15,10,27,23,NA,5,NA,NA,4,2,1,1,3,NA,NA,NA,NA
"538","Josué de Oliveira Almeida","Josué","https://s.glbimg.com/es/sde/f/2016/05/01/443cd145ec9c00b3135b3ffe62d9cd00_FORMATO.png",81543,11,"VIT","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2016/05/09/9cc66ac9c0e3b1aa96f2a58610743699_FORMATO.png",81682,11,"ATL","mei","Provável",0.1,11.69,-1.22,6.5,5,1,5,5,21,NA,NA,4,NA,NA,2,4,1,NA,2,NA,NA,NA,NA
"540","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,11,"SPO","zag","Contundido",0,5.58,0,0.57,3,NA,8,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,11,"GRE","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2016/04/28/f00d8093b5e7456cf5ee94161c8b7bda_FORMATO.png",90535,11,"CRU","mei","Nulo",0,1.11,0,0.9,2,NA,1,1,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"543","Bruno dos Santos Nazário","Bruno Nazário","https://s.glbimg.com/es/sde/f/2016/04/28/b4a45b36ada00cfc0463d86b634ac479_FORMATO.png",81776,11,"CRU","mei","Nulo",0,1.57,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2016/04/30/c66920f75ffae5c4ae70d98ce74fc92e_FORMATO.png",90532,11,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Williams da Luz","Williams","https://s.glbimg.com/es/sde/f/2016/01/14/e7f0433ec3cfaf99844f48f07a15e886_FORMATO.jpeg",89640,11,"STC","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2016/04/27/f1da8b58208c0cf5e99aa6d98bd681a7_FORMATO.png",90634,11,"CHA","mei","Nulo",0,0.88,0,0.35,2,1,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2016/05/09/30b9de471ace5f9a5652b40f9530ef64_FORMATO.png",81770,11,"ATL","ata","Provável",1.5,6.27,0.27,0.42,8,2,8,8,30,2,NA,7,NA,NA,4,NA,1,NA,2,NA,NA,NA,NA
"548","João Ricardo Riedi","João Ricardo","https://s.glbimg.com/es/sde/f/2016/05/09/a0bbd0dab2d8ed42d0781ece46879c2f_FORMATO.png",81881,11,"AME","gol","Provável",0.4,5.49,-0.69,0.94,11,1,1,NA,14,NA,1,NA,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Guilherme Xavier de Oliveira","Guilherme Xavier","https://s.glbimg.com/es/sde/f/2016/05/09/8107ae25a5591cc30dac164e0330ce30_FORMATO.png",90635,11,"AME","mei","Nulo",0,2.56,0,1.78,4,NA,4,8,8,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"550","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/06/28/9486294b62dc097f9faf0f37e9227dff_FORMATO.jpeg",90569,11,"SAN","mei","Nulo",1.2,2.69,0.22,0.98,4,NA,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2016/05/09/a2bc2cdd8b33a4aaa476ae435462e576_FORMATO.png",81898,11,"AME","mei","Provável",0.3,7.81,-0.49,2.16,7,1,15,12,36,8,NA,9,NA,NA,5,1,NA,NA,7,NA,NA,NA,NA
"552","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2016/05/01/1f935974fecf9ac7b30cbc7c4a5e4c7a_FORMATO.png",90566,11,"SAN","mei","Nulo",0,3.04,0,-0.9,2,1,3,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"553","Renato Bruno Vieira Gomes","Renato Bruno","https://s.glbimg.com/es/sde/f/2016/05/09/0e935a35d387a89b9fb03da1981a4faf_FORMATO.png",90637,11,"AME","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Paulo Ricardo Ferreira","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2016/05/01/55a7c3efa93f25e94238147e784e436c_FORMATO.png",88224,11,"SAN","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2016/06/28/9c44ed90c5f62aba040b5beb817a9a63_FORMATO.jpeg",90651,11,"SAN","ata","Provável",9,10.36,-0.24,12.75,2,NA,1,1,10,3,NA,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA
"556","Igor de Carvalho Julião","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,11,"FLU","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Weverton Almeida Santos","Ferrugem","https://s.glbimg.com/es/sde/f/2016/04/29/690d34559cb8d9e8163e4ea19e69d556_FORMATO.png",82128,11,"FIG","mei","Provável",0,4.83,0,2.86,10,3,13,16,24,14,NA,2,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA
"558","Alípio Duarte Brandão","Alípio","https://s.glbimg.com/es/sde/f/2016/05/01/d905a98c54e7ee4f247ea6a6cbc68abf_FORMATO.png",91100,11,"VIT","mei","Contundido",0,3.07,0,0.7,7,NA,3,2,10,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"559","Adilson dos Anjos Oliveira","Juninho","https://s.glbimg.com/es/sde/f/2016/05/25/e3006a21089ee8ff85bbb74e25ac3a76_FORMATO.jpeg",82381,11,"AME","mei","Nulo",1.7,5.44,-0.87,3.97,7,NA,9,6,18,19,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"560","César Henrique Martins","César Martins","https://s.glbimg.com/es/sde/f/2016/04/20/4e6efee24b28c19cfc465c7b37db52e5_FORMATO.png",82403,11,"FLA","zag","Nulo",0,2.2,0,-1.53,3,1,2,1,15,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"561","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,11,"SAO","ata","Provável",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Marlon Bruno Mariano de Souza","Marlon","https://s.glbimg.com/es/sde/f/2016/05/24/2fdfdac444fd29a9c8834134e31dbe46_FORMATO.jpeg",90679,11,"FIG","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Christiano Andrey de Araujo Vieira","Christiano ","https://s.glbimg.com/es/sde/f/2016/05/01/506e76fc0cfd0d0814362b729d1cd678_FORMATO.png",82499,11,"SPO","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Geirton Marques Aires","Gegê","https://s.glbimg.com/es/sde/f/2016/05/20/0e39c7e6b5d2a8e4dbec105caa7d7ab8_FORMATO.png",82474,11,"BOT","mei","Nulo",0,4.62,-0.53,0.62,4,NA,2,3,11,2,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"565","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2016/04/28/de16cbb2364fc968c073acdc06dedf33_FORMATO.png",82469,11,"CRU","ata","Nulo",0,5.33,0,2.16,5,1,2,1,1,2,NA,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA
"566","Otávio Henrique Passos Santos","Otávio","https://s.glbimg.com/es/sde/f/2016/04/26/e6f18e8db36b5cd2a6dfdb55d33b54bb_FORMATO.png",82463,11,"ATL","mei","Provável",0.5,14.49,-0.96,3.67,10,1,17,9,17,20,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"567","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2016/04/28/3da1167b31ce1acf558f1cf1c25d0597_FORMATO.png",81845,11,"CRU","ata","Contundido",7.3,11.25,0.05,4.02,7,1,7,12,13,2,NA,8,NA,NA,2,2,1,NA,1,NA,NA,NA,NA
"568","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2016/04/30/c10a6a6dfa21489038a8138616614f09_FORMATO.png",82567,11,"GRE","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Gabriel da Silva Esteves","Gabriel Esteves","https://s.glbimg.com/es/sde/f/2016/05/25/3f0f49fb8526d4153acbc8140a8a33db_FORMATO.png",82570,11,"FIG","ata","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Hyuri Henrique de Oliveira Costa","Hyuri","https://s.glbimg.com/es/sde/f/2016/04/26/3d46e04733571b02d6699820588895f2_FORMATO.png",82758,11,"ATL","ata","Nulo",0,6.68,0,1.82,6,NA,7,8,3,6,NA,3,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA
