"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","A","CA","FC","FF","FS","I","PE","RB","FD","FT","G","DD","GS","SG","CV","GC","PP","DP"
"684","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/f9c95517b0a6cf130d7f84e6aab3bb68_FORMATO.png",38425,14,"PON","zag","Provável",0,6.43,0,3.38,10,NA,3,11,2,13,1,13,14,NA,NA,1,NA,NA,2,NA,NA,NA,NA
"685","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2016/04/29/218be31082641b6814a593a00e28a095_FORMATO.png",38431,14,"FLU","gol","Provável",20,11.86,2.82,3.09,14,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,15,15,6,NA,NA,NA,NA
"686","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,14,"SAN","lat","Provável",0.7,9.88,-0.75,3.64,13,NA,5,18,2,10,NA,52,22,2,NA,2,NA,NA,4,NA,NA,NA,NA
"687","Gregore Magalhães da Silva","Gregore","https://s.glbimg.com/es/sde/f/2016/06/28/e0edf8d3f4727e710d27e56e8a0989a5_FORMATO.jpeg",95464,14,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2016/04/30/e393c92239428f76920973cf24b82073_FORMATO.png",87008,14,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Igor Brondani da Luz","Igor ","https://s.glbimg.com/es/sde/f/2016/04/27/9b0dc72678ed3d2a6171a25e0c4728dd_FORMATO.png",87201,14,"CHA","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2016/04/29/ec27531ace1e093fa1db50938eb9132b_FORMATO.png",38440,14,"FLU","mei","Nulo",0,7.89,0,2.46,5,NA,1,13,NA,4,NA,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2016/07/08/9c77eae8ffe910b24fb1d98ce962c693_FORMATO.jpeg",87211,14,"PON","tec","Provável",2.29,9.48,-0.36,2.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Marcos Roberto da Silva Barbosa","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/29/b0d8a0ac72e4282897d8e69e4c670c2b_FORMATO.png",38515,14,"FIG","zag","Nulo",0,5.11,0,2.81,7,NA,1,7,1,3,1,11,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
"693","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2016/06/06/fff1e2f2c5b5ab7d1955d4863ec54bf3_FORMATO.png",38523,14,"GRE","lat","Provável",2.7,10.11,-0.66,3.93,12,1,5,24,4,18,NA,66,18,5,1,1,NA,NA,5,NA,NA,NA,NA
"694","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2016/04/20/617d739dd1a0f98c8183bc66cee10d54_FORMATO.png",94930,14,"FLA","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/5cb6787323010c1ede0ce214b83bd2c9_FORMATO.png",38530,14,"PAL","mei","Provável",0,15.27,0,3.72,11,5,1,10,3,3,1,37,7,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"696","Rodrigo Marcos dos Santos","Rodrigo Mancha","https://s.glbimg.com/es/sde/f/2016/05/01/28ca1fbce7ff092e6eebee52283a14f2_FORMATO.png",38579,14,"SPO","mei","Dúvida",-0.1,1.67,-0.11,0.66,8,NA,1,7,3,4,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,14,"SAO","mei","Contundido",0,10.6,0,3.56,5,1,1,4,NA,1,NA,6,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"698","Nílton Ferreira Júnior","Nilton","https://s.glbimg.com/es/sde/f/2016/04/30/249fed612a2888df8575c1a9be60b53a_FORMATO.png",38573,14,"INT","mei","Nulo",0,4.5,0,1.45,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Carlos Andrade Souza","Carlinhos","https://s.glbimg.com/es/sde/f/2016/05/01/d446f5335ee4582353eb54aec7443ad2_FORMATO.png",38451,14,"SAO","lat","Nulo",1.1,3.93,-0.39,0.15,4,NA,2,6,NA,2,NA,6,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"700","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/d79ded1eae88c25646b800caa6438463_FORMATO.png",87225,14,"COR","zag","Contundido",4.7,2.62,-0.31,2.88,7,NA,2,4,1,4,NA,9,6,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"701","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2016/04/30/48dd7ee31224c5846fad2dbe7a73178c_FORMATO.png",86759,14,"GRE","ata","Provável",8.3,19.68,1.16,7.03,13,2,4,15,17,36,3,55,17,9,2,5,NA,NA,NA,NA,NA,NA,NA
"702","Anderson Ferreira da Silva","Pará","https://s.glbimg.com/es/sde/f/2016/07/13/9ed414184988c2926ab0d78b55db9098_FORMATO.png",87213,14,"FIG","lat","Nulo",0,3.15,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2016/07/15/92b851e9c41ef9a1d4b7c7b571e632a7_FORMATO.png",38617,14,"FLU","ata","Nulo",0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Matheus Ferraz Pereira","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/ee9c9754f977b8bf74b59867238b6618_FORMATO.png",38632,14,"SPO","zag","Provável",-3.2,3.3,-0.28,1.32,10,NA,1,15,3,4,NA,32,3,2,NA,2,NA,NA,2,1,NA,NA,NA
"705","Leonardo Cereja","Léo Cereja","https://s.glbimg.com/es/sde/f/2016/05/01/8e2be41e6ff47c7f43ca6cfc5566242a_FORMATO.png",95337,14,"PON","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Márcio José de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2016/07/14/f73d6a34054528c4909ddb6c6ad71cb0_FORMATO.png",38763,14,"STC","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2016/05/09/76b9cb2942f6965ee20898d648090291_FORMATO.png",86764,14,"ATL","lat","Provável",6.4,6.68,-0.09,3.49,14,NA,2,12,1,20,NA,40,16,3,NA,NA,NA,NA,6,NA,NA,NA,NA
"708","Leandro Luchese Guerreiro","Leandro Guerreiro","https://s.glbimg.com/es/sde/f/2016/05/09/9fcbb33c340908edfdb650fe7c281ed4_FORMATO.png",38822,14,"AME","mei","Provável",0.3,3.5,-0.31,1.51,13,1,5,18,5,3,1,44,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Vitor Ruas Garrido","Vitinho","https://s.glbimg.com/es/sde/f/2016/05/09/7af1013445c4cc15fd5f4044616d04cd_FORMATO.png",94933,14,"AME","ata","Nulo",0,0.77,0,-0.3,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,14,"ATL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2016/04/30/782b68bfa6a0e5f34271aa9a00e550be_FORMATO.png",38852,14,"INT","mei","Nulo",1.9,12.35,0.24,2.15,8,1,1,5,1,4,NA,20,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"712","Matheus Nolasco de Oliveira Silva","Matheus Nolasco","https://s.glbimg.com/es/sde/f/2016/06/28/2f84a485853ec14d4568e1e77e58e117_FORMATO.jpeg",95465,14,"SAN","ata","Nulo",0,3.25,0,0.82,4,NA,1,1,NA,4,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2016/07/06/1d5f27ee4d8c230af2ff8999e8d6bc88_FORMATO.png",94962,14,"CRU","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2016/04/30/769e4a5d5c29aacc6485e57746072683_FORMATO.png",38738,14,"GRE","mei","Provável",2.9,7.36,-0.7,2.19,12,2,2,10,5,13,1,66,5,3,NA,3,NA,NA,NA,NA,NA,NA,NA
"715","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2016/07/07/db1e5a2c9cffd51d57211909936a7953_FORMATO.png",94985,14,"COR","lat","Nulo",7.5,12.68,0.98,3.84,13,2,2,6,NA,14,1,37,15,1,NA,NA,NA,NA,5,NA,NA,NA,NA
"716","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2016/05/09/a1a3a7a82484b2a3f7b6388ea8f914cc_FORMATO.jpeg",95022,14,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2016/07/08/d195ae8ef89dd28d25450c8fe56f6246_FORMATO.png",95539,14,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2016/07/06/4b699440af1242f2544490fe5357dc29_FORMATO.png",86766,14,"ATL","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2016/05/09/47077cf4073dc5319b8e49c87010479b_FORMATO.jpeg",95023,14,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2016/05/01/49909c7b610545598b92f0e07bdee08e_FORMATO.png",38908,14,"SAN","mei","Provável",-0.1,11.92,-1.29,2.94,14,1,1,7,1,11,NA,46,23,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"721","Igor Vinicius de Souza","Igor",NA,95466,14,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,14,"BOT","mei","Nulo",0,4.91,0,3,1,NA,NA,3,NA,4,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,14,"SAN","ata","Provável",0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Rafael Oller Pereira","Rafael Oller","https://s.glbimg.com/es/sde/f/2016/06/28/9cfa51f4c396ed8b06b5d6131fa29050_FORMATO.jpeg",95619,14,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Joanderson de Jesus Assis","Joanderson",NA,95560,14,"CRU","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Matheus Vinicius Matos Nogueira","Matheus Nogueira","https://s.glbimg.com/es/sde/f/2016/04/27/78ec1e03838620b307a5b86148c2cb22_FORMATO.jpeg",95121,14,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","danilo ribeiro cardoso","Danilo","https://s.glbimg.com/es/sde/f/2016/06/28/2b372296e8cf8369ba5f80ace96e510a_FORMATO.jpeg",95621,14,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2016/05/01/96e491504eed845c49686d39f3ce056b_FORMATO.png",39850,14,"VIT","tec","Provável",3.93,6.56,0.34,3.21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Bruno Leonardo dos Santos Covas","Bruno Leonardo","https://s.glbimg.com/es/sde/f/2016/07/12/93722d43ce4a5fc3d48f46f65fbafac8_FORMATO.png",95620,14,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Leandro Domingues Barbosa","Leandro Domingues","https://s.glbimg.com/es/sde/f/2016/05/01/229b055bfda96bb451ff23fa36f34c4e_FORMATO.png",39144,14,"VIT","mei","Contundido",0,6.89,0,2,9,2,NA,11,2,8,2,12,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"731","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2016/05/09/12665443037abe696b9b0e8b793b4b9d_FORMATO.png",39152,14,"AME","lat","Contundido",0,0.8,0,-1.6,3,NA,1,4,1,NA,2,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/05/13/63ec665d8c94605033bc8a7f765d373e_FORMATO.png",95126,14,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/01/65ba6d104f9bf5f59b41bf5d109d9d3f_FORMATO.png",38957,14,"PAL","ata","Dúvida",0,6.72,0,1.07,6,1,1,2,NA,2,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2016/05/13/3ed8feee46309c431569eaf3d3deff10_FORMATO.png",95127,14,"ATL","mei","Nulo",0,1.42,0,2.9,1,NA,NA,NA,NA,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Marcus Vinicius Aredes Duarte","Marcus Vinicius",NA,95622,14,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2016/07/13/42e79d58026aea922dad47b68dcf6879_FORMATO.png",40025,14,"FLU","tec","Provável",3.62,12.34,-0.1,3.42,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Lucas Francisco de Lima Silva","Lucão",NA,95623,14,"STC","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2016/04/28/3d30ea7a106ec16adcd2d114cd81b8ef_FORMATO.png",40179,14,"COR","ata","Provável",-1.1,15.62,-0.58,3.1,13,NA,5,37,6,48,8,38,10,7,NA,4,NA,NA,NA,NA,NA,NA,NA
"739","Matheus de Jesus Cardoso","Banguelê","https://s.glbimg.com/es/sde/f/2016/07/07/b91677434b9eea89f5d977689ea849c7_FORMATO.png",95637,14,"SAO","mei","Nulo",0,0.74,0,-1.1,1,NA,1,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Ailton Fagner Mendonça da Silva","Ailton ","https://s.glbimg.com/es/sde/f/2016/07/14/275b048caeee2a83c79e3937d231884d_FORMATO.png",95627,14,"STC","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Cleber Henrique Pereira dos Santos","Cleber",NA,95625,14,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2016/06/28/dca1cc86e589d31cea6f34c1debc7fb7_FORMATO.jpeg",95638,14,"BOT","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Matheus Silva de Carvalho","Matheus",NA,95626,14,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Stoitchkov Ortega Silva de Melo","Ortega","https://s.glbimg.com/es/sde/f/2016/07/13/936a64318d4514dfe4d3040a24f4215d_FORMATO.png",95624,14,"STC","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2016/05/13/8d5c16b7b121f5fd67db504d17862635_FORMATO.png",95651,14,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2016/07/08/a25c043c72cbfe64aa3f9e2a7d76cdc5_FORMATO.png",40990,14,"SAN","tec","Provável",1.6,10.96,-0.73,4.25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","José Artur de Lima Júnior","Artur","https://s.glbimg.com/es/sde/f/2016/06/28/9857d5ce7085f8e77dc7e133e26c9bce_FORMATO.jpeg",95659,14,"SAO","mei","Nulo",0,1.54,-0.61,2.6,4,NA,NA,4,NA,3,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Vitor Hugo Carvalho","Vitinho","https://s.glbimg.com/es/sde/f/2016/06/28/0066a6b82eb2c048ead7c8b148fec04d_FORMATO.jpeg",95770,14,"PAL","mei","Nulo",0,1.95,0,1.05,2,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Felipe Araruna Hoffman","Felipe Araruna",NA,95660,14,"SAO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2016/07/14/6bfb2dd930a89bee8175af0b5545f03d_FORMATO.jpeg",95780,14,"FLA","tec","Provável",8.26,13.38,1.18,4.31,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","João Vitor Brandão Figueiredo","João Figueiredo",NA,95779,14,"ATL","ata","Nulo",0,0.77,0,-0.37,3,NA,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Pedro Gomes Bortoluzo","Pedro",NA,95661,14,"SAO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Rodney Wallace Burns","Rodney Wallace","https://s.glbimg.com/es/sde/f/2016/07/08/be30503bb37ff03ba2a82fc46259f268_FORMATO.png",95693,14,"SPO","ata","Contundido",0,3.9,0,4.59,7,2,1,8,2,3,NA,18,8,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"754","Vinícius Alexandre Pinto","Vinícius","https://s.glbimg.com/es/sde/f/2016/07/08/c395598d9ffe0494929a8e190e4edb87_FORMATO.jpeg",95663,14,"PON","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,14,"SAO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Caique da Silva Maria","Caíque",NA,95831,14,"SAO","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Artur Victor Guimarães","Artur","https://s.glbimg.com/es/sde/f/2016/06/28/0a1a8bac3a7b8bc526958b35ff2a32be_FORMATO.jpeg",95799,14,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Nathanael Ananias da Silva","Nathan",NA,95794,14,"ATL","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2016/06/28/34411a0d95777a4e5c4de1ba74779a23_FORMATO.jpeg",95820,14,"COR","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Marcos de Almeida","Marcão","https://s.glbimg.com/es/sde/f/2016/06/28/210eaa04ca1501fb8f61ad65809e8bdd_FORMATO.jpeg",95832,14,"GRE","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2016/07/08/73aad4317e7f05e2a49b429174de5b6c_FORMATO.png",95837,14,"SAN","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Thiago Ennes Moreira","Thiago Ennes",NA,95861,14,"FLA","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Yonatthan Nicolas Rak Barragan","Rak",NA,95829,14,"INT","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2016/04/28/ef1d2a5ff504e9d69923adec9d7edfe3_FORMATO.png",37608,14,"COR","mei","Contundido",0,2.88,0,1.94,5,1,3,5,2,NA,NA,15,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Carlos Alberto Gomes de Jesus","Carlos Alberto","https://s.glbimg.com/es/sde/f/2016/04/29/6d844ecf2e201d5ccaf0120e89a2a63f_FORMATO.png",37652,14,"FIG","mei","Contundido",0,6.35,0,4.3,2,1,NA,2,NA,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2016/04/29/505bb95d4110ddb7f27fe3607bdc1e3d_FORMATO.png",37655,14,"FIG","ata","Provável",5.1,12.39,1.04,3.99,11,NA,3,20,13,13,14,28,4,6,2,5,NA,NA,NA,NA,NA,NA,NA
"767","Kady Iuri Borges Malinowski","Kady","https://s.glbimg.com/es/sde/f/2016/07/11/f7b8ac0e8e33c791b002c13dfcf77bf4_FORMATO.png",95855,14,"COR","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2016/05/01/d9abb78626aaa013bb379d82f2084409_FORMATO.png",37607,14,"SAO","mei","Provável",0,12.33,0,0.44,5,1,1,3,4,1,3,17,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Matheus Henrique Meireles Mota","Matheus Henrique","https://s.glbimg.com/es/sde/f/2016/07/05/ae05f42174c1b9cccde7bf5c9039e152_FORMATO.jpeg",95841,14,"FIG","ata","Nulo",0,1.43,0,-0.3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,14,"SPO","gol","Dúvida",0,9.01,0,3.95,11,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,22,16,2,NA,NA,NA,NA
"771","Dagoberto Pelentier","Dagoberto","https://s.glbimg.com/es/sde/f/2016/05/01/959bce7e4083d35acad0cf216886af9b_FORMATO.png",37613,14,"VIT","ata","Provável",4.4,6.75,0.51,1.22,13,NA,2,13,13,24,3,39,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Ricardo Gomes Raymundo","Ricardo Gomes","https://s.glbimg.com/es/sde/f/2016/05/22/2aa55bb880d01167a216961ab65a3245_FORMATO.png",41273,14,"BOT","tec","Provável",2.92,9.11,-0.34,3.76,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
