,atletas.apelido_abreviado,atletas.pontos_num,atletas.clube_id,atletas.rodada_id,atletas.nome,atletas.slug,atletas.apelido,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.status_id,atletas.jogos_num,atletas.preco_num,atletas.media_num,atletas.foto,atletas.entrou_em_campo,atletas.atleta_id,atletas.clube.id.full.name,A,CA,DS,FC,FD,FF,FS,G,SG,CV,I,PS,V,FT,DE,GS,PC,PP,GC,DP
606,D. Alves,0.0,262,22,Francisco Dyogo Bento Alves,dyogo-alves,Dyogo Alves,1,,0.0,6,0,1.0,0.0,,False,122318,Flamengo,,,,,,,,,,,,,,,,,,,,
607,D. Sales,0.0,262,22,Daniel dos Santos Sales,daniel-sales,Daniel Sales,2,,0.0,6,0,1.0,0.0,,False,122320,Flamengo,,,,,,,,,,,,,,,,,,,,
608,Lorran,0.0,262,22,Lorran Lucas Pereira de Sousa,lorran,Lorran,4,,0.0,6,13,3.68,2.67,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,False,122321,Flamengo,1.0,,8.0,9.0,6.0,6.0,6.0,1.0,,,2.0,,,,,,,,,
609,Lyncon,0.0,267,22,Lyncon Correa Gonçalves,lyncon,Lyncon,3,,0.0,6,1,3.97,8.0,https://s.sde.globo.com/media/person_role/2024/07/07/photo_FORMATO_Dm2djjq.png,False,122378,Vasco,,,,,,,,1.0,,,,,,,,,,,,
610,L. Eduardo,0.0,267,22,Lucas Eduardo de Souza Oliveira,lucas-eduardo,Lucas Eduardo,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1YblXkK.png,False,122379,Vasco,,,,,,,,,,,,,,,,,,,,
611,Julião,0.0,267,22,Matheus Gabriel Julião Damasceno,juliao,Julião,2,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/05/09/photo_FORMATO_7dRSlSv.png,False,122380,Vasco,,,,,,,,,,,,,,,,,,,,
612,Gustavinho,0.9,280,22,Gustavo Ribeiro Neves,gustavinho,Gustavinho,4,,-0.71,6,16,3.08,1.76,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,True,122394,Bragantino,3.0,,9.0,9.0,1.0,2.0,5.0,,,,,,,,,,,,,
613,Ryan,3.0,264,22,Ryan Gustavo de Lima,ryan,Ryan,4,,0.06,6,8,2.71,2.34,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_r9tm9Th.png,True,122396,Corinthians,,1.0,14.0,9.0,2.0,1.0,5.0,,,,,,,,,,,,,
614,P. Baianinho,0.0,287,22,Pablo Santos de Alcantara,pablo-baianinho,Pablo Baianinho,4,,-0.1,6,2,0.69,-0.15,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,True,122413,Vitória,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,
615,Lucca,0.0,285,22,Lucca Holanda Sampaio Tavares,lucca,Lucca,5,,0.0,6,8,1.79,0.66,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,False,122420,Internacional,,,2.0,7.0,,2.0,7.0,,,,1.0,,,,,,,,,
616,Isaac,0.0,266,22,Isaac Rodrigues de Lima,isaac,Isaac,5,,-0.26,2,3,2.04,0.73,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,True,122439,Fluminense,,,1.0,,,,2.0,,,,,,,,,,,,,
617,Rayan,0.0,267,22,Rayan Vitor Simplício Rocha,rayan,Rayan,5,,0.04,6,12,2.55,1.15,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,True,122486,Vasco,,2.0,4.0,3.0,2.0,7.0,8.0,,,,,,,,,,,,,
618,GB,0.0,267,22,Gabriel Souza da Silva,gb,GB,5,,0.0,6,2,4.64,6.55,,False,122487,Vasco,,1.0,3.0,2.0,,2.0,3.0,1.0,,,,,,,,,,,,
619,E. Rodríguez,1.4,267,22,Emerson Rivaldo Rodríguez Valois,emerson-rodriguez,Emerson Rodríguez,5,,-0.01,6,3,3.29,1.43,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_K1FY4p0.png,True,122525,Vasco,,,1.0,1.0,,3.0,2.0,,,,,,,,,,,,,
620,L. Furtado,0.0,262,22,Lucas Furtado dos Santos,lucas-furtado,Lucas Furtado,1,,0.0,6,0,1.0,0.0,,False,122575,Flamengo,,,,,,,,,,,,,,,,,,,,
621,Amorim,0.0,356,22,Alexsandro Amorim de Freitas Filho,amorim,Amorim,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,False,122598,Fortaleza,,,,,,,,,,,,,,,,,,,,
622,M. Belém,0.0,276,22,Matheus José Belém de Souza,matheus-belem,Matheus Belém,3,,0.0,6,0,2.0,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,False,122602,São Paulo,,,,,,,,,,,,,,,,,,,,
623,Japa,0.0,283,22,João Wellington Gadelha Melo de Oliveira,japa,Japa,4,,0.0,6,4,1.75,0.45,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,False,122660,Cruzeiro,,,2.0,2.0,,,,,,,,,,,,,,,,
624,L. Cunha,0.0,280,22,Lucas de Souza Cunha,lucas-cunha,Lucas Cunha,3,,-0.46,6,5,3.99,1.7,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,True,122755,Bragantino,,2.0,4.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,
625,Jadson,0.0,1371,22,Jadson Alves de Lima,jadson,Jadson,5,,0.0,6,1,1.36,1.2,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_FIHzuX5.png,False,122797,Cuiabá,,,,,1.0,,,,,,,,,,,,,,,
626,G. Daniel,0.0,373,22,Gustavo Daniel da Silva Gonçalves,gustavo-daniel,Gustavo Daniel,2,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,False,122819,Atlético-GO,,,,,,,,,,,,,,,,,,,,
627,Abner,0.0,286,22,Abner Salles da Silva,abner,Abner,3,,0.0,6,2,0.72,-0.05,,False,122861,Juventude,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
628,E. Rodríguez,0.0,373,22,Emiliano Rodríguez Rosales,emiliano-rodriguez,Emiliano Rodríguez,5,,0.0,7,17,3.28,1.45,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,False,122887,Atlético-GO,,1.0,6.0,9.0,6.0,9.0,21.0,,,1.0,8.0,,,,,,,,,
629,Patrick,0.0,275,22,Patrick Roberto da Silva Campos,patrick,Patrick,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,False,122990,Palmeiras,,,,,,,,,,,,,,,,,,,,
630,Marcello,0.0,265,22,Marcello Gesteira de Souza,marcello,Marcello,3,,0.0,6,0,1.0,0.0,,False,122995,Bahia,,,,,,,,,,,,,,,,,,,,
631,Tiago,0.0,265,22,Tiago Souza de Jesus Carvalho,tiago,Tiago,5,,0.0,6,1,1.7,-0.3,,False,123004,Bahia,,,,1.0,,,,,,,,,,,,,,,,
632,Sidney,0.0,265,22,Sidney de Carvalho Duarte,sidney,Sidney,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,False,123005,Bahia,,,,,,,,,,,,,,,,,,,,
633,Zinho,0.0,284,22,Luis Henrique Hoffmann,zinho,Zinho,5,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,False,123153,Grêmio,,,,,,,,,,,,,,,,,,,,
634,Cadu,-1.8,282,22,Carlos Eduardo Amaral Pereira de Castro,cadu,Cadu,5,,-1.42,2,14,3.43,3.29,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,True,123359,Atlético-MG,,1.0,15.0,21.0,3.0,2.0,23.0,2.0,,,4.0,,,1.0,,,,,,
635,Cauly,2.5,265,22,Cauly Oliveira Souza,cauly,Cauly,4,,0.43,7,20,6.02,2.39,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,True,123360,Bahia,2.0,1.0,4.0,14.0,5.0,9.0,22.0,1.0,,,2.0,,,2.0,,,,,,
636,Roger,0.0,265,22,Roger Gabriel Farias de Jesus,roger,Roger,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,False,123494,Bahia,,,,,,,,,,,,,,,,,,,,
637,Jota,0.0,265,22,João Victor Broad Moreira Guimarães,jota,Jota,4,,0.0,6,0,1.0,0.0,,False,123497,Bahia,,,,,,,,,,,,,,,,,,,,
638,Z. Guilherme,2.9,284,22,José Guilherme de Lima Costa,ze-guilherme,Zé Guilherme,2,,0.45,6,5,2.69,2.28,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,True,123717,Grêmio,,,5.0,2.0,,,2.0,,1.0,,,,,,,,,,,
639,L. Rodríguez,0.5,265,22,Luciano Rodríguez Rosales,luciano-rodriguez,Luciano Rodríguez,5,,-1.08,6,3,6.47,2.43,https://s.sde.globo.com/media/person_role/2024/08/08/photo_FORMATO_JO2CdTv.png,True,123795,Bahia,,,1.0,2.0,2.0,3.0,4.0,,,,1.0,,,,,,,,,
640,Palacios,0.0,282,22,Brahian Palacios Alzate,palacios,Palacios,5,,0.0,6,10,4.41,2.98,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,False,123873,Atlético-MG,1.0,1.0,8.0,3.0,4.0,3.0,4.0,1.0,,,1.0,,,,,,,,,
641,Fábio,0.0,287,22,Fábio Soares dos Santos,fabio,Fábio,5,,0.0,6,3,1.55,0.17,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,False,123960,Vitória,,,,,,,1.0,,,,,,,,,,,,,
642,Riquelme,0.0,280,22,Riquelme Reis de Almeida de Jesus dos Santos,riquelme,Riquelme,4,,0.0,6,0,1.0,0.0,,False,123961,Bragantino,,,,,,,,,,,,,,,,,,,,
643,H. Mosquera,0.7,280,22,Henry David Mosquera Sánchez,henry-mosquera,Henry Mosquera,5,,-0.41,7,18,2.81,1.51,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,True,124239,Bragantino,1.0,3.0,6.0,17.0,6.0,7.0,15.0,,,,3.0,,,1.0,,,,,,
644,Isaac,0.0,282,22,Isaac Aguiar Tomich,isaac,Isaac,5,,0.0,6,1,1.22,0.8,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,False,124247,Atlético-MG,,,,,,1.0,,,,,,,,,,,,,,
645,Evertow,0.0,285,22,Evertow Vaz Pereira da Silva,evertow,Evertow,3,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_YgddPlw.png,False,124266,Internacional,,,,,,,,,,,,,,,,,,,,
646,G. Prado,0.0,285,22,Gustavo Prado Alves,gustavo-prado,Gustavo Prado,4,,0.0,6,14,1.58,0.92,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,False,124271,Internacional,,1.0,6.0,8.0,4.0,3.0,4.0,,,,1.0,,,,,,,,,
647,G. Carvalho,8.2,285,22,Gabriel Carvalho Teixeira,gabriel-carvalho,Gabriel Carvalho,4,,1.3,7,4,5.79,5.5,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,True,124275,Internacional,2.0,1.0,7.0,2.0,,4.0,4.0,,,,,,,,,,,,,
648,R. Mathias,1.6,285,22,Ricardo Mathias da Silva,ricardo-mathias,Ricardo Mathias,5,,0.39,6,1,2.39,1.6,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,True,124280,Internacional,,,,,,2.0,,,,,,,,,,,,,,
649,L. Aragão,0.0,283,22,Leonardo de Aragão Carvalho,leo-aragao,Léo Aragão,1,,0.0,6,0,2.0,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,False,124369,Cruzeiro,,,,,,,,,,,,,,,,,,,,
650,M. Ponte,5.7,263,22,Mateo Ponte Costa,mateo-ponte,Mateo Ponte,2,,0.3,7,9,7.4,5.4,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,True,124481,Botafogo,,2.0,21.0,15.0,,3.0,3.0,2.0,2.0,,,,,,,,,,,
651,Giay,4.3,275,22,Agustín Giay,giay,Giay,2,,-0.06,7,3,8.19,6.1,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_cssYjfO.png,True,124526,Palmeiras,,,10.0,4.0,1.0,1.0,11.0,,,,,,,,,,,,,
652,R. Júnior,0.0,287,22,Roque Santos de Jesus Júnior,roque-junior,Roque Júnior,3,,0.0,6,0,2.0,0.0,https://s.sde.globo.com/media/person_role/2024/07/19/photo_FORMATO_h1raV1Z.png,False,124663,Vitória,,,,,,,,,,,,,,,,,,,,
653,F. Negrucci,0.0,276,22,Felipe Negrucci Berdague,felipe-negrucci,Felipe Negrucci,4,,0.0,6,0,2.0,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,False,124674,São Paulo,,,,,,,,,,,,,,,,,,,,
654,P. Vitor,0.0,282,22,Paulo Vitor Monteiro,paulo-vitor,Paulo Vitor,4,,0.0,6,6,0.99,0.5,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,False,124690,Atlético-MG,,1.0,3.0,7.0,,,5.0,,,,,,,,,,,,,
655,Leandro,0.0,276,22,Leandro Mathias Silva Bueno,leandro,Leandro,1,,0.0,6,0,1.0,0.0,,False,124701,São Paulo,,,,,,,,,,,,,,,,,,,,
656,Esquerdinha,0.0,266,22,João Henrique Mendes da Silva,esquerdinha,Esquerdinha,2,,-0.55,6,3,1.69,1.67,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,True,124728,Fluminense,1.0,,,,,,,,,,,,,,,,,,,
657,N. Fernandes,0.0,284,22,Nathan Ribeiro Fernandes,nathan-fernandes,Nathan Fernandes,5,,0.0,6,14,2.27,0.63,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,False,124757,Grêmio,,3.0,6.0,9.0,2.0,4.0,10.0,,,1.0,1.0,,,,,,,,,
658,K. Elias,1.7,266,22,Kauã Elias Nogueira,kaua-elias,Kauã Elias,5,,-0.93,7,13,3.14,3.24,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,True,124821,Fluminense,,1.0,3.0,7.0,4.0,4.0,4.0,4.0,,,2.0,,,,,,,,,
659,J. Jesus,0.0,283,22,Jonathan de Jesus Alves,jonathan-jesus,Jonathan Jesus,3,,0.0,6,0,3.0,0.0,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_gDnfcOD.png,False,124912,Cruzeiro,,,,,,,,,,,,,,,,,,,,
660,Renato,0.0,264,22,Renato Santos da Cruz,renato,Renato,3,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,False,124918,Corinthians,,,,,,,,,,,,,,,,,,,,
661,W. Costa,0.0,284,22,Wesley Costa da Silva,wesley-costa,Wesley Costa,2,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,False,125000,Grêmio,,,,,,,,,,,,,,,,,,,,
662,Viery,0.0,284,22,Viery Fernandes Santos Lopes,viery,Viery,3,,0.0,6,0,1.0,0.0,,False,125467,Grêmio,,,,,,,,,,,,,,,,,,,,
663,Alisson,0.0,282,22,Alisson Santana Lopes da Fonseca,alisson,Alisson,4,,0.0,5,9,4.36,2.57,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,False,125469,Atlético-MG,,,8.0,9.0,4.0,8.0,10.0,,,,,,,,,,,,,
664,Serginho,0.0,267,22,Sérgio Antonio de Luiz Junior,serginho,Serginho,5,,0.0,6,2,3.44,1.7,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_ytTWQ9L.png,False,125471,Vasco,,1.0,2.0,2.0,1.0,,3.0,,,,1.0,,,,,,,,,
665,Dudu,0.0,293,22,Eduardo Kogitzki Anastacio,dudu,Dudu,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,False,125746,Athlético-PR,,,,,,,,,,,,,,,,,,,,
666,R. Monteiro,0.0,266,22,Rafael Monteiro Reis,rafael-monteiro,Rafael Monteiro,2,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,False,125804,Fluminense,,,,,,,,,,,,,,,,,,,,
667,Zapelli,13.6,293,22,Bruno Zapelli,zapelli,Zapelli,4,,1.83,7,19,6.06,2.55,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,True,125926,Athlético-PR,3.0,2.0,17.0,14.0,3.0,4.0,13.0,,,,1.0,,,2.0,,,,,,
668,G. Nunes,9.9,284,22,Gustavo Nunes Fernandes Gomes,gustavo-nunes,Gustavo Nunes,5,,1.32,6,19,4.77,2.89,https://s.sde.globo.com/media/person_role/2024/03/13/photo_FORMATO.png,True,126117,Grêmio,1.0,5.0,11.0,13.0,4.0,3.0,29.0,3.0,,,2.0,,,,,,,,,
669,Paulinho,0.0,267,22,Paulo Lucas Santos de Paula,paulinho,Paulinho,4,,0.0,5,0,6.0,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,False,126182,Vasco,,,,,,,,,,,,,,,,,,,,
670,D. Lacerda,2.0,1371,22,Derik Gean Severino Lacerda,derik-lacerda,Derik Lacerda,5,,0.25,7,11,4.17,3.04,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,True,126216,Cuiabá,,5.0,8.0,11.0,2.0,6.0,18.0,2.0,,,1.0,,,,,,,,,
671,Justen,0.0,266,22,Lucas da Silva Justen,justen,Justen,2,,0.0,6,0,3.0,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,False,126387,Fluminense,,,,,,,,,,,,,,,,,,,,
672,Barreal,5.7,283,22,Álvaro Martín Barreal,barreal,Barreal,5,,-0.11,7,15,5.67,4.16,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,True,126471,Cruzeiro,3.0,3.0,16.0,16.0,4.0,6.0,15.0,2.0,,,,,,1.0,,,,,,
673,I. Coronado,0.0,264,22,Igor Caique Coronado,igor-coronado,Igor Coronado,4,,0.0,7,18,7.46,3.84,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,False,126900,Corinthians,1.0,3.0,27.0,17.0,5.0,16.0,20.0,1.0,,,,,,1.0,,,,,,
674,F. Seabra,5.75,283,22,Fernando Seabra,fernando-seabra,Fernando Seabra,6,,0.2,7,20,8.71,5.4,https://s.sde.globo.com/media/person_role/2024/04/09/photo_220x220_GrLAgQt.png,True,126977,Cruzeiro,,,,,,,,,,,,,10.0,,,,,,,
675,A. Jorge,4.52,263,22,Artur Jorge Torres Gomes Araújo Amorim,artur-jorge,Artur Jorge,6,,-0.27,7,22,8.69,5.56,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,True,127273,Botafogo,,,,,,,,,,,,,13.0,,,,,,,
676,M. Reis,0.0,266,22,Matheus dos Reis Francisco,matheus-reis,Matheus Reis,5,,0.0,6,0,1.0,0.0,,False,127969,Fluminense,,,,,,,,,,,,,,,,,,,,
677,Randerson,0.0,373,22,Randerson de Sousa Almeida,randerson,Randerson,4,,0.0,6,2,1.83,0.45,,False,128099,Atlético-GO,,,1.0,1.0,,,,,,,,,,,,,,,,
678,Marcão,0.0,293,22,Marcos André Paulino Maia,marcao,Marcão,3,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,False,128429,Athlético-PR,,,,,,,,,,,,,,,,,,,,
679,J. Cruz,9.7,293,22,João Victor Machado Cruz,joao-cruz,João Cruz,4,,2.34,6,3,3.51,3.63,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,True,128431,Athlético-PR,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,
680,C. Araújo,0.0,284,22,Caio de Oliveira Araújo,caio-araujo,Caio Araújo,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_o6DPisY.png,False,128482,Grêmio,,,,,,,,,,,,,,,,,,,,
681,R. Lucas,0.0,262,22,Rayan Lucas Marques de Souza,rayan-lucas,Rayan Lucas,4,,0.0,6,0,3.0,0.0,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,False,128590,Flamengo,,,,,,,,,,,,,,,,,,,,
682,W. Gomes,0.0,276,22,William Gomes Carvalho Santos,william-gomes,William Gomes,5,,0.0,6,2,1.45,1.1,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,False,128668,São Paulo,,1.0,,1.0,3.0,,,,,,1.0,,,,,,,,,
683,L. Felipe,0.0,1371,22,Luiz Felipe Mathias Silva,luiz-felipe,Luiz Felipe,4,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,False,128669,Cuiabá,,,,,,,,,,,,,,,,,,,,
684,T. Wander,0.0,276,22,Talles Wander Santos Ribeiro,talles-wander,Talles Wander,5,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,False,128769,São Paulo,,,,,,,,,,,,,,,,,,,,
685,Estêvão,0.0,275,22,Estêvão Willian Almeida de Oliveira Gonçalves,estevao,Estêvão,5,,0.0,6,18,7.03,6.58,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,False,128915,Palmeiras,4.0,2.0,22.0,17.0,12.0,16.0,16.0,5.0,,,2.0,1.0,,1.0,,,,,,
686,Wendel,0.0,265,22,Wendel Silva Passos,wendel,Wendel,4,,0.0,6,0,1.0,0.0,,False,129661,Bahia,,,,,,,,,,,,,,,,,,,,
687,R. Pablo,0.0,265,22,Ruan Pablo Barbosa Sousa,ruan-pablo,Ruan Pablo,5,,0.0,6,1,0.87,-0.1,,False,129663,Bahia,,,,,,,,,,,1.0,,,,,,,,,
688,Pablo,0.0,267,22,Pablo de Paula Cardoso,pablo,Pablo,1,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,False,129665,Vasco,,,,,,,,,,,,,,,,,,,,
689,JP,0.0,267,22,João Pedro Murilo de Paula Morais,jp,JP,4,,0.0,6,9,3.34,2.61,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,False,129666,Vasco,1.0,,12.0,6.0,2.0,2.0,4.0,,,,1.0,,,,,,,,,
690,L. Barreto,0.0,263,22,Lucas Fonseca Gomes Barreto,lucas-barreto,Lucas Barreto,1,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_wPOUIvU.png,False,129697,Botafogo,,,,,,,,,,,,,,,,,,,,
691,Eduardo,0.0,373,22,Eduardo Batista dos Santos,eduardo,Eduardo,1,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,False,129761,Atlético-GO,,,,,,,,,,,,,,,,,,,,
692,Max,0.0,373,22,Maswel Ananias Silva,max,Max,5,,0.0,6,13,1.54,0.56,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,False,129766,Atlético-GO,,3.0,4.0,6.0,3.0,,6.0,,,,2.0,1.0,,,,,,,,
693,J. Vitor,0.0,286,22,João Vitor Cardoso de Souza,joao-vitor,João Vitor,2,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,False,129999,Juventude,,,,,,,,,,,,,,,,,,,,
694,L. Gustavo,0.0,373,22,Luiz Gustavo da Silva Alves,luiz-gustavo,Luiz Gustavo,3,,0.0,6,1,0.79,-0.3,,False,130020,Atlético-GO,,,,1.0,,,,,,,,,,,,,,,,
695,Carbone,0.0,262,22,João Victor Schlickmann Carbone,carbone,Carbone,2,,0.0,6,0,1.0,0.0,,False,130190,Flamengo,,,,,,,,,,,,,,,,,,,,
696,E. Garcia,0.0,288,22,Erick Ryan Garcia da Silva,erick-garcia,Erick Garcia,3,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,False,130211,Criciúma,,,,,,,,,,,,,,,,,,,,
697,Leandrinho,5.0,267,22,Leandro Viana da Silva Gama,leandrinho,Leandrinho,2,,0.79,6,7,4.78,3.33,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_5FEEg9Y.png,True,130254,Vasco,,,3.0,1.0,,,4.0,1.0,2.0,,,,,,,,,,,
698,G. Estrella,0.0,267,22,Guilherme Estrella de Paiva,guilherme-estrella,Guilherme Estrella,4,,0.0,5,3,3.89,3.93,https://s.sde.globo.com/media/person_role/2024/01/18/photo_FORMATO_l9qdew2.png,False,130255,Vasco,,1.0,2.0,4.0,,2.0,4.0,1.0,,,,,,,,,,,,
699,P. Gabriel,0.0,267,22,Phillipe Gabriel Pires de Oliveira,phillipe-gabriel,Phillipe Gabriel,1,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/07/06/photo_FORMATO_La3OCV2.png,False,130280,Vasco,,,,,,,,,,,,,,,,,,,,
700,B. Santos,0.0,373,22,Breno Santos Ignacio,breno-santos,Breno Santos,4,,0.0,6,0,2.0,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,False,130281,Atlético-GO,,,,,,,,,,,,,,,,,,,,
701,Geovane,0.0,373,22,Pedro Geovane Paranhos Santos,geovane,Geovane,5,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,False,130284,Atlético-GO,,,,,,,,,,,,,,,,,,,,
702,Rhyan,0.0,1371,22,Rhyan Luca Carvalho de Arruda,rhyan,Rhyan,1,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,False,130305,Cuiabá,,,,,,,,,,,,,,,,,,,,
703,R. Pinna,0.0,286,22,Rafael Oliveira Pinna,rafael-pinna,Rafael Pinna,5,,0.0,6,0,1.0,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_keCwUL8.png,False,130316,Juventude,,,,,,,,,,,,,,,,,,,,
704,L. Gustavo,0.0,267,22,Luiz Gustavo Marinho Ribeiro dos Santos,luiz-gustavo,Luiz Gustavo,3,,0.0,6,0,1.0,0.0,,False,130393,Vasco,,,,,,,,,,,,,,,,,,,,
