,atletas.slug,atletas.foto,atletas.variacao_num,atletas.pontos_num,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.jogos_num,atletas.minimo_para_valorizar,DS,FC,FD,FF,FS,FT,G,I,CA,A,SG,DE,DP,GS,PC,CV,PP,PS,GC,V
620,emiliano-rodriguez,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,0.57,5.6,Emiliano Rodríguez,122887,373,Emiliano Rodríguez Rosales,7,1.95,4.22,14,Atlético-GO,5,E. Rodríguez,True,13,,5.0,5.0,6.0,8.0,18.0,,,7.0,1.0,,,,,,,,,,,
621,patrick,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,0.0,0.0,Patrick,122990,275,Patrick Roberto da Silva Campos,6,0.0,1.0,14,Palmeiras,4,Patrick,False,0,,,,,,,,,,,,,,,,,,,,,
622,marcello,,0.0,0.0,Marcello,122995,265,Marcello Gesteira de Souza,6,0.0,1.0,14,Bahia,3,Marcello,False,0,,,,,,,,,,,,,,,,,,,,,
623,sidney,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,0.0,0.0,Sidney,123005,265,Sidney de Carvalho Duarte,6,0.0,1.0,14,Bahia,4,Sidney,False,0,,,,,,,,,,,,,,,,,,,,,
624,zinho,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,0.0,0.0,Zinho,123153,284,Luis Henrique Hoffmann,6,0.0,1.0,14,Grêmio,5,Zinho,False,0,,,,,,,,,,,,,,,,,,,,,
625,cadu,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,-0.33,2.7,Cadu,123359,282,Carlos Eduardo Amaral Pereira de Castro,7,3.56,3.92,14,Atlético-MG,5,Cadu,True,10,,13.0,15.0,3.0,2.0,17.0,1.0,1.0,2.0,,,,,,,,,,,,
626,cauly,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,1.3,9.2,Cauly,123360,265,Cauly Oliveira Souza,7,3.05,7.5,14,Bahia,4,Cauly,True,13,,3.0,7.0,4.0,5.0,11.0,2.0,1.0,1.0,,2.0,,,,,,,,,,
627,roger,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,0.0,0.0,Roger,123494,265,Roger Gabriel Farias de Jesus,6,0.0,1.0,14,Bahia,4,Roger,False,0,,,,,,,,,,,,,,,,,,,,,
628,jota,,0.0,0.0,Jota,123497,265,João Victor Broad Moreira Guimarães,6,0.0,1.0,14,Bahia,4,Jota,False,0,,,,,,,,,,,,,,,,,,,,,
629,ze-guilherme,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,0.0,0.0,Zé Guilherme,123717,284,José Guilherme de Lima Costa,6,2.13,2.24,14,Grêmio,2,Z. Guilherme,False,4,,3.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,
630,palacios,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,-0.61,1.7,Palacios,123873,282,Brahian Palacios Alzate,7,4.31,5.24,14,Atlético-MG,5,Palacios,True,7,,7.0,1.0,4.0,3.0,4.0,,1.0,1.0,,1.0,,,,,,,,,,
631,fabio,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,0.0,0.0,Fábio,123960,287,Fábio Soares dos Santos,6,0.25,1.75,14,Vitória,5,Fábio,False,2,,,,,,1.0,,,,,,,,,,,,,,,
632,riquelme,,0.0,0.0,Riquelme,123961,280,Riquelme Reis de Almeida de Jesus dos Santos,6,0.0,1.0,14,Bragantino,4,Riquelme,False,0,,,,,,,,,,,,,,,,,,,,,
633,everton,https://s.sde.globo.com/media/person_role/2023/05/13/photo_FORMATO.png,0.0,0.0,Everton,124158,280,Everton Tiago Barella de Souza Messias,6,0.9,1.25,14,Bragantino,5,Everton,False,1,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,
634,henry-mosquera,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,1.17,7.0,Henry Mosquera,124239,280,Henry David Mosquera Sánchez,6,1.15,3.44,14,Bragantino,5,H. Mosquera,True,13,,3.0,15.0,5.0,3.0,11.0,,,1.0,3.0,1.0,,,,,,,,,,
635,isaac,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,0.0,0.0,Isaac,124247,282,Isaac Aguiar Tomich,6,0.8,1.22,14,Atlético-MG,5,Isaac,False,1,,,,,1.0,,,,,,,,,,,,,,,,
636,gustavo-prado,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,0.02,1.3,Gustavo Prado,124271,285,Gustavo Prado Alves,6,0.97,1.77,14,Internacional,4,G. Prado,True,10,,6.0,7.0,1.0,3.0,4.0,,,,1.0,,,,,,,,,,,
637,gabriel-carvalho,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,0.0,0.0,Gabriel Carvalho,124275,285,Gabriel Carvalho Teixeira,6,7.5,3.8,14,Internacional,4,G. Carvalho,False,1,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,
638,ricardo-mathias,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,0.0,0.0,Ricardo Mathias,124280,285,Ricardo Mathias da Silva,6,0.0,2.0,14,Internacional,5,R. Mathias,False,0,,,,,,,,,,,,,,,,,,,,,
639,allyson,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_NECUM0Z.png,0.0,0.0,Allyson,124340,1371,Allyson Aires dos Santos,6,1.4,2.31,14,Cuiabá,3,Allyson,False,1,,2.0,,,,,,,,1.0,,,,,,,,,,,
640,leo-aragao,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,0.0,0.0,Léo Aragão,124369,283,Leonardo de Aragão Carvalho,6,0.0,2.0,14,Cruzeiro,1,L. Aragão,False,0,,,,,,,,,,,,,,,,,,,,,
641,mateo-ponte,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,1.16,8.3,Mateo Ponte,124481,263,Mateo Ponte Costa,6,5.45,7.45,14,Botafogo,2,M. Ponte,True,6,,12.0,10.0,,1.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,
642,romeo-benitez,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_60xT1wl.png,0.0,0.0,Romeo Benítez,124509,293,Bernardo Romeo Benítez Fariña,6,0.0,3.0,14,Athlético-PR,5,R. Benítez,False,0,,,,,,,,,,,,,,,,,,,,,
643,felipe-negrucci,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,0.0,0.0,Felipe Negrucci,124674,276,Felipe Negrucci Berdague,6,0.0,2.0,14,São Paulo,4,F. Negrucci,False,0,,,,,,,,,,,,,,,,,,,,,
644,paulo-vitor,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,-0.55,-1.1,Paulo Vitor,124690,282,Paulo Vitor Monteiro,7,0.4,0.93,14,Atlético-MG,4,P. Vitor,True,3,,2.0,4.0,,,2.0,,,,1.0,,,,,,,,,,,
645,leandro,,0.0,0.0,Leandro,124701,276,Leandro Mathias Silva Bueno,6,0.0,1.0,14,São Paulo,1,Leandro,False,0,,,,,,,,,,,,,,,,,,,,,
646,joao-henrique,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,0.0,0.0,João Henrique,124728,266,João Henrique Mendes da Silva,6,0.0,1.0,14,Fluminense,2,J. Henrique,False,0,,,,,,,,,,,,,,,,,,,,,
647,nathan-fernandes,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,-0.11,0.5,Nathan Fernandes,124757,284,Nathan Ribeiro Fernandes,6,0.42,2.15,14,Grêmio,5,N. Fernandes,True,11,,4.0,8.0,2.0,3.0,5.0,,,,2.0,,,,,,,1.0,,,,
648,kaua-elias,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,0.0,0.0,Kauã Elias,124821,266,Kauã Elias Nogueira,6,-0.02,0.96,14,Fluminense,5,K. Elias,False,6,,,3.0,,1.0,,,,,,,,,,,,,,,,
649,renato,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,0.0,0.0,Renato,124918,264,Renato Santos da Cruz,6,0.0,1.0,14,Corinthians,3,Renato,False,0,,,,,,,,,,,,,,,,,,,,,
650,wesley-costa,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,0.0,0.0,Wesley Costa,125000,284,Wesley Costa da Silva,6,0.0,1.0,14,Grêmio,2,W. Costa,False,0,,,,,,,,,,,,,,,,,,,,,
651,robert,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_0Vl4WfI.png,-0.12,0.8,Robert,125050,283,Robert Vinicius Rodrigues Silva,6,1.47,2.71,14,Cruzeiro,5,Robert,True,9,,3.0,2.0,2.0,3.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,
652,viery,,0.0,0.0,Viery,125467,284,Viery Fernandes Santos Lopes,6,0.0,1.0,14,Grêmio,3,Viery,False,0,,,,,,,,,,,,,,,,,,,,,
653,alisson,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,0.0,0.0,Alisson,125469,282,Alisson Santana Lopes da Fonseca,5,2.57,4.36,14,Atlético-MG,4,Alisson,False,9,,8.0,9.0,4.0,8.0,10.0,,,,,,,,,,,,,,,
654,serginho,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_ytTWQ9L.png,0.0,0.0,Serginho,125471,267,Sérgio Antonio de Luiz Junior,6,1.7,3.44,14,Vasco,5,Serginho,False,2,,2.0,2.0,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,
655,joao-pedro,https://s.sde.globo.com/media/person_role/2023/08/19/photo_FORMATO.png,0.0,0.0,João Pedro,125488,264,João Pedro de Sousa Rodrigues,6,0.0,0.9,14,Corinthians,3,J. Pedro,False,1,,,,,,,,,,,,,,,,,,,,,
656,dudu,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,0.0,0.0,Dudu,125746,293,Eduardo Kogitzki Anastacio,6,0.0,1.0,14,Athlético-PR,4,Dudu,False,0,,,,,,,,,,,,,,,,,,,,,
657,rafael-monteiro,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,0.0,0.0,Rafael Monteiro,125804,266,Rafael Monteiro Reis,6,0.0,1.0,14,Fluminense,2,R. Monteiro,False,0,,,,,,,,,,,,,,,,,,,,,
658,zapelli,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,0.35,3.8,Zapelli,125926,293,Bruno Zapelli,7,1.95,4.66,14,Athlético-PR,4,Zapelli,True,13,,6.0,11.0,2.0,3.0,5.0,2.0,,,2.0,2.0,,,,,,,,,,
659,gustavo-nunes,https://s.sde.globo.com/media/person_role/2024/03/13/photo_FORMATO.png,-0.27,6.5,Gustavo Nunes,126117,284,Gustavo Nunes Fernandes Gomes,7,3.64,4.53,14,Grêmio,5,G. Nunes,True,11,,9.0,8.0,4.0,2.0,19.0,,2.0,2.0,5.0,1.0,,,,,,,,,,
660,paulinho,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,0.0,0.0,Paulinho,126182,267,Paulo Lucas Santos de Paula,5,0.0,6.0,14,Vasco,4,Paulinho,False,0,,,,,,,,,,,,,,,,,,,,,
661,derik-lacerda,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,0.0,0.0,Derik Lacerda,126216,1371,Derik Gean Severino Lacerda,7,2.79,4.87,14,Cuiabá,5,D. Lacerda,False,7,,5.0,4.0,,4.0,13.0,,1.0,,3.0,,,,,,,,,,,
662,justen,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,0.0,0.0,Justen,126387,266,Lucas da Silva Justen,6,0.0,3.0,14,Fluminense,2,Justen,False,0,,,,,,,,,,,,,,,,,,,,,
663,barreal,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,-0.07,1.2,Barreal,126471,283,Álvaro Martín Barreal,6,2.47,3.96,14,Cruzeiro,5,Barreal,True,9,,7.0,7.0,3.0,1.0,5.0,,,,1.0,2.0,,,,,,,,,,
664,luquinhas,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_NgK9gAI.png,0.0,0.0,Luquinhas,126697,356,Lucas Lima Linhares,6,0.0,2.0,14,Fortaleza,4,Luquinhas,False,0,,,,,,,,,,,,,,,,,,,,,
665,igor-coronado,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,-0.55,-0.4,Igor Coronado,126900,264,Igor Caique Coronado,2,3.23,6.17,14,Corinthians,4,I. Coronado,True,12,,16.0,11.0,2.0,10.0,11.0,,1.0,,1.0,,,,,,,,,,,
666,fernando-seabra,https://s.sde.globo.com/media/person_role/2024/04/09/photo_220x220_GrLAgQt.png,-0.05,3.19,Fernando Seabra,126977,283,Fernando Seabra,7,4.88,8.04,14,Cruzeiro,6,F. Seabra,True,13,,,,,,,,,,,,,,,,,,,,,6.0
667,artur-jorge,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,0.27,5.17,Artur Jorge,127273,263,Artur Jorge Torres Gomes Araújo Amorim,7,5.27,8.49,14,Botafogo,6,A. Jorge,True,14,,,,,,,,,,,,,,,,,,,,,8.0
668,matheus-reis,,0.0,0.0,Matheus Reis,127969,266,Matheus dos Reis Francisco,6,0.0,1.0,14,Fluminense,5,M. Reis,False,0,,,,,,,,,,,,,,,,,,,,,
669,randerson,,0.14,1.2,Randerson,128099,373,Randerson de Sousa Almeida,6,0.45,1.83,14,Atlético-GO,4,Randerson,True,2,,1.0,1.0,,,,,,,,,,,,,,,,,,
670,joao-pedro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pj9omFV.png,0.0,0.0,João Pedro,128327,283,João Pedro da Cruz Oliveira,6,1.57,3.11,14,Cruzeiro,5,J. Pedro,False,3,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,
671,marcao,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,0.0,0.0,Marcão,128429,293,Marcos André Paulino Maia,6,0.0,1.0,14,Athlético-PR,3,Marcão,False,0,,,,,,,,,,,,,,,,,,,,,
672,joao-cruz,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,0.0,0.0,João Cruz,128431,293,João Victor Machado Cruz,6,1.2,1.36,14,Athlético-PR,4,J. Cruz,False,1,,1.0,,,,,,,,,,,,,,,,,,,
673,caio-araujo,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_o6DPisY.png,0.0,0.0,Caio Araújo,128482,284,Caio de Oliveira Araújo,6,0.0,1.0,14,Grêmio,4,C. Araújo,False,0,,,,,,,,,,,,,,,,,,,,,
674,rayan-lucas,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,0.0,0.0,Rayan Lucas,128590,262,Rayan Lucas Marques de Souza,6,0.0,3.0,14,Flamengo,4,R. Lucas,False,0,,,,,,,,,,,,,,,,,,,,,
675,william-gomes,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,0.0,0.0,William Gomes,128668,276,William Gomes Carvalho Santos,6,1.1,1.45,14,São Paulo,5,W. Gomes,False,2,,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,,,
676,luiz-felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,0.0,0.0,Luiz Felipe,128669,1371,Luiz Felipe Mathias Silva,6,0.0,1.0,14,Cuiabá,4,L. Felipe,False,0,,,,,,,,,,,,,,,,,,,,,
677,talles-wander,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,0.0,0.0,Talles Wander,128769,276,Talles Wander Santos Ribeiro,6,0.0,1.0,14,São Paulo,5,T. Wander,False,0,,,,,,,,,,,,,,,,,,,,,
678,estevao,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,1.21,11.8,Estêvão,128915,275,Estêvão Willian Almeida de Oliveira Gonçalves,7,6.6,7.86,14,Palmeiras,5,Estêvão,True,14,,19.0,12.0,10.0,12.0,13.0,1.0,4.0,1.0,1.0,2.0,,,,,,,,1.0,,
679,luciano-gimenez,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_N1znp7r.png,0.0,0.0,Luciano Giménez,129202,1371,Luciano Giménez Alanda,6,-0.56,0.73,14,Cuiabá,5,L. Giménez,False,5,,1.0,3.0,,,,,,1.0,,,,,,,,1.0,,,,
680,zuleta,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_IBrilAp.png,-0.85,-1.1,Zuleta,129227,373,Mateo Zuleta García,6,3.27,5.05,14,Atlético-GO,4,Zuleta,True,3,,2.0,2.0,,,2.0,,1.0,,1.0,,,,,,,,,,,
681,wendel,,0.0,0.0,Wendel,129661,265,Wendel Silva Passos,6,0.0,1.0,14,Bahia,4,Wendel,False,0,,,,,,,,,,,,,,,,,,,,,
682,pablo,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,0.0,0.0,Pablo,129665,267,Pablo de Paula Cardoso,6,0.0,1.0,14,Vasco,1,Pablo,False,0,,,,,,,,,,,,,,,,,,,,,
683,jp,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,-0.14,1.9,JP,129666,267,João Pedro Murilo de Paula Morais,7,3.38,3.64,14,Vasco,4,JP,True,6,,9.0,5.0,2.0,2.0,4.0,,,,,1.0,,,,,,,,,,
684,lucas-barreto,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_wPOUIvU.png,0.0,0.0,Lucas Barreto,129697,263,Lucas Fonseca Gomes Barreto,6,0.0,1.0,14,Botafogo,1,L. Barreto,False,0,,,,,,,,,,,,,,,,,,,,,
685,eduardo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,0.0,0.0,Eduardo,129761,373,Eduardo Batista dos Santos,6,0.0,1.0,14,Atlético-GO,1,Eduardo,False,0,,,,,,,,,,,,,,,,,,,,,
686,max,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,-0.18,0.0,Max,129766,373,Maswel Ananias Silva,6,0.69,1.65,14,Atlético-GO,5,Max,True,11,,2.0,4.0,3.0,,6.0,,,1.0,1.0,,,,,,,,,1.0,,
687,joao-vitor,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,0.0,0.0,João Vitor,129999,286,João Vitor Cardoso de Souza,6,0.0,1.0,14,Juventude,2,J. Vitor,False,0,,,,,,,,,,,,,,,,,,,,,
688,luiz-gustavo,,0.0,0.0,Luiz Gustavo,130020,373,Luiz Gustavo da Silva Alves,6,-0.3,0.79,14,Atlético-GO,3,L. Gustavo,False,1,,,1.0,,,,,,,,,,,,,,,,,,
689,carbone,,0.0,0.0,Carbone,130190,262,João Victor Schlickmann Carbone,6,0.0,1.0,14,Flamengo,2,Carbone,False,0,,,,,,,,,,,,,,,,,,,,,
690,erick-garcia,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,0.0,0.0,Erick Garcia,130211,288,Erick Ryan Garcia da Silva,6,0.0,1.0,14,Criciúma,3,E. Garcia,False,0,,,,,,,,,,,,,,,,,,,,,
691,leandrinho,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_5FEEg9Y.png,0.0,0.0,Leandrinho,130254,267,Leandro Viana da Silva Gama,6,4.85,3.88,14,Vasco,2,Leandrinho,False,2,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
692,guilherme-estrella,https://s.sde.globo.com/media/person_role/2024/01/18/photo_FORMATO_l9qdew2.png,0.0,0.0,Guilherme Estrella,130255,267,Guilherme Estrella de Paiva,6,3.93,3.89,14,Vasco,4,G. Estrella,False,3,,2.0,4.0,,2.0,4.0,,1.0,,1.0,,,,,,,,,,,
693,breno-santos,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,0.0,0.0,Breno Santos,130281,373,Breno Santos Ignacio,6,0.0,2.0,14,Atlético-GO,4,B. Santos,False,0,,,,,,,,,,,,,,,,,,,,,
694,geovane,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,0.0,0.0,Geovane,130284,373,Pedro Geovane Paranhos Santos,6,0.0,1.0,14,Atlético-GO,5,Geovane,False,0,,,,,,,,,,,,,,,,,,,,,
695,rhyan,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,0.0,0.0,Rhyan,130305,1371,Rhyan Luca Carvalho de Arruda,6,0.0,1.0,14,Cuiabá,1,Rhyan,False,0,,,,,,,,,,,,,,,,,,,,,
696,rafael-pinna,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_keCwUL8.png,0.0,0.0,Rafael Pinna,130316,286,Rafael Oliveira Pinna,6,0.0,1.0,14,Juventude,5,R. Pinna,False,0,,,,,,,,,,,,,,,,,,,,,
697,luiz-gustavo,,0.0,0.0,Luiz Gustavo,130393,267,Luiz Gustavo Marinho Ribeiro dos Santos,6,0.0,1.0,14,Vasco,3,L. Gustavo,False,0,,,,,,,,,,,,,,,,,,,,,
698,jan-lucumi,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ewdHwK6.png,0.0,0.0,Jan Lucumí,130398,266,Jan Fanc Lucumií González,6,1.3,2.31,14,Fluminense,5,J. Lucumí,False,1,,3.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,
699,robert-santos,https://s.sde.globo.com/media/person_role/2024/03/27/photo_FORMATO_nXUDlTZ.png,0.0,0.0,Robert Santos,130414,282,Robert dos Santos Conceição,6,0.1,2.48,14,Atlético-MG,4,R. Santos,False,2,,,1.0,,,1.0,,,,,,,,,,,,,,,
700,vitor-reis,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_FvXiXkH.png,-1.78,-1.6,Vitor Reis,130609,275,Vitor de Oliveira Nunes dos Reis,7,4.73,3.66,14,Palmeiras,3,V. Reis,True,3,,2.0,4.0,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,
701,luighi,,0.0,0.0,Luighi,130612,275,Luighi Hanri Sousa Santos,6,0.0,1.0,14,Palmeiras,5,Luighi,False,0,,,,,,,,,,,,,,,,,,,,,
702,walace,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_bCOkSpK.png,0.0,0.0,Walace,130844,293,Walace dos Santos França,6,0.0,1.0,14,Athlético-PR,5,Walace,False,0,,,,,,,,,,,,,,,,,,,,,
703,igor,,0.0,0.0,Igor,130884,284,Igor Eduardo Schlemper,6,0.0,1.0,14,Grêmio,2,Igor,False,0,,,,,,,,,,,,,,,,,,,,,
704,cheron,,0.0,0.0,Cheron,130888,284,Bruno Fortuna Cheron,6,0.0,1.0,14,Grêmio,4,Cheron,False,0,,,,,,,,,,,,,,,,,,,,,
705,rodallega,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_RJIqsMI.png,0.0,0.0,Rodallega,130905,373,Yeferson Andrés Rodallega Paz,6,0.0,1.79,14,Atlético-GO,2,Rodallega,False,1,,,,,,,,,,,,,,,,,,,,,
706,riquelme,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JsnDwam.png,0.0,0.0,Riquelme,130906,293,Diogo Riquelme Rivas do Nascimento,6,0.0,1.0,14,Athlético-PR,4,Riquelme,False,0,,,,,,,,,,,,,,,,,,,,,
707,marcao,,0.0,0.0,Marcão,130951,373,Marcos Vinicius Carvalho dos Reis,6,0.0,1.0,14,Atlético-GO,3,Marcão,False,0,,,,,,,,,,,,,,,,,,,,,
708,dudu,,0.0,0.0,Dudu,130986,1371,Eduardo Vinícius Rodrigues dos Santos,6,0.0,1.0,14,Cuiabá,4,Dudu,False,0,,,,,,,,,,,,,,,,,,,,,
709,iba-ly,https://s.sde.globo.com/media/person_role/2024/02/25/photo_FORMATO.png,0.0,0.0,Iba Ly,131329,276,Iba Ly,6,0.0,1.0,14,São Paulo,4,I. Ly,False,0,,,,,,,,,,,,,,,,,,,,,
710,jardiel,,0.0,0.0,Jardiel,131455,284,Jardiel Maciel Libertino da Silva,6,0.0,1.0,14,Grêmio,5,Jardiel,False,0,,,,,,,,,,,,,,,,,,,,,
711,yarlen,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_yss1MD0.png,0.0,0.0,Yarlen,131512,263,Yarlen Faustino Augusto,6,0.4,1.51,14,Botafogo,5,Yarlen,False,4,,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,
712,henrique,,0.0,0.0,Henrique,131518,276,Henrique Fabiano do Carmo,6,0.0,1.0,14,São Paulo,5,Henrique,False,0,,,,,,,,,,,,,,,,,,,,,
713,andre-silva,https://s.sde.globo.com/media/person_role/2024/04/04/photo_FORMATO_E0Q8gBr.png,-1.2,0.0,André Silva,131617,276,André Oliveira e Silva,7,2.69,5.69,14,São Paulo,5,A. Silva,True,10,,2.0,7.0,,4.0,5.0,,2.0,1.0,,1.0,,,,,,,,,,
714,felipe-longo,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220.png,0.0,0.0,Felipe Longo,131753,264,Felipe Longo Fernandes da Silva,6,0.0,1.0,14,Corinthians,1,F. Longo,False,0,,,,,,,,,,,,,,,,,,,,,
715,gabriel-lopes,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220_532yNFc.png,0.0,0.0,Gabriel Lopes,131758,280,Gabriel da Silva Lopes,6,0.0,1.0,14,Bragantino,4,G. Lopes,False,0,,,,,,,,,,,,,,,,,,,,,
716,joao-lima,https://s.sde.globo.com/media/person_role/2024/04/02/photo_220x220_TAVxUY5.png,0.0,0.0,João Lima,132344,284,João Vitor Lima Nogueira da Silva,6,0.0,1.0,14,Grêmio,3,J. Lima,False,0,,,,,,,,,,,,,,,,,,,,,
717,kelvin,,0.0,0.0,Kelvin,132524,280,Kelvin Javier Flórez Mosquera,6,0.0,1.0,14,Bragantino,5,Kelvin,False,0,,,,,,,,,,,,,,,,,,,,,
718,vinicinho,,0.0,0.0,Vinicinho,132580,280,Vinicius Mendonça Pereira,6,0.2,0.98,14,Bragantino,5,Vinicinho,False,1,,,1.0,,,1.0,,,,,,,,,,,,,,,
719,mateus-schaffer,https://s.sde.globo.com/media/person_role/2024/04/28/photo_FORMATO_1BodwEt.png,0.0,0.0,Mateus Schaffer,132679,286,Mateus Gabriel Schaffer,6,0.0,1.0,14,Juventude,3,M. Schaffer,False,0,,,,,,,,,,,,,,,,,,,,,
720,rafael-paiva,https://s.sde.globo.com/media/person_role/2024/04/30/photo_FORMATO_9iCVDrU.png,1.1,9.52,Rafael Paiva,132682,267,Cledson Rafael de Paiva,7,5.6,9.23,14,Vasco,6,R. Paiva,True,6,,,,,,,,,,,,,,,,,,,,,3.0
