,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FF,FS,G,DE,GS,SG,I,A,V,PC,FT,PS,CV,PP
655,João Pedro,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pj9omFV.png,joao-pedro,0,J. Pedro,3,283,0.0,6,0.0,,3.0,0.0,5,128327,False,João Pedro da Cruz Oliveira,,,,,,,,,,,,,,,,,,
656,Marcão,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,marcao,0,Marcão,3,293,0.0,6,0.0,,1.0,0.0,3,128429,False,Marcos André Paulino Maia,,,,,,,,,,,,,,,,,,
657,João Cruz,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,joao-cruz,0,J. Cruz,3,293,0.0,6,0.0,,1.0,0.0,4,128431,False,João Victor Machado Cruz,,,,,,,,,,,,,,,,,,
658,Caio Araújo,Grêmio,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_o6DPisY.png,caio-araujo,0,C. Araújo,3,284,0.0,6,0.0,,1.0,0.0,4,128482,False,Caio de Oliveira Araújo,,,,,,,,,,,,,,,,,,
659,Rayan Lucas,Flamengo,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,rayan-lucas,0,R. Lucas,3,262,0.0,6,0.0,,3.0,0.0,4,128590,False,Rayan Lucas Marques de Souza,,,,,,,,,,,,,,,,,,
660,William Gomes,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,william-gomes,1,W. Gomes,3,276,0.0,6,2.1,,1.56,0.0,5,128668,False,William Gomes Carvalho Santos,,,1.0,2.0,,,,,,,,,,,,,,
661,Luiz Felipe,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,luiz-felipe,0,L. Felipe,3,1371,0.0,6,0.0,,1.0,0.0,4,128669,False,Luiz Felipe Mathias Silva,,,,,,,,,,,,,,,,,,
662,Talles Wander,São Paulo,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,talles-wander,0,T. Wander,3,276,0.0,6,0.0,,1.0,0.0,5,128769,False,Talles Wander Santos Ribeiro,,,,,,,,,,,,,,,,,,
663,Estêvão,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,estevao,3,Estêvão,3,275,0.0,6,1.27,,2.17,-0.32,5,128915,True,Estêvão Willian Almeida de Oliveira Gonçalves,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,
664,Luciano Giménez,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_N1znp7r.png,luciano-gimenez,1,L. Giménez,3,1371,0.0,6,0.0,,2.42,-0.58,5,129202,True,Luciano Giménez Alanda,,,,,,,,,,,,,,,,,,
665,Zuleta,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_IBrilAp.png,zuleta,0,Zuleta,3,373,0.0,6,0.0,,3.0,0.0,4,129227,False,Mateo Zuleta García,,,,,,,,,,,,,,,,,,
666,Wendel,Bahia,,wendel,0,Wendel,3,265,0.0,6,0.0,,1.0,0.0,4,129661,False,Wendel Silva Passos,,,,,,,,,,,,,,,,,,
667,JP,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,jp,1,JP,3,267,0.0,6,2.9,,1.84,0.0,4,129666,False,João Pedro Murilo de Paula Morais,,2.0,,,,1.0,,,,,,,,,,,,
668,Eduardo,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,eduardo,0,Eduardo,3,373,0.0,6,0.0,,1.0,0.0,1,129761,False,Eduardo Batista dos Santos,,,,,,,,,,,,,,,,,,
669,Max,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,max,3,Max,3,373,0.4,6,0.13,,1.81,-0.2,5,129766,True,Maswel Ananias Silva,,,2.0,,,2.0,,,,,,,,,,,,
670,João Vitor,Juventude,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,joao-vitor,0,J. Vitor,3,286,0.0,6,0.0,,1.0,0.0,2,129999,False,João Vitor Cardoso de Souza,,,,,,,,,,,,,,,,,,
671,Erick Garcia,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,erick-garcia,0,E. Garcia,3,288,0.0,6,0.0,,1.0,0.0,3,130211,False,Erick Ryan Garcia da Silva,,,,,,,,,,,,,,,,,,
672,Caio Roque,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_8Jg9gck.png,caio-roque,0,C. Roque,3,265,0.0,6,0.0,,2.0,0.0,2,130232,False,Caio Alves Roque Gomes,,,,,,,,,,,,,,,,,,
673,Breno Santos,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,breno-santos,0,B. Santos,3,373,0.0,6,0.0,,2.0,0.0,4,130281,False,Breno Santos Ignacio,,,,,,,,,,,,,,,,,,
674,Geovane,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,geovane,0,Geovane,3,373,0.0,6,0.0,,1.0,0.0,5,130284,False,Pedro Geovane Paranhos Santos,,,,,,,,,,,,,,,,,,
675,Rhyan,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,rhyan,0,Rhyan,3,1371,0.0,6,0.0,,1.0,0.0,1,130305,False,Rhyan Luca Carvalho de Arruda,,,,,,,,,,,,,,,,,,
676,Rafael Pinna,Juventude,,rafael-pinna,0,R. Pinna,3,286,0.0,6,0.0,,1.0,0.0,5,130316,False,Rafael Oliveira Pinna,,,,,,,,,,,,,,,,,,
677,Jan Lucumí,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ewdHwK6.png,jan-lucumi,0,J. Lucumí,3,266,0.0,6,0.0,,2.0,0.0,5,130398,False,Jan Fanc Lucumií González,,,,,,,,,,,,,,,,,,
678,Robert Santos,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/27/photo_FORMATO_nXUDlTZ.png,robert-santos,0,R. Santos,3,282,0.0,6,0.0,,3.0,0.0,4,130414,False,Robert dos Santos Conceição,,,,,,,,,,,,,,,,,,
679,Marlon,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eUWGUfv.png,marlon,0,Marlon,3,286,0.0,6,0.0,,2.0,0.0,5,130507,False,Marlon Santos Teodoro,,,,,,,,,,,,,,,,,,
680,Walace,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_bCOkSpK.png,walace,0,Walace,3,293,0.0,6,0.0,,1.0,0.0,5,130844,False,Walace dos Santos França,,,,,,,,,,,,,,,,,,
681,Igor,Grêmio,,igor,0,Igor,3,284,0.0,6,0.0,,1.0,0.0,2,130884,False,Igor Eduardo Schlemper,,,,,,,,,,,,,,,,,,
682,Cheron,Grêmio,,cheron,0,Cheron,3,284,0.0,6,0.0,,1.0,0.0,4,130888,False,Bruno Fortuna Cheron,,,,,,,,,,,,,,,,,,
683,Rodallega,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_RJIqsMI.png,rodallega,0,Rodallega,3,373,0.0,6,0.0,,2.0,0.0,2,130905,False,Yeferson Andrés Rodallega Paz,,,,,,,,,,,,,,,,,,
684,Riquelme,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JsnDwam.png,riquelme,0,Riquelme,3,293,0.0,6,0.0,,1.0,0.0,4,130906,False,Diogo Riquelme Rivas do Nascimento,,,,,,,,,,,,,,,,,,
685,Marcão,Atlético-GO,,marcao,0,Marcão,3,373,0.0,6,0.0,,1.0,0.0,3,130951,False,Marcos Vinicius Carvalho dos Reis,,,,,,,,,,,,,,,,,,
686,Jardiel,Grêmio,,jardiel,0,Jardiel,3,284,0.0,6,0.0,,1.0,0.0,5,131455,False,Jardiel Maciel Libertino da Silva,,,,,,,,,,,,,,,,,,
687,Yarlen,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_yss1MD0.png,yarlen,0,Yarlen,3,263,0.0,6,0.0,,2.0,0.0,5,131512,False,Yarlen Faustino Augusto,,,,,,,,,,,,,,,,,,
688,André Silva,São Paulo,https://s.sde.globo.com/media/person_role/2024/04/04/photo_FORMATO_E0Q8gBr.png,andre-silva,3,A. Silva,3,276,8.1,7,5.17,,7.95,0.8,5,131617,True,André Oliveira e Silva,,,2.0,,2.0,3.0,1.0,,,,,1.0,,,,,,
689,Felipe Longo,Corinthians,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220.png,felipe-longo,0,F. Longo,3,264,0.0,6,0.0,,1.0,0.0,1,131753,False,Felipe Longo Fernandes da Silva,,,,,,,,,,,,,,,,,,
690,Gabriel Lopes,Bragantino,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220_532yNFc.png,gabriel-lopes,0,G. Lopes,3,280,0.0,6,0.0,,1.0,0.0,4,131758,False,Gabriel da Silva Lopes,,,,,,,,,,,,,,,,,,
691,João Lima,Grêmio,https://s.sde.globo.com/media/person_role/2024/04/02/photo_220x220_TAVxUY5.png,joao-lima,0,J. Lima,3,284,0.0,6,0.0,,1.0,0.0,3,132344,False,João Vitor Lima Nogueira da Silva,,,,,,,,,,,,,,,,,,
692,Kelvin,Bragantino,,kelvin,0,Kelvin,3,280,0.0,6,0.0,,1.0,0.0,5,132524,False,Kelvin Javier Flórez Mosquera,,,,,,,,,,,,,,,,,,
693,Vinicinho,Bragantino,,vinicinho,0,Vinicinho,3,280,0.0,6,0.0,,1.0,0.0,5,132580,False,Vinicius Mendonça Pereira,,,,,,,,,,,,,,,,,,
