,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.entrou_em_campo,atletas.clube_id,atletas.atleta_id,atletas.media_num,atletas.apelido,atletas.clube.id.full.name,atletas.pontos_num,atletas.status_id,atletas.variacao_num,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.nome,atletas.minimo_para_valorizar,atletas.jogos_num,CA,DS,FC,FD,FF,FS,SG,V,G,I,CV,A,FT,PS,DE,GS,PP,PC,DP,GC
666,derik-lacerda,5,38,True,1371,126216,3.2,Derik Lacerda,Cuiabá,13.9,7,1.58,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,D. Lacerda,5.93,Derik Gean Severino Lacerda,,23,7.0,18.0,18.0,5.0,8.0,34.0,,,4.0,2.0,,,1.0,,,,,,,
667,justen,2,38,False,266,126387,0.0,Justen,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,Justen,3.0,Lucas da Silva Justen,,0,,,,,,,,,,,,,,,,,,,,
668,barreal,5,38,False,283,126471,3.56,Barreal,Cruzeiro,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,Barreal,5.47,Álvaro Martín Barreal,,27,5.0,31.0,22.0,9.0,12.0,22.0,,,2.0,,,4.0,1.0,,,,,,,
669,igor-coronado,4,38,False,264,126900,2.92,Igor Coronado,Corinthians,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,I. Coronado,5.96,Igor Caique Coronado,,29,6.0,32.0,24.0,6.0,19.0,32.0,,,1.0,,,2.0,1.0,,,,,,,
670,fernando-seabra,6,38,True,280,126977,5.16,Fernando Seabra,Bragantino,7.65,7,0.35,https://s.sde.globo.com/media/person_role/2024/10/31/photo_FORMATO.png,F. Seabra,8.96,Fernando Seabra,,32,,,,,,,,13.0,,,,,,,,,,,,
671,artur-jorge,6,38,True,263,127273,5.98,Artur Jorge,Botafogo,5.53,7,-0.18,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,A. Jorge,9.32,Artur Jorge Torres Gomes Araújo Amorim,,37,,,,,,,,22.0,,,,,,,,,,,,
672,matheus-reis,5,38,False,266,127969,0.0,Matheus Reis,Fluminense,0.0,6,0.0,,M. Reis,1.0,Matheus dos Reis Francisco,,0,,,,,,,,,,,,,,,,,,,,
673,randerson,4,38,False,373,128099,0.45,Randerson,Atlético-GO,0.0,6,0.0,,Randerson,1.83,Randerson de Sousa Almeida,,2,,1.0,1.0,,,,,,,,,,,,,,,,,
674,marcao,3,38,False,293,128429,0.0,Marcão,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,Marcão,1.0,Marcos André Paulino Maia,,0,,,,,,,,,,,,,,,,,,,,
675,joao-cruz,4,38,True,293,128431,2.2,João Cruz,Athlético-PR,-0.6,6,-0.33,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,J. Cruz,3.06,João Victor Machado Cruz,,17,2.0,8.0,14.0,2.0,10.0,5.0,,,1.0,,,2.0,1.0,,,,,,,
676,rayan-lucas,4,38,False,262,128590,0.0,Rayan Lucas,Flamengo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,R. Lucas,3.0,Rayan Lucas Marques de Souza,,0,,,,,,,,,,,,,,,,,,,,
677,william-gomes,5,38,True,276,128668,4.54,William Gomes,São Paulo,12.0,7,1.39,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,W. Gomes,6.31,William Gomes Carvalho Santos,,11,2.0,7.0,5.0,6.0,7.0,1.0,,,3.0,3.0,,1.0,1.0,,,,,,,
678,luiz-felipe,4,38,False,1371,128669,0.0,Luiz Felipe,Cuiabá,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,L. Felipe,1.0,Luiz Felipe Mathias Silva,,0,,,,,,,,,,,,,,,,,,,,
679,talles-wander,5,38,False,276,128769,0.0,Talles Wander,São Paulo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,T. Wander,1.0,Talles Wander Santos Ribeiro,,0,,,,,,,,,,,,,,,,,,,,
680,estevao,5,38,True,275,128915,7.85,Estêvão,Palmeiras,3.7,7,-1.08,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,Estêvão,8.78,Estêvão Willian Almeida de Oliveira Gonçalves,,29,3.0,30.0,23.0,21.0,21.0,30.0,,,12.0,6.0,,9.0,1.0,1.0,,,,,,
681,maxsuell-alegria,5,38,False,267,129233,0.83,Maxsuell Alegria,Vasco,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/10/28/photo_FORMATO_7nSqYNl.png,M. Alegria,1.4,Maxsuel Alexandre Alves Soares,,3,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
682,david,4,38,True,1371,129316,0.52,David,Cuiabá,1.0,6,0.13,,David,1.08,David Miguel de Souza Arcanjo,,5,,,,,2.0,2.0,,,,,,,,,,,,,,
683,hernandes,2,38,False,1371,129319,0.0,Hernandes,Cuiabá,0.0,6,0.0,,Hernandes,1.0,Hernandes Fagundes de Alencar,,0,,,,,,,,,,,,,,,,,,,,
684,wendel,4,38,False,265,129661,0.0,Wendel,Bahia,0.0,6,0.0,,Wendel,1.0,Wendel Silva Passos,,0,,,,,,,,,,,,,,,,,,,,
685,ruan-pablo,5,38,False,265,129663,-0.1,Ruan Pablo,Bahia,0.0,6,0.0,,R. Pablo,0.87,Ruan Pablo Barbosa Sousa,,1,,,,,,,,,,1.0,,,,,,,,,,
686,pablo,1,38,False,267,129665,0.0,Pablo,Vasco,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,Pablo,1.0,Pablo de Paula Cardoso,,0,,,,,,,,,,,,,,,,,,,,
687,jp,4,38,False,267,129666,2.32,JP,Vasco,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,JP,2.99,João Pedro Murilo de Paula Morais,,10,,12.0,7.0,2.0,2.0,4.0,,,,1.0,,1.0,,,,,,,,
688,lucas-barreto,1,38,False,263,129697,0.0,Lucas Barreto,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_wPOUIvU.png,L. Barreto,1.0,Lucas Fonseca Gomes Barreto,,0,,,,,,,,,,,,,,,,,,,,
689,eduardo,1,38,False,373,129761,0.0,Eduardo,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,Eduardo,1.0,Eduardo Batista dos Santos,,0,,,,,,,,,,,,,,,,,,,,
690,max,5,38,False,373,129766,0.56,Max,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,Max,1.54,Maswel Ananias Silva,,13,3.0,4.0,6.0,3.0,,6.0,,,,2.0,,,,1.0,,,,,,
691,joao-vitor,2,38,False,286,129999,0.0,João Vitor,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,J. Vitor,1.0,João Vitor Cardoso de Souza,,0,,,,,,,,,,,,,,,,,,,,
692,luiz-gustavo,3,38,True,373,130020,-0.2,Luiz Gustavo,Atlético-GO,-0.1,6,-0.12,,L. Gustavo,0.67,Luiz Gustavo da Silva Alves,,2,,,3.0,,,1.0,,,,,,,,,,,,,,
693,carbone,2,38,False,262,130190,0.0,Carbone,Flamengo,0.0,6,0.0,,Carbone,1.0,João Victor Schlickmann Carbone,,0,,,,,,,,,,,,,,,,,,,,
694,luis-aucelio,4,38,False,262,130191,0.0,Luis Aucélio,Flamengo,0.0,6,0.0,,L. Aucélio,1.0,Luis Guilherme de Oliveira Aucélio,,0,,,,,,,,,,,,,,,,,,,,
695,pedro-leao,4,38,False,262,130192,0.0,Pedro Leão,Flamengo,0.0,6,0.0,,P. Leão,1.0,Pedro Henrique Leão Alves Lopes,,0,,,,,,,,,,,,,,,,,,,,
696,caio-garcia,4,38,False,262,130194,0.0,Caio Garcia,Flamengo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/11/20/photo_FORMATO_xBK8uI2.png,C. Garcia,1.0,Caio Vinicius Garcia Guilhen,,0,,,,,,,,,,,,,,,,,,,,
697,erick-garcia,3,38,False,288,130211,0.0,Erick Garcia,Criciúma,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,E. Garcia,1.0,Erick Ryan Garcia da Silva,,0,,,,,,,,,,,,,,,,,,,,
698,leandrinho,2,38,True,267,130254,2.72,Leandrinho,Vasco,0.2,7,-0.65,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_5FEEg9Y.png,Leandrinho,4.2,Leandro Viana da Silva Gama,,17,1.0,9.0,8.0,1.0,,9.0,4.0,,1.0,,,1.0,,,,,,,,
699,guilherme-estrella,4,38,False,267,130255,3.93,Guilherme Estrella,Vasco,0.0,5,0.0,https://s.sde.globo.com/media/person_role/2024/01/18/photo_FORMATO_l9qdew2.png,G. Estrella,3.89,Guilherme Estrella de Paiva,,3,1.0,2.0,4.0,,2.0,4.0,,,1.0,,,,,,,,,,,
700,phillipe-gabriel,1,38,False,267,130280,0.0,Phillipe Gabriel,Vasco,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/06/photo_FORMATO_La3OCV2.png,P. Gabriel,1.0,Phillipe Gabriel Pires de Oliveira,,0,,,,,,,,,,,,,,,,,,,,
701,breno-santos,4,38,False,373,130281,0.0,Breno Santos,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,B. Santos,2.0,Breno Santos Ignacio,,0,,,,,,,,,,,,,,,,,,,,
702,geovane,5,38,False,373,130284,0.1,Geovane,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,Geovane,0.84,Pedro Geovane Paranhos Santos,,2,,,2.0,,1.0,,,,,,,,,,,,,,,
703,rhyan,1,38,False,1371,130305,0.0,Rhyan,Cuiabá,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,Rhyan,1.0,Rhyan Luca Carvalho de Arruda,,0,,,,,,,,,,,,,,,,,,,,
704,rafael-pinna,5,38,False,286,130316,0.0,Rafael Pinna,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_keCwUL8.png,R. Pinna,1.0,Rafael Oliveira Pinna,,0,,,,,,,,,,,,,,,,,,,,
705,guilherme,2,38,False,264,130377,0.0,Guilherme,Corinthians,0.0,6,0.0,,Guilherme,1.0,Guilherme Pellegrin Almeida,,0,,,,,,,,,,,,,,,,,,,,
706,guilherme-gomes,4,38,False,262,130382,7.7,Guilherme Gomes,Flamengo,0.0,6,0.0,,G. Gomes,3.83,Guilherme Henrique Bernardineli Gomes,,1,,,1.0,,,,,,1.0,,,,,,,,,,,
707,luiz-gustavo,3,38,False,267,130393,0.0,Luiz Gustavo,Vasco,0.0,6,0.0,,L. Gustavo,1.0,Luiz Gustavo Marinho Ribeiro dos Santos,,0,,,,,,,,,,,,,,,,,,,,
708,jan-lucumi,5,38,False,266,130398,1.47,Jan Lucumí,Fluminense,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ewdHwK6.png,J. Lucumí,2.54,Jan Fanc Lucumií González,,3,,4.0,2.0,,1.0,5.0,,,,1.0,1.0,,,,,,,,,
709,robert-santos,4,38,False,282,130414,0.73,Robert Santos,Atlético-MG,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/27/photo_FORMATO_nXUDlTZ.png,R. Santos,2.67,Robert dos Santos Conceição,,3,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
710,vitor-reis,3,38,False,275,130609,1.98,Vitor Reis,Palmeiras,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_FvXiXkH.png,V. Reis,3.63,Vitor de Oliveira Nunes dos Reis,,17,3.0,12.0,22.0,,1.0,10.0,3.0,,1.0,,,,,,,,,,,
711,luighi,5,38,False,275,130612,3.8,Luighi,Palmeiras,0.0,6,0.0,,Luighi,3.41,Luighi Hanri Sousa Santos,,3,,,2.0,,,2.0,,,1.0,,,,1.0,,,,,,,
712,bernal,4,38,False,266,130650,1.5,Bernal,Fluminense,0.0,3,0.0,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_rWog1Tq.png,Bernal,3.63,Facundo Bernal Cruz,,11,4.0,9.0,14.0,4.0,7.0,7.0,,,,,,,,,,,,,,
713,matheus-soares,1,38,False,293,130842,0.0,Matheus Soares,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_wp1YM02.png,M. Soares,1.0,Matheus Soares Rocha,,0,,,,,,,,,,,,,,,,,,,,
714,arthur-dias,3,38,False,293,130843,0.0,Arthur Dias,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_fGIqcz9.png,A. Dias,1.0,Arthur dos Santos Barbosa Dias,,0,,,,,,,,,,,,,,,,,,,,
715,walace,5,38,False,293,130844,0.0,Walace,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_bCOkSpK.png,Walace,1.0,Walace dos Santos França,,0,,,,,,,,,,,,,,,,,,,,
716,jose-breno,4,38,False,287,130847,-3.3,José Breno,Vitória,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_iLnimwx.png,J. Breno,0.64,José Breno Silva Costa,,1,,,1.0,,,,,,,,1.0,,,,,,,,,
717,andrei,3,38,False,287,130869,0.0,Andrei,Vitória,0.0,6,0.0,,Andrei,1.0,Andrei Gabriel dos Santos Ferreira,,0,,,,,,,,,,,,,,,,,,,,
718,igor,2,38,False,284,130884,3.45,Igor,Grêmio,0.0,6,0.0,,Igor,3.84,Igor Eduardo Schlemper,,4,,3.0,2.0,,1.0,,1.0,,,,,1.0,,,,,,,,
719,cheron,4,38,False,284,130888,0.0,Cheron,Grêmio,0.0,6,0.0,,Cheron,1.0,Bruno Fortuna Cheron,,0,,,,,,,,,,,,,,,,,,,,
720,luis-miguel,5,38,False,287,130892,0.0,Luis Miguel,Vitória,0.0,6,0.0,,L. Miguel,0.9,Luiz Miguel Borges de Paula,,1,,,,,,,,,,,,,,,,,,,,
721,rodallega,2,38,False,373,130905,0.6,Rodallega,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_RJIqsMI.png,Rodallega,1.92,Yeferson Andrés Rodallega Paz,,2,,1.0,,,,,,,,,,,,,,,,,,
722,riquelme,4,38,False,293,130906,0.0,Riquelme,Athlético-PR,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JsnDwam.png,Riquelme,1.0,Diogo Riquelme Rivas do Nascimento,,0,,,,,,,,,,,,,,,,,,,,
723,marcao,3,38,False,373,130951,7.5,Marcão,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_03b57Lk.png,Marcão,3.8,Marcos Vinicius Carvalho dos Reis,,1,,3.0,1.0,1.0,,,,,,,,,1.0,,,,,,,
724,marcelinho,2,38,False,1371,130985,0.0,Marcelinho,Cuiabá,0.0,6,0.0,,Marcelinho,1.0,Marcelo Henrique Laborão dos Santos,,0,,,,,,,,,,,,,,,,,,,,
725,dudu,4,38,True,1371,130986,-0.15,Dudu,Cuiabá,-0.3,6,-0.19,,Dudu,0.7,Eduardo Vinícius Rodrigues dos Santos,,2,,,1.0,,,,,,,,,,,,,,,,,
726,jardiel,5,38,False,284,131455,0.0,Jardiel,Grêmio,0.0,6,0.0,,Jardiel,1.0,Jardiel Maciel Libertino da Silva,,0,,,,,,,,,,,,,,,,,,,,
727,yarlen,5,38,False,263,131512,0.4,Yarlen,Botafogo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_yss1MD0.png,Yarlen,1.51,Yarlen Faustino Augusto,,4,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,
728,henrique,5,38,False,276,131518,0.5,Henrique,São Paulo,0.0,6,0.0,,Henrique,1.08,Henrique Fabiano do Carmo,,1,,,,,,1.0,,,,,,,,,,,,,,
729,andre-silva,5,38,True,276,131617,3.07,André Silva,São Paulo,2.0,7,0.2,https://s.sde.globo.com/media/person_role/2024/04/04/photo_FORMATO_E0Q8gBr.png,A. Silva,5.79,André Oliveira e Silva,,30,3.0,6.0,24.0,6.0,11.0,21.0,,,7.0,5.0,,2.0,1.0,,,,,,,
730,felipe-longo,1,38,False,264,131753,0.0,Felipe Longo,Corinthians,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220.png,F. Longo,1.0,Felipe Longo Fernandes da Silva,,0,,,,,,,,,,,,,,,,,,,,
731,gabriel-lopes,4,38,False,280,131758,0.0,Gabriel Lopes,Bragantino,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220_532yNFc.png,G. Lopes,1.0,Gabriel da Silva Lopes,,0,,,,,,,,,,,,,,,,,,,,
732,isac,3,38,False,280,131762,0.0,Isac,Bragantino,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/10/photo_FORMATO_IXCPCUm.png,Isac,1.0,Isac Silvestre da Silva,,0,,,,,,,,,,,,,,,,,,,,
733,davi-goes,4,38,False,286,131825,0.75,Davi Góes,Juventude,0.0,6,0.0,,D. Góes,1.27,Davi Goes Silva Ferreira Carvalho,,2,2.0,3.0,2.0,,,1.0,,,,,,,,,,,,,,
734,santi-longo,4,38,True,276,131991,2.33,Santi Longo,São Paulo,3.3,7,0.27,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_UfaiIYB.png,S. Longo,4.5,Santiago Andrés Longo,,3,,5.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
735,serna,5,38,True,266,132071,5.4,Serna,Fluminense,11.9,7,0.24,https://s.sde.globo.com/media/person_role/2024/08/01/photo_FORMATO_FV7klQI.png,Serna,9.16,Kevin Steven Serna Jaramillo,,14,1.0,21.0,11.0,4.0,7.0,15.0,,,3.0,2.0,,2.0,1.0,,,,,,,
736,joao-lima,3,38,False,284,132344,0.0,João Lima,Grêmio,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/02/photo_220x220_TAVxUY5.png,J. Lima,1.0,João Vitor Lima Nogueira da Silva,,0,,,,,,,,,,,,,,,,,,,,
737,kelvin,5,38,False,280,132524,0.0,Kelvin,Bragantino,0.0,6,0.0,,Kelvin,1.0,Kelvin Javier Flórez Mosquera,,0,,,,,,,,,,,,,,,,,,,,
738,vinicinho,5,38,True,280,132580,3.45,Vinicinho,Bragantino,8.9,7,0.86,https://s.sde.globo.com/media/person_role/2024/09/16/photo_FORMATO_JX9GERC.png,Vinicinho,4.67,Vinicius Mendonça Pereira,,16,2.0,16.0,10.0,7.0,3.0,27.0,,,2.0,1.0,,,,1.0,,,,,,
739,kauan-cristtyan,5,38,True,1371,132624,0.0,Kauan Cristtyan,Cuiabá,0.0,6,-0.1,https://s.sde.globo.com/media/person_role/2024/04/23/photo_220x220_jqRk3hN.png,K. Cristtyan,0.9,Kauan Cristtyan Cabral do Carmo,,1,,,,,,,,,,,,,,,,,,,,
740,mateus-schaffer,3,38,False,286,132679,0.0,Mateus Schaffer,Juventude,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/28/photo_FORMATO_1BodwEt.png,M. Schaffer,1.0,Mateus Gabriel Schaffer,,0,,,,,,,,,,,,,,,,,,,,
741,fabiano,5,38,False,263,132733,3.9,Fabiano,Botafogo,0.0,6,0.0,,Fabiano,2.42,Fabiano Rodrigues Pereira,,1,,2.0,,,,3.0,,,,,,,,,,,,,,
742,arthur-viana,5,38,False,283,133528,-0.1,Arthur Viana,Cruzeiro,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/06/13/photo_FORMATO.png,A. Viana,0.64,Arthur Rodrigues Viana,,3,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,
743,kayke,5,38,False,293,133529,0.0,Kayke,Athlético-PR,0.0,6,0.0,,Kayke,0.9,Kayke Ayrton dos Santos Evaristo,,1,,,,,,,,,,,,,,,,,,,,
744,mario,1,38,False,286,133541,0.0,Mário,Juventude,0.0,6,0.0,,Mário,1.0,Mário Vinnicius Souza Rodrigues Silva,,0,,,,,,,,,,,,,,,,,,,,
745,trevisol,4,38,False,286,133542,0.0,Trevisol,Juventude,0.0,6,0.0,,Trevisol,1.0,João Victor Trevisol da Silva,,0,,,,,,,,,,,,,,,,,,,,
746,gui-negao,5,38,False,264,133543,0.0,Gui Negão,Corinthians,0.0,6,0.0,,G. Negão,1.0,Guilherme William Silva Inácio,,0,,,,,,,,,,,,,,,,,,,,
747,lucca-drummond,5,38,False,285,133566,1.2,Lucca Drummond,Internacional,0.0,6,0.0,,L. Drummond,1.58,Lucca Pelosi Drummond,,5,,1.0,4.0,,,2.0,,,,,,1.0,,,,,,,,
748,igao,3,38,True,276,133623,0.0,Igão,São Paulo,0.0,6,-0.1,https://s.sde.globo.com/media/person_role/2024/06/22/photo_FORMATO.png,Igão,0.9,Igor Odoni Gomes,,1,,,,,,,,,,,,,,,,,,,,
749,vitinho,4,38,False,282,133630,0.0,Vitinho,Atlético-MG,0.0,6,0.0,,Vitinho,0.9,Victor Hugo da Silva Costa,,1,,,,,,,,,,,,,,,,,,,,
750,alysson,5,38,False,284,133669,1.43,Alysson,Grêmio,0.0,6,0.0,,Alysson,1.72,Alysson Edward Franco da Rocha dos Santos,,3,,3.0,6.0,,,5.0,,,,,,,,,,,,,,
751,fabricio,4,38,False,356,133670,0.0,Fabrício,Fortaleza,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/06/30/photo_FORMATO.png,Fabrício,1.0,Fabricio Dias Afonso,,0,,,,,,,,,,,,,,,,,,,,
752,gustavo-reis,1,38,False,280,133671,0.0,Gustavo Reis,Bragantino,0.0,6,0.0,,G. Reis,1.0,Gustavo Reis de Alcântara,,0,,,,,,,,,,,,,,,,,,,,
753,benedetti,3,38,False,275,133679,0.0,Benedetti,Palmeiras,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_YjvFUUl.png,Benedetti,1.0,Luiz Gustavo Roncholeta Benedetti,,0,,,,,,,,,,,,,,,,,,,,
754,bruno-lopes,5,38,False,267,133690,-0.7,Bruno Lopes,Vasco,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/06/photo_FORMATO_eadKrUx.png,B. Lopes,0.64,Bruno Lopes Ferreira,,1,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
755,wallace-davi,4,38,False,266,133696,0.0,Wallace Davi,Fluminense,0.0,6,0.0,,W. Davi,1.0,Wallace Davi Nunes da Silva Dias,,0,,,,,,,,,,,,,,,,,,,,
756,yago-noal,5,38,False,285,134246,0.0,Yago Noal,Internacional,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/27/photo_220x220_9tsNYDW.png,Y. Noal,1.0,Yago Eduardo Noal Lopes,,0,,,,,,,,,,,,,,,,,,,,
757,lawan,5,38,False,287,134678,0.13,Lawan,Vitória,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_NozTaos.png,Lawan,0.63,Lawan Kennyd Gabriel Santos,,4,1.0,1.0,4.0,,,3.0,,,,,,,,,,,,,,
758,juliano-viana,5,38,False,280,135406,0.0,Juliano Viana,Bragantino,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/21/photo_220x220.png,J. Viana,0.9,Juliano Viana Papille,,1,,,,,,,,,,,,,,,,,,,,
759,luis-otavio,4,38,True,285,136306,0.44,Luis Otávio,Internacional,-0.3,6,-0.27,https://s.sde.globo.com/media/person_role/2024/07/27/photo_FORMATO_CnfbJSB.png,L. Otávio,0.9,Luis Otávio Costa de Aquino,,5,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
760,shola,5,38,False,262,137089,0.0,Shola,Flamengo,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/08/13/photo_220x220_uGki1sv.png,Shola,2.0,Ogundana Shola Elijah,,0,,,,,,,,,,,,,,,,,,,,
761,johan-caicedo,4,38,False,280,137165,0.0,Johan Caicedo,Bragantino,0.0,6,0.0,,J. Caicedo,1.0,Johan Caicedo Caicedo,,0,,,,,,,,,,,,,,,,,,,,
762,willian-chumbinho,4,38,False,280,137166,0.7,Willian Chumbinho,Bragantino,0.0,6,0.0,,W. Chumbinho,1.22,Willian da Silva Santos,,2,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
763,danilo,2,38,False,280,137167,0.0,Danilo,Bragantino,0.0,6,0.0,,Danilo,1.0,Danilo Ferreira dos Santos,,0,,,,,,,,,,,,,,,,,,,,
764,marquinhos,4,38,False,280,137168,0.0,Marquinhos,Bragantino,0.0,6,0.0,,Marquinhos,1.0,Marcos Vinicius da Silva Carvalho,,0,,,,,,,,,,,,,,,,,,,,
765,fabiano,4,38,False,262,137242,0.0,Fabiano,Flamengo,0.0,6,0.0,,Fabiano,1.0,Fabiano Henrique Alves dos Santos,,0,,,,,,,,,,,,,,,,,,,,
766,luis-soares,3,38,False,1371,137286,0.0,Luís Soares,Cuiabá,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_Pzslu45.png,L. Soares,1.0,Luís Henrique Fonseca Soares,,0,,,,,,,,,,,,,,,,,,,,
767,vitinho-mota,4,38,False,280,137324,-0.15,Vitinho Mota,Bragantino,0.0,6,0.0,,V. Mota,0.7,Victor Hugo de Faria Mota,,2,,,1.0,,,,,,,,,,,,,,,,,
768,felipe-lima,5,38,False,262,137417,0.0,Felipe Lima,Flamengo,0.0,6,0.0,,F. Lima,1.0,Felipe de Almeida Lima,,0,,,,,,,,,,,,,,,,,,,,
769,kaique-kenji,5,38,False,283,137542,0.43,Kaique Kenji,Cruzeiro,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_N1uoy9u.png,K. Kenji,0.96,Kaique Kenji Takamura Correa,,4,,1.0,,,,1.0,,,,,,,,,,,,,,
770,tevis,5,38,True,283,137543,2.16,Tevis,Cruzeiro,8.3,7,1.76,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_3CTkRvU.png,Tevis,2.84,Tevis Gabriel Alves Santos,,5,,,,1.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,
771,clayton-sampaio,3,38,True,285,137618,1.3,Clayton Sampaio,Internacional,0.0,7,-0.27,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_8dj1hQS.png,C. Sampaio,2.51,Clayton Sampaio Pereira,,7,1.0,4.0,6.0,,2.0,1.0,1.0,,,,,,,,,,,,,
772,jean-carlos,4,38,False,373,137848,0.97,Jean Carlos,Atlético-GO,0.0,6,0.0,https://s.sde.globo.com/media/person_role/2024/09/01/photo_FORMATO.png,J. Carlos,1.51,Jean Carlos Alves Ferreira,,3,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
